,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
121,2824,2484,4,340
122,2824,2484,8,340
123,2824,2484,0,416
124,2824,2484,4,488
125,2824,2484,20,576
126,2824,2484,4,648
127,2824,2484,0,608
128,3227,2803,4,1280
129,3227,2803,36,624
130,3227,2803,32,320
131,3227,2803,32,280
132,3227,2803,0,480
133,3227,2803,4,164
134,3227,2803,40,288
135,3227,2803,8,16
136,3227,2803,4,12
137,3227,2803,4,8
138,3227,2803,4,8
139,3227,2803,4,8
140,3227,2803,4,8
141,3227,2803,4,8
142,3227,2803,8,8
143,3227,2803,4,8
144,3155,2442,16,8
145,3155,2442,4,12
146,3155,2442,16,8
147,3155,2442,44,8
148,3155,2442,216,4
149,3155,2442,100,4
150,3155,2442,100,4
151,3155,2442,84,4
152,3155,2442,12,24
153,3155,2442,36,12
154,3155,2442,108,8
155,3155,2442,36,12
156,3155,2442,8,8
157,3155,2442,12,8
158,3155,2442,20,4
159,3155,2442,4,8
160,3116,2620,4,48
161,3116,2620,4,84
162,3116,2620,20,8
163,3116,2620,48,8
164,3116,2620,20,52
165,3116,2620,12,8
166,3116,2620,4,12
167,3116,2620,8,44
168,3116,2620,4,124
169,3116,2620,4,284
170,3116,2620,0,340
171,3116,2620,0,440
172,3116,2620,4,48
173,3116,2620,4,32
174,3116,2620,4,136
175,3116,2620,4,416
176,3054,2601,64,64
177,3054,2601,40,40
178,3054,2601,8,120
179,3054,2601,0,380
180,3054,2601,24,96
181,3054,2601,0,260
182,3054,2601,4,300
183,3054,2601,0,348
184,3054,2601,4,176
185,3054,2601,4,256
186,3054,2601,0,668
187,3054,2601,0,648
188,3054,2601,4,348
189,3054,2601,4,448
190,3054,2601,0,604
191,3054,2601,0,1052
192,3102,2729,4,472
193,3102,2729,4,140
194,3102,2729,4,244
195,3102,2729,12,288
196,3102,2729,4,96
197,3102,2729,0,288
198,3102,2729,8,240
199,3102,2729,4,408
200,3102,2729,4,308
201,3102,2729,8,300
202,3102,2729,4,476
203,3102,2729,0,404
204,3102,2729,4,136
205,3102,2729,0,316
206,3102,2729,4,248
207,3102,2729,8,396
208,2969,2680,4,100
209,2969,2680,4,104
210,2969,2680,4,40
211,2969,2680,4,256
212,2969,2680,4,280
213,2969,2680,4,420
214,2969,2680,0,428
215,2969,2680,4,260
216,2969,2680,12,112
217,2969,2680,4,8
218,2969,2680,36,12
219,2969,2680,8,32
220,2969,2680,4,20
221,2969,2680,16,16
222,2969,2680,4,32
223,2969,2680,4,8
224,3208,2740,8,28
225,3208,2740,4,16
226,3208,2740,4,28
227,3208,2740,12,8
228,3208,2740,8,188
229,3208,2740,0,52
230,3208,2740,16,24
231,3208,2740,24,8
232,3208,2740,16,64
233,3208,2740,4,88
234,3208,2740,8,8
235,3208,2740,8,8
236,3208,2740,32,8
237,3208,2740,76,4
238,3208,2740,224,4
239,3208,2740,164,8
240,3417,2465,20,16
241,3417,2465,4,24
242,3417,2465,4,24
243,3417,2465,4,100
244,3417,2465,8,84
245,3417,2465,4,20
246,3417,2465,0,8
247,3417,2465,4,8
248,3417,2465,4,12
249,3417,2465,36,8
250,3417,2465,4,8
251,3417,2465,128,8
252,3417,2465,248,8
253,3417,2465,44,8
254,3417,2465,140,8
255,3417,2465,28,8
256,3501,2425,4,20
257,3501,2425,80,8
258,3501,2425,328,8
259,3501,2425,480,8
260,3501,2425,104,32
261,3501,2425,344,44
262,3501,2425,168,44
263,3501,2425,60,28
264,3501,2425,56,12
265,3501,2425,248,12
266,3501,2425,272,8
267,3501,2425,324,8
268,3501,2425,276,8
269,3501,2425,40,8
270,3501,2425,8,8
271,3501,2425,0,136
272,3147,2500,208,20
273,3147,2500,44,16
274,3147,2500,24,28
275,3147,2500,4,48
276,3147,2500,244,32
277,3147,2500,256,12
278,3147,2500,128,8
279,3147,2500,32,44
280,3147,2500,312,24
281,3147,2500,108,8
282,3147,2500,16,4
283,3147,2500,4,32
284,3147,2500,12,20
285,3147,2500,4,64
286,3147,2500,8,8
287,3147,2500,4,64
288,2783,2365,228,8
289,2783,2365,292,12
290,2783,2365,84,12
291,2783,2365,4,32
292,2783,2365,4,76
293,2783,2365,4,144
294,2783,2365,4,172
295,2783,2365,4,196
296,2783,2365,4,44
297,2783,2365,4,8
298,2783,2365,8,8
299,2783,2365,4,8
300,2783,2365,4,20
301,2783,2365,4,8
302,2783,2365,4,16
303,2783,2365,4,48
304,3265,2645,4,204
305,3265,2645,0,188
306,3265,2645,4,28
307,3265,2645,8,8
308,3265,2645,4,168
309,3265,2645,4,52
310,3265,2645,4,60
311,3265,2645,8,32
312,3265,2645,8,96
313,3265,2645,8,20
314,3265,2645,4,44
315,3265,2645,4,36
316,3265,2645,16,32
317,3265,2645,16,12
318,3265,2645,8,8
319,3265,2645,8,12
320,3255,2602,20,84
321,3255,2602,16,8
322,3255,2602,8,4
323,3255,2602,92,4
324,3255,2602,124,8
325,3255,2602,536,4
326,3255,2602,1008,4
327,3255,2602,472,56
328,3255,2602,168,60
329,3255,2602,92,4
330,3255,2602,424,4
331,3255,2602,348,4
332,3255,2602,960,4
333,3255,2602,1092,0
334,3255,2602,1040,148
335,3255,2602,932,148
336,3358,2313,1364,44
337,3358,2313,1040,8
338,3358,2313,1348,40
339,3358,2313,608,44
340,3358,2313,412,72
341,3358,2313,524,40
342,3358,2313,324,8
343,3358,2313,24,56
344,3358,2313,576,4
345,3358,2313,304,44
346,3358,2313,276,4
347,3358,2313,92,16
348,3358,2313,64,24
349,3358,2313,16,8
350,3358,2313,16,4
351,3358,2313,56,12
352,3021,2705,216,20
353,3021,2705,504,12
354,3021,2705,244,304
355,3021,2705,572,4
356,3021,2705,308,8
357,3021,2705,216,4
358,3021,2705,32,4
359,3021,2705,4,52
360,3021,2705,8,60
361,3021,2705,108,12
362,3021,2705,32,4
363,3021,2705,12,4
364,3021,2705,120,8
365,3021,2705,84,8
366,3021,2705,56,12
367,3021,2705,4,24
368,3299,2611,20,12
369,3299,2611,8,16
370,3299,2611,12,16
371,3299,2611,4,4
372,3299,2611,68,8
373,3299,2611,140,8
374,3299,2611,64,64
375,3299,2611,4,116
376,3299,2611,672,12
377,3299,2611,804,8
378,3299,2611,460,4
379,3299,2611,220,4
380,3299,2611,72,8
381,3299,2611,44,8
382,3299,2611,60,8
383,3299,2611,16,12
384,3271,2411,380,20
385,3271,2411,392,8
386,3271,2411,104,8
387,3271,2411,4,8
388,3271,2411,84,28
389,3271,2411,96,20
390,3271,2411,80,64
391,3271,2411,136,8
392,3271,2411,196,12
393,3271,2411,196,8
394,3271,2411,4,12
395,3271,2411,4,8
396,3271,2411,4,92
397,3271,2411,8,200
398,3271,2411,4,20
399,3271,2411,4,32
400,3225,2541,76,8
401,3225,2541,8,8
402,3225,2541,12,8
403,3225,2541,4,72
404,3225,2541,8,20
405,3225,2541,52,8
406,3225,2541,8,8
407,3225,2541,4,128
408,3225,2541,4,72
409,3225,2541,8,136
410,3225,2541,8,148
411,3225,2541,12,72
412,3225,2541,12,172
413,3225,2541,24,12
414,3225,2541,8,40
415,3225,2541,72,4
416,3410,2728,16,64
417,3410,2728,28,8
418,3410,2728,124,8
419,3410,2728,100,20
420,3410,2728,4,112
421,3410,2728,4,28
422,3410,2728,32,8
423,3410,2728,36,8
424,3410,2728,188,8
425,3410,2728,136,4
426,3410,2728,184,8
427,3410,2728,48,8
428,3410,2728,276,12
429,3410,2728,544,4
430,3410,2728,840,8
431,3410,2728,512,8
432,3257,2800,468,16
433,3257,2800,308,12
434,3257,2800,408,8
435,3257,2800,64,12
436,3257,2800,252,12
437,3257,2800,224,4
438,3257,2800,320,4
439,3257,2800,112,12
440,3257,2800,848,28
441,3257,2800,608,8
442,3257,2800,592,4
443,3257,2800,224,8
444,3257,2800,212,12
445,3257,2800,192,8
446,3257,2800,200,8
447,3257,2800,16,72
448,2895,2527,36,52
449,2895,2527,96,12
450,2895,2527,60,16
451,2895,2527,72,16
452,2895,2527,4,164
453,2895,2527,4,72
454,2895,2527,4,16
455,2895,2527,8,120
456,2895,2527,8,80
457,2895,2527,8,12
458,2895,2527,36,12
459,2895,2527,8,72
460,2895,2527,8,340
461,2895,2527,4,84
462,2895,2527,8,160
463,2895,2527,4,144
464,2891,2561,4,36
465,2891,2561,4,112
466,2891,2561,8,60
467,2891,2561,4,100
468,2891,2561,208,40
469,2891,2561,44,12
470,2891,2561,8,208
471,2891,2561,0,572
472,2891,2561,120,132
473,2891,2561,160,8
474,2891,2561,64,8
475,2891,2561,24,32
476,2891,2561,168,16
477,2891,2561,16,8
478,2891,2561,44,76
479,2891,2561,20,188
480,2743,2842,136,60
481,2743,2842,564,8
482,2743,2842,204,12
483,2743,2842,4,8
484,2743,2842,48,8
485,2743,2842,68,12
486,2743,2842,20,8
487,2743,2842,8,8
488,2743,2842,16,8
489,2743,2842,12,8
490,2743,2842,4,8
491,2743,2842,24,24
492,2743,2842,44,8
493,2743,2842,4,40
494,2743,2842,16,28
495,2743,2842,8,36
496,2016,3140,20,20
497,2016,3140,4,32
498,2016,3140,48,28
499,2016,3140,192,8
500,2016,3140,96,8
501,2016,3140,28,12
502,2016,3140,92,12
503,2016,3140,8,8
504,2016,3140,8,212
505,2016,3140,4,88
506,2016,3140,8,16
507,2016,3140,12,48
508,2016,3140,20,244
509,2016,3140,4,292
510,2016,3140,84,20
511,2016,3140,24,24
512,2046,2853,4,244
513,2046,2853,4,24
514,2046,2853,12,32
515,2046,2853,100,16
516,2046,2853,4,16
517,2046,2853,12,28
518,2046,2853,72,20
519,2046,2853,308,20
520,2046,2853,92,16
521,2046,2853,36,12
522,2046,2853,128,36
523,2046,2853,124,12
524,2046,2853,12,12
525,2046,2853,172,8
526,2046,2853,312,8
527,2046,2853,660,8
528,3127,2711,236,8
529,3127,2711,24,24
530,3127,2711,0,88
531,3127,2711,4,72
532,3127,2711,0,196
533,3127,2711,4,40
534,3127,2711,12,76
535,3127,2711,4,104
536,3127,2711,44,28
537,3127,2711,32,8
538,3127,2711,28,4
539,3127,2711,44,4
540,3127,2711,112,8
541,3127,2711,4,28
542,3127,2711,16,8
543,3127,2711,84,12
544,2642,2820,4,16
545,2642,2820,44,20
546,2642,2820,236,36
547,2642,2820,452,8
548,2642,2820,48,12
549,2642,2820,4,136
550,2642,2820,12,52
551,2642,2820,296,4
552,2642,2820,48,20
553,2642,2820,48,8
554,2642,2820,160,8
555,2642,2820,344,4
556,2642,2820,208,12
557,2642,2820,8,36
558,2642,2820,68,12
559,2642,2820,8,148
560,2968,2520,8,32
561,2968,2520,20,84
562,2968,2520,8,44
563,2968,2520,4,96
564,2968,2520,92,40
565,2968,2520,8,28
566,2968,2520,8,108
567,2968,2520,4,412
568,2968,2520,16,56
569,2968,2520,4,36
570,2968,2520,16,16
571,2968,2520,20,64
572,2968,2520,116,24
573,2968,2520,140,8
574,2968,2520,64,4
575,2968,2520,4,8
576,3239,2704,12,8
577,3239,2704,4,16
578,3239,2704,12,24
579,3239,2704,4,4
580,3239,2704,40,12
581,3239,2704,44,8
582,3239,2704,40,28
583,3239,2704,8,20
584,3239,2704,108,8
585,3239,2704,8,16
586,3239,2704,4,44
587,3239,2704,4,92
588,3239,2704,44,16
589,3239,2704,4,12
590,3239,2704,8,8
591,3239,2704,4,68
592,3339,2662,4,12
593,3339,2662,4,40
594,3339,2662,4,36
595,3339,2662,12,8
596,3339,2662,8,16
597,3339,2662,8,172
598,3339,2662,4,148
599,3339,2662,24,12
600,3339,2662,352,24
601,3339,2662,308,8
602,3339,2662,376,4
603,3339,2662,328,8
604,3339,2662,60,40
605,3339,2662,496,12
606,3339,2662,652,8
607,3339,2662,912,4
608,3651,2540,44,200
609,3651,2540,4,96
610,3651,2540,36,8
611,3651,2540,60,12
612,3651,2540,20,12
613,3651,2540,4,8
614,3651,2540,28,8
615,3651,2540,100,8
616,3651,2540,192,4
617,3651,2540,52,8
618,3651,2540,28,8
619,3651,2540,4,8
620,3651,2540,4,8
621,3651,2540,16,8
622,3651,2540,8,8
623,3651,2540,8,8
624,3593,2421,420,16
625,3593,2421,272,12
626,3593,2421,468,8
627,3593,2421,40,12
628,3593,2421,4,44
629,3593,2421,4,112
630,3593,2421,12,32
631,3593,2421,4,184
632,3593,2421,4,164
633,3593,2421,4,20
634,3593,2421,124,12
635,3593,2421,32,48
636,3593,2421,40,16
637,3593,2421,32,16
638,3593,2421,16,20
639,3593,2421,16,12
640,3467,2725,4,744
641,3467,2725,4,200
642,3467,2725,4,12
643,3467,2725,8,8
644,3467,2725,60,52
645,3467,2725,28,8
646,3467,2725,20,8
647,3467,2725,8,28
648,3467,2725,244,12
649,3467,2725,12,8
650,3467,2725,4,88
651,3467,2725,4,124
652,3467,2725,104,16
653,3467,2725,180,8
654,3467,2725,44,36
655,3467,2725,8,136
656,3274,2652,64,52
657,3274,2652,272,44
658,3274,2652,64,56
659,3274,2652,100,56
660,3274,2652,56,60
661,3274,2652,176,12
662,3274,2652,88,4
663,3274,2652,68,4
664,3274,2652,284,16
665,3274,2652,136,12
666,3274,2652,104,12
667,3274,2652,128,8
668,3274,2652,160,16
669,3274,2652,12,4
670,3274,2652,68,8
671,3274,2652,4,32
672,2999,2555,60,24
673,2999,2555,24,8
674,2999,2555,4,36
675,2999,2555,4,20
676,2999,2555,208,8
677,2999,2555,28,8
678,2999,2555,156,4
679,2999,2555,44,20
680,2999,2555,108,12
681,2999,2555,40,4
682,2999,2555,80,4
683,2999,2555,20,12
684,2999,2555,4,32
685,2999,2555,4,48
686,2999,2555,4,172
687,2999,2555,4,444
688,3340,2668,4,532
689,3340,2668,4,52
690,3340,2668,4,16
691,3340,2668,4,28
692,3340,2668,4,124
693,3340,2668,4,24
694,3340,2668,12,16
695,3340,2668,16,36
696,3340,2668,8,524
697,3340,2668,4,648
698,3340,2668,4,220
699,3340,2668,4,76
700,3340,2668,4,788
701,3340,2668,4,704
702,3340,2668,4,376
703,3340,2668,4,48
704,3467,2668,4,592
705,3467,2668,0,380
706,3467,2668,4,20
707,3467,2668,168,12
708,3467,2668,116,16
709,3467,2668,92,40
710,3467,2668,8,8
711,3467,2668,4,8
712,3467,2668,4,8
713,3467,2668,4,4
714,3467,2668,4,4
715,3467,2668,4,8
716,3467,2668,176,8
717,3467,2668,40,4
718,3467,2668,156,4
719,3467,2668,84,36
720,3335,2613,88,28
721,3335,2613,4,8
722,3335,2613,4,4
723,3335,2613,4,136
724,3335,2613,12,56
725,3335,2613,4,196
726,3335,2613,4,372
727,3335,2613,4,120
728,3335,2613,28,136
729,3335,2613,4,536
730,3335,2613,132,444
731,3335,2613,272,488
732,3335,2613,276,220
733,3335,2613,276,16
734,3335,2613,276,16
735,3335,2613,276,280
736,3329,2708,44,940
737,3329,2708,8,808
738,3329,2708,4,340
739,3329,2708,4,72
740,3329,2708,8,8
741,3329,2708,212,4
742,3329,2708,80,8
743,3329,2708,8,16
744,3329,2708,52,16
745,3329,2708,4,48
746,3329,2708,4,36
747,3329,2708,4,76
748,3329,2708,152,60
749,3329,2708,36,68
750,3329,2708,4,68
751,3329,2708,4,68
752,3013,2684,8,256
753,3013,2684,4,36
754,3013,2684,4,32
755,3013,2684,24,88
756,3013,2684,16,60
757,3013,2684,20,32
758,3013,2684,4,112
759,3013,2684,4,208
760,3013,2684,8,244
761,3013,2684,12,196
762,3013,2684,4,60
763,3013,2684,8,8
764,3013,2684,304,8
765,3013,2684,40,8
766,3013,2684,4,44
767,3013,2684,32,20
768,3196,2482,556,12
769,3196,2482,720,8
770,3196,2482,140,8
771,3196,2482,8,8
772,3196,2482,484,16
773,3196,2482,372,8
774,3196,2482,512,8
775,3196,2482,256,8
776,3196,2482,396,8
777,3196,2482,76,8
778,3196,2482,112,8
779,3196,2482,44,36
780,3196,2482,172,8
781,3196,2482,8,16
782,3196,2482,4,52
783,3196,2482,12,16
784,2865,2427,112,8
785,2865,2427,76,8
786,2865,2427,256,8
787,2865,2427,204,8
788,2865,2427,28,12
789,2865,2427,4,16
790,2865,2427,64,8
791,2865,2427,80,8
792,2865,2427,12,24
793,2865,2427,4,8
794,2865,2427,4,16
795,2865,2427,16,8
796,2865,2427,4,144
797,2865,2427,4,92
798,2865,2427,4,152
799,2865,2427,0,312
800,3359,2673,4,364
801,3359,2673,4,216
802,3359,2673,4,124
803,3359,2673,8,40
804,3359,2673,4,248
805,3359,2673,8,148
806,3359,2673,8,56
807,3359,2673,36,4
808,3359,2673,28,4
809,3359,2673,60,8
810,3359,2673,64,4
811,3359,2673,48,4
812,3359,2673,4,20
813,3359,2673,4,12
814,3359,2673,8,16
815,3359,2673,28,24
816,3297,2233,24,72
817,3297,2233,4,88
818,3297,2233,4,204
819,3297,2233,4,132
820,3297,2233,40,52
821,3297,2233,4,12
822,3297,2233,4,24
823,3297,2233,12,68
824,3297,2233,12,40
825,3297,2233,44,8
826,3297,2233,64,8
827,3297,2233,144,4
828,3297,2233,88,4
829,3297,2233,32,8
830,3297,2233,48,4
831,3297,2233,212,4
832,3170,2520,84,104
833,3170,2520,144,8
834,3170,2520,184,4
835,3170,2520,488,8
836,3170,2520,104,20
837,3170,2520,488,4
838,3170,2520,556,4
839,3170,2520,516,4
840,3170,2520,672,4
841,3170,2520,344,4
842,3170,2520,292,4
843,3170,2520,132,8
844,3170,2520,168,8
845,3170,2520,4,12
846,3170,2520,20,44
847,3170,2520,8,112
848,3069,2523,172,56
849,3069,2523,72,8
850,3069,2523,4,88
851,3069,2523,4,8
852,3069,2523,132,12
853,3069,2523,48,32
854,3069,2523,12,72
855,3069,2523,4,76
856,3069,2523,12,36
857,3069,2523,4,68
858,3069,2523,4,60
859,3069,2523,4,12
860,3069,2523,136,4
861,3069,2523,76,12
862,3069,2523,12,12
863,3069,2523,4,372
864,3163,2699,88,48
865,3163,2699,24,8
866,3163,2699,4,164
867,3163,2699,8,52
868,3163,2699,96,12
869,3163,2699,144,8
870,3163,2699,8,168
871,3163,2699,4,140
872,3163,2699,48,12
873,3163,2699,8,20
874,3163,2699,24,36
875,3163,2699,4,72
876,3163,2699,4,44
877,3163,2699,4,196
878,3163,2699,4,160
879,3163,2699,4,140
880,2996,2717,16,12
881,2996,2717,68,4
882,2996,2717,124,4
883,2996,2717,64,4
884,2996,2717,472,4
885,2996,2717,388,4
886,2996,2717,104,4
887,2996,2717,108,4
888,2996,2717,84,16
889,2996,2717,32,8
890,2996,2717,136,4
891,2996,2717,84,12
892,2996,2717,4,132
893,2996,2717,32,12
894,2996,2717,84,4
895,2996,2717,184,4
896,3269,2758,16,28
897,3269,2758,4,192
898,3269,2758,8,40
899,3269,2758,16,8
900,3269,2758,24,4
901,3269,2758,112,4
902,3269,2758,148,4
903,3269,2758,100,4
904,3269,2758,8,28
905,3269,2758,20,4
906,3269,2758,4,20
907,3269,2758,4,176
908,3269,2758,4,188
909,3269,2758,4,68
910,3269,2758,4,128
911,3269,2758,4,292
912,3389,2472,4,240
913,3389,2472,0,732
914,3389,2472,4,932
915,3389,2472,4,968
916,3389,2472,4,436
917,3389,2472,0,908
918,3389,2472,0,1008
919,3389,2472,4,1024
920,3389,2472,4,712
921,3389,2472,4,388
922,3389,2472,4,652
923,3389,2472,12,68
924,3389,2472,4,364
925,3389,2472,4,392
926,3389,2472,4,232
927,3389,2472,8,132
928,3478,2361,4,408
929,3478,2361,8,228
930,3478,2361,4,192
931,3478,2361,32,12
932,3478,2361,16,224
933,3478,2361,88,48
934,3478,2361,384,4
935,3478,2361,340,4
936,3478,2361,8,8
937,3478,2361,112,8
938,3478,2361,64,28
939,3478,2361,12,56
940,3478,2361,28,52
941,3478,2361,8,84
942,3478,2361,20,120
943,3478,2361,4,340
944,3199,2615,48,24
945,3199,2615,56,104
946,3199,2615,12,108
947,3199,2615,4,148
948,3199,2615,56,40
949,3199,2615,48,4
950,3199,2615,224,4
951,3199,2615,96,4
952,3199,2615,700,8
953,3199,2615,420,4
954,3199,2615,412,4
955,3199,2615,156,100
956,3199,2615,64,60
957,3199,2615,52,164
958,3199,2615,20,68
959,3199,2615,4,276
960,2782,2437,32,20
961,2782,2437,216,44
962,2782,2437,32,96
963,2782,2437,4,328
964,2782,2437,12,80
965,2782,2437,4,208
966,2782,2437,4,184
967,2782,2437,4,300
968,2782,2437,40,40
969,2782,2437,28,8
970,2782,2437,8,24
971,2782,2437,8,116
972,2782,2437,20,4
973,2782,2437,72,8
974,2782,2437,36,20
975,2782,2437,8,52
976,3327,2608,8,68
977,3327,2608,4,88
978,3327,2608,4,176
979,3327,2608,8,36
980,3327,2608,56,84
981,3327,2608,136,4
982,3327,2608,132,4
983,3327,2608,200,4
984,3327,2608,24,252
985,3327,2608,132,60
986,3327,2608,108,12
987,3327,2608,124,8
988,3327,2608,244,32
989,3327,2608,640,4
990,3327,2608,1064,4
991,3327,2608,1508,4
992,3358,2499,548,20
993,3358,2499,468,8
994,3358,2499,308,12
995,3358,2499,220,12
996,3358,2499,36,16
997,3358,2499,216,8
998,3358,2499,484,4
999,3358,2499,40,4
1000,3358,2499,256,16
1001,3358,2499,20,20
1002,3358,2499,44,12
1003,3358,2499,28,32
1004,3358,2499,8,124
1005,3358,2499,8,40
1006,3358,2499,64,8
1007,3358,2499,40,168
1008,3344,2283,508,28
1009,3344,2283,296,8
1010,3344,2283,4,8
1011,3344,2283,4,12
1012,3344,2283,24,16
1013,3344,2283,8,32
1014,3344,2283,4,288
1015,3344,2283,4,588
1016,3344,2283,12,340
1017,3344,2283,12,128
1018,3344,2283,4,296
1019,3344,2283,4,180
1020,3344,2283,12,24
1021,3344,2283,40,16
1022,3344,2283,4,28
1023,3344,2283,4,208
1024,3048,2609,8,100
1025,3048,2609,24,20
1026,3048,2609,12,16
1027,3048,2609,8,124
1028,3048,2609,12,8
1029,3048,2609,36,12
1030,3048,2609,24,32
1031,3048,2609,76,248
1032,3048,2609,8,448
1033,3048,2609,4,456
1034,3048,2609,4,748
1035,3048,2609,4,524
1036,3048,2609,248,112
1037,3048,2609,44,12
1038,3048,2609,12,20
1039,3048,2609,8,220
1040,3305,2585,4,348
1041,3305,2585,8,288
1042,3305,2585,8,200
1043,3305,2585,4,408
1044,3305,2585,144,344
1045,3305,2585,124,92
1046,3305,2585,12,68
1047,3305,2585,4,204
1048,3305,2585,28,40
1049,3305,2585,8,60
1050,3305,2585,4,148
1051,3305,2585,8,64
1052,3305,2585,112,12
1053,3305,2585,136,36
1054,3305,2585,4,72
1055,3305,2585,4,36
1056,3370,2334,24,24
1057,3370,2334,8,28
1058,3370,2334,4,24
1059,3370,2334,4,340
1060,3370,2334,4,156
1061,3370,2334,4,256
1062,3370,2334,4,180
1063,3370,2334,4,72
1064,3370,2334,232,44
1065,3370,2334,92,12
1066,3370,2334,44,8
1067,3370,2334,8,8
1068,3370,2334,44,8
1069,3370,2334,28,8
1070,3370,2334,24,4
1071,3370,2334,4,4
1072,3236,2514,4,4
1073,3236,2514,4,8
1074,3236,2514,8,12
1075,3236,2514,8,8
1076,3236,2514,4,212
1077,3236,2514,4,292
1078,3236,2514,4,60
1079,3236,2514,4,132
1080,3236,2514,8,56
1081,3236,2514,8,28
1082,3236,2514,100,36
1083,3236,2514,196,8
1084,3236,2514,8,136
1085,3236,2514,8,28
1086,3236,2514,288,12
1087,3236,2514,552,4
1088,3437,2661,64,112
1089,3437,2661,376,4
1090,3437,2661,264,8
1091,3437,2661,180,8
1092,3437,2661,4,84
1093,3437,2661,16,12
1094,3437,2661,104,8
1095,3437,2661,20,8
1096,3437,2661,116,12
1097,3437,2661,16,24
1098,3437,2661,48,8
1099,3437,2661,48,8
1100,3437,2661,692,4
1101,3437,2661,684,4
1102,3437,2661,484,4
1103,3437,2661,296,4
1104,3233,2738,116,8
1105,3233,2738,4,8
1106,3233,2738,4,44
1107,3233,2738,0,556
1108,3233,2738,12,164
1109,3233,2738,4,332
1110,3233,2738,4,152
1111,3233,2738,4,368
1112,3233,2738,672,256
1113,3233,2738,308,16
1114,3233,2738,56,8
1115,3233,2738,4,32
1116,3233,2738,4,100
1117,3233,2738,4,56
1118,3233,2738,4,132
1119,3233,2738,0,712
1120,3027,2536,4,248
1121,3027,2536,8,136
1122,3027,2536,24,60
1123,3027,2536,152,4
1124,3027,2536,60,36
1125,3027,2536,176,12
1126,3027,2536,152,8
1127,3027,2536,28,72
1128,3027,2536,20,88
1129,3027,2536,20,36
1130,3027,2536,76,24
1131,3027,2536,8,28
1132,3027,2536,156,40
1133,3027,2536,4,212
1134,3027,2536,24,100
1135,3027,2536,8,160
1136,2995,2528,12,68
1137,2995,2528,8,108
1138,2995,2528,8,16
1139,2995,2528,4,12
1140,2995,2528,196,12
1141,2995,2528,124,20
1142,2995,2528,52,40
1143,2995,2528,4,212
1144,2995,2528,12,68
1145,2995,2528,4,244
