,demand
359,62700
360,62732
361,62528
362,61936
363,61364
364,60968
365,60116
366,59564
367,58644
368,57720
369,56708
370,55772
371,54900
372,54204
373,53820
374,53476
375,52948
376,52944
377,52480
378,51776
379,51344
380,50328
381,49592
382,48928
383,48212
384,47020
385,46404
386,46060
387,45524
388,44648
389,44108
390,43900
391,43704
392,43804
393,43676
394,43376
395,43020
396,42732
397,42572
398,42264
399,42156
400,42540
401,42548
402,42204
403,42236
404,42304
405,42108
406,41792
407,41316
408,40864
409,40716
410,40904
411,41348
412,41860
413,42188
414,42212
415,43008
416,43620
417,44004
418,44788
419,45588
420,46604
421,47456
422,48252
423,49004
424,49644
425,50212
426,51024
427,51452
428,52116
429,53032
430,53452
431,53592
432,53868
433,53776
434,53736
435,53428
436,53096
437,52512
438,52272
439,51900
440,51780
441,51360
442,51000
443,51164
444,51392
445,51232
446,51196
447,51336
448,51852
449,52296
450,53328
451,54584
452,55828
453,56448
454,56884
455,57512
456,57620
457,57680
458,57592
459,57364
460,56856
461,56388
462,55944
463,55528
464,54688
465,54016
466,53412
467,53028
468,52612
469,52272
470,52144
471,52004
472,52532
473,52148
474,51364
475,50496
476,49544
477,48912
478,48324
479,47808
480,46948
481,46352
482,46228
483,45984
484,45520
485,45164
486,44752
487,44424
488,44224
489,43928
490,43904
491,43812
492,44184
493,44224
494,44372
495,44456
496,45000
497,45316
498,45680
499,46132
500,47512
501,47864
502,48280
503,49472
504,51408
505,52396
506,53640
507,54908
508,56400
509,57136
510,58020
511,59140
512,60156
513,60424
514,60820
515,61104
516,61600
517,62056
518,62328
519,62496
520,62632
521,63040
522,63164
523,63560
524,63708
525,64228
526,64308
527,64116
528,64220
529,64244
530,64196
531,63888
532,63880
533,63464
534,62752
535,62424
536,62460
537,62100
538,62012
539,61832
540,61980
541,61844
542,61804
543,61692
544,62328
545,62692
546,63312
547,64472
548,65792
549,66704
550,67036
551,67300
552,67312
553,67348
554,67092
555,66696
556,66316
557,65980
558,65548
559,64736
560,63572
561,62260
562,61332
563,60688
564,60092
565,59540
566,59144
567,58448
568,58220
569,57656
570,56576
571,55744
572,54480
573,53636
574,52956
575,52580
576,51552
577,51076
578,50940
579,50628
580,50312
581,49748
582,49656
583,49476
584,49232
585,49036
586,49020
587,49012
588,49164
589,49328
590,49404
591,49652
592,50208
593,50380
594,50836
595,51424
596,52696
597,53420
598,54424
599,55800
600,58596
601,60668
602,62336
603,64032
604,66188
605,67188
606,68236
607,68956
608,69820
609,70228
610,70224
611,70108
612,70068
613,70272
614,70512
615,70668
616,70172
617,70536
618,70708
619,70780
620,70836
621,70944
622,71148
623,70988
624,70552
625,70392
626,70476
627,70396
628,70760
629,70852
630,70748
631,70312
632,70332
633,70312
634,70416
635,70124
636,69784
637,69420
638,69328
639,69148
640,69428
641,69756
642,70136
643,71000
644,71892
645,72560
646,72676
647,72956
648,72532
649,72272
650,72024
651,71932
652,71372
653,70868
654,70408
655,69932
656,68364
657,67128
658,66272
659,65420
660,64596
661,63932
662,62968
663,62280
664,61548
665,60900
666,60120
667,58892
668,57788
669,57148
670,56260
671,55564
672,54988
673,54324
674,53836
675,53804
676,53404
677,53004
678,52712
679,52380
680,52008
681,51616
682,51496
683,51564
684,51448
685,51648
686,51848
687,51944
688,52324
689,52640
690,53100
691,53672
692,54848
693,55344
694,56468
695,57880
696,60596
697,63128
698,64836
699,66516
700,68464
701,69780
702,70872
703,71908
704,72996
705,73472
706,73468
707,73400
708,72916
709,73244
710,73524
711,73644
712,73956
713,74140
714,74256
715,74284
716,74148
717,74268
718,74560
719,74584
720,74024
721,74104
722,74096
723,73928
724,73940
725,73728
726,73144
727,72428
728,72580
729,72220
730,71896
731,71580
732,71604
733,71448
734,70952
735,70820
736,70720
737,70684
738,71228
739,71700
740,72340
741,72592
742,72580
743,72628
744,72300
745,71908
746,71588
747,71264
748,70728
749,69960
750,69280
751,68616
752,67264
753,66176
754,64960
755,64068
756,63196
757,62188
758,61256
759,60448
760,60176
761,59236
762,57748
763,56664
764,55416
765,54492
766,53484
767,52480
768,51068
769,50280
770,49392
771,49004
772,48404
773,47924
774,47964
775,47732
776,47556
777,47520
778,47648
779,47628
780,47564
781,47644
782,47844
783,48240
784,48964
785,49408
786,49516
787,49984
788,51600
789,52336
790,53348
791,55144
792,58464
793,60772
794,62720
795,64152
796,66140
797,67536
798,68424
799,69408
800,70204
801,70544
802,70664
803,70772
804,70592
805,71008
806,71472
807,71732
808,71832
809,72244
810,72588
811,72956
812,73284
813,73376
814,73396
815,73384
816,73024
817,72968
818,72964
819,73020
820,73168
821,73124
822,72720
823,72004
824,71656
825,71516
826,71456
827,71260
828,71068
829,71020
830,71028
831,70800
832,70992
833,70948
834,71188
835,72036
836,73124
837,73492
838,73776
839,73948
840,73556
841,73248
842,72976
843,72868
844,72364
845,71512
846,70652
847,70132
848,68764
849,67660
850,67020
851,66036
852,65104
853,64060
854,62672
855,61760
856,61296
857,60152
858,58956
859,57656
860,56476
861,55292
862,54532
863,54240
864,52824
865,51716
866,51436
867,50556
868,50144
869,49688
870,49664
871,49764
872,49548
873,49292
874,49296
875,49220
876,49380
877,49444
878,49820
879,50068
880,50456
881,50928
882,51504
883,51896
884,53168
885,54128
886,54768
887,56384
888,59020
889,61308
890,63132
891,64688
892,66492
893,67692
894,68872
895,69748
896,70692
897,70904
898,70876
899,70908
900,70784
901,71008
902,71292
903,71468
904,71484
905,71552
906,71472
907,71176
908,71420
909,71712
910,71968
911,72368
912,71992
913,71752
914,71596
915,71652
916,70724
917,70412
918,69972
919,69408
920,69004
921,68700
922,68484
923,68188
924,68224
925,67980
926,68016
927,68372
928,68724
929,68700
930,69356
931,69992
932,71092
933,71624
934,71728
935,71808
936,71340
937,70752
938,70360
939,70092
940,69416
941,68636
942,67848
943,67068
944,65844
945,64620
946,63516
947,62692
948,61764
949,60964
950,59892
951,58996
952,58468
953,57812
954,57224
955,56248
956,55236
957,54208
958,53352
959,52484
960,51284
961,50228
962,49620
963,49112
964,48552
965,47976
966,47644
967,47612
968,47504
969,47296
970,47036
971,47176
972,47460
973,47260
974,47352
975,47556
976,48000
977,47820
978,47816
979,47664
980,47468
981,47120
982,47080
983,47032
984,47324
985,47428
986,47972
987,48664
988,49628
989,50216
990,50924
991,51876
992,52880
993,53644
994,54344
995,55144
996,56172
997,56936
998,57616
999,58036
1000,58404
1001,58800
1002,59232
1003,59628
1004,59704
1005,60064
1006,60788
1007,60728
1008,60576
1009,60216
1010,59996
1011,59788
1012,59636
1013,59524
1014,59320
1015,58764
1016,58248
1017,57848
1018,57412
1019,57292
1020,57568
1021,57488
1022,57728
1023,57496
1024,58152
1025,58460
1026,59404
1027,60480
1028,62144
1029,62760
1030,63400
1031,63580
1032,63696
1033,63732
1034,63220
1035,63072
1036,62500
1037,61900
1038,61368
1039,60900
1040,59924
1041,58928
1042,58028
1043,57324
1044,56808
1045,56180
1046,55764
1047,55304
1048,55596
1049,55032
1050,54276
1051,53728
1052,52796
1053,52184
1054,51396
1055,50780
1056,50228
1057,49512
1058,49360
1059,48772
1060,48240
1061,47804
1062,47428
1063,47044
1064,46968
1065,46688
1066,46424
1067,46260
1068,46128
1069,45952
1070,45856
1071,45756
1072,45992
1073,46136
1074,46172
1075,46116
1076,46188
1077,46036
1078,45972
1079,45648
1080,45576
1081,45540
1082,45736
1083,46156
1084,46748
1085,47080
1086,47420
1087,48188
1088,49140
1089,50036
1090,51072
1091,51832
1092,52644
1093,53480
1094,54160
1095,54840
1096,55792
1097,56128
1098,56632
1099,57224
1100,57668
1101,58100
1102,58832
1103,58912
1104,58916
1105,58400
1106,58344
1107,57704
1108,57448
1109,56924
1110,56776
1111,56064
1112,55892
1113,55740
1114,55604
1115,55424
1116,55496
1117,55860
1118,55964
1119,56180
1120,56652
1121,56652
1122,57444
1123,58488
1124,59912
1125,60996
1126,61732
1127,61972
1128,62224
1129,62104
1130,62244
1131,61652
1132,61096
1133,60708
1134,60088
1135,59552
1136,58820
1137,57944
1138,57144
1139,56684
1140,56452
1141,56176
1142,55920
1143,55848
1144,56336
1145,55904
1146,55448
1147,54312
1148,53140
1149,52716
1150,51592
1151,50732
1152,50528
1153,49696
1154,49116
1155,48240
1156,47624
1157,47084
1158,46928
1159,46736
1160,46708
1161,46608
1162,46176
1163,45936
1164,46096
1165,46316
1166,45960
1167,46088
1168,47076
1169,47348
1170,48036
1171,48808
1172,50636
1173,51620
1174,53008
1175,54876
1176,58088
1177,60552
1178,62860
1179,64500
1180,66872
1181,68340
1182,69484
1183,70452
1184,71436
1185,71704
1186,71688
1187,71724
1188,71580
1189,71672
1190,71840
1191,72220
1192,72140
1193,72208
1194,72208
1195,72428
1196,72848
1197,73056
1198,73244
1199,73316
1200,72880
1201,72736
1202,72616
1203,72540
1204,72336
1205,72328
1206,71760
1207,71420
1208,70900
1209,70820
1210,70472
1211,70096
1212,69800
1213,69428
1214,69344
1215,69084
1216,69444
1217,69592
1218,70296
1219,71092
1220,72444
1221,73216
1222,73688
1223,73908
1224,73680
1225,73476
1226,73524
1227,73556
1228,72844
1229,72288
1230,71472
1231,70752
1232,69376
1233,68116
1234,66992
1235,66076
1236,65544
1237,64828
1238,63912
1239,62948
1240,62684
1241,61580
1242,60572
1243,59504
1244,58472
1245,57476
1246,56548
1247,56024
1248,55264
1249,55032
1250,55016
1251,54180
1252,53768
1253,53240
1254,53236
1255,52864
1256,52676
1257,52464
1258,52632
1259,52744
1260,53264
1261,53156
1262,53352
1263,53792
1264,54460
1265,54684
1266,55196
1267,55940
1268,57264
1269,58040
1270,59036
1271,60676
1272,63788
1273,65744
1274,67340
1275,68984
1276,71176
1277,72548
1278,73620
1279,74148
1280,74536
1281,74604
1282,74468
1283,74372
1284,74156
1285,74316
1286,74500
1287,74528
1288,74424
1289,74484
1290,74816
1291,74848
1292,74772
1293,74840
1294,74776
1295,74892
1296,74384
1297,74276
1298,74400
1299,74248
1300,74664
1301,74508
1302,74092
1303,73284
1304,72996
1305,72676
1306,72444
1307,72040
1308,72484
1309,72168
1310,71808
1311,71456
1312,71524
1313,71672
1314,72328
1315,73272
1316,74252
1317,74844
1318,75176
1319,75668
1320,75660
1321,75228
1322,74800
1323,74812
1324,74200
1325,73712
1326,72840
1327,72216
1328,70860
1329,69720
1330,68940
1331,68100
1332,67304
1333,66256
1334,65068
1335,64192
1336,63672
1337,62524
1338,61324
1339,60540
1340,59508
1341,58636
1342,57544
1343,57048
1344,56124
1345,55432
1346,54840
1347,54084
1348,52972
1349,52608
1350,52440
1351,52372
1352,52192
1353,52032
1354,51980
1355,52168
1356,52040
1357,52236
1358,52344
1359,52600
1360,53248
1361,53784
1362,54436
1363,55032
1364,56236
1365,56976
1366,57460
1367,59156
1368,62148
1369,64292
1370,66164
1371,67964
1372,70248
1373,71388
1374,72132
1375,72844
1376,73732
1377,73876
1378,73608
1379,73376
1380,72788
1381,73036
1382,73060
1383,73128
1384,72948
1385,73040
1386,73688
1387,73844
1388,73644
1389,73564
1390,73536
1391,73536
1392,72628
1393,72296
1394,71832
1395,71532
1396,71952
1397,71676
1398,71124
1399,70344
1400,70104
1401,70168
1402,69872
1403,69816
1404,70432
1405,70524
1406,70492
1407,70492
1408,70704
1409,70652
1410,70892
1411,71968
1412,73468
1413,74184
1414,74908
1415,75108
1416,74472
1417,73940
1418,73748
1419,73568
1420,73376
1421,72680
1422,71932
1423,71368
1424,69528
1425,68312
1426,67144
1427,66524
1428,65896
1429,65384
1430,64524
1431,63424
1432,63052
1433,62048
1434,60760
1435,59756
1436,58704
1437,57536
1438,56444
1439,55392
1440,54384
1441,53728
1442,53016
1443,52256
1444,51540
1445,50940
1446,50580
1447,50420
1448,50736
1449,50152
1450,49996
1451,50048
1452,49928
1453,50076
1454,50176
1455,50360
1456,51140
1457,51672
1458,52156
1459,52848
1460,54180
1461,54712
1462,55840
1463,57080
1464,59704
1465,62012
1466,64028
1467,65632
1468,68372
1469,69664
1470,70700
1471,71424
1472,71900
1473,72024
1474,72004
1475,71756
1476,71116
1477,71232
1478,71280
1479,71188
1480,70768
1481,70792
1482,71060
1483,71092
1484,70988
1485,70752
1486,70748
1487,70700
1488,70028
1489,69860
1490,69836
1491,69860
1492,70068
1493,69828
1494,69012
1495,68460
1496,68260
1497,67960
1498,67752
1499,67764
1500,67820
1501,67344
1502,67348
1503,67228
1504,67556
1505,67552
1506,68372
1507,69260
1508,70876
1509,72284
1510,73260
1511,73368
1512,73272
1513,73072
1514,73480
1515,73372
1516,72576
1517,71948
1518,71312
1519,70676
1520,69284
1521,68096
1522,67008
1523,66152
1524,65156
1525,64208
1526,63204
1527,62340
1528,61840
1529,60768
1530,59816
1531,58964
1532,58008
1533,56896
1534,56256
1535,55728
1536,54712
1537,54520
1538,54168
1539,53564
1540,53308
1541,52912
1542,52316
1543,51788
1544,51388
1545,51052
1546,51388
1547,51460
1548,51400
1549,51216
1550,51640
1551,51696
1552,52412
1553,52740
1554,53212
1555,53816
1556,54964
1557,55568
1558,56796
1559,57916
1560,60868
1561,62952
1562,64724
1563,66444
1564,68780
1565,70028
1566,71104
1567,71876
1568,72752
1569,72724
1570,72644
1571,72496
1572,72084
1573,72072
1574,72472
1575,72580
1576,72428
1577,72032
1578,72188
1579,71556
1580,71888
1581,71856
1582,71204
1583,71736
1584,71348
1585,71136
1586,70576
1587,70220
1588,70260
1589,69776
1590,69332
1591,68836
1592,68748
1593,68500
1594,68324
1595,68048
1596,68152
1597,67784
1598,67676
1599,67540
1600,68184
1601,68184
1602,68560
1603,69100
1604,70048
1605,70912
1606,71312
1607,71156
1608,70712
1609,70748
1610,70548
1611,70240
1612,69692
1613,68984
1614,68508
1615,67916
1616,66188
1617,65364
1618,64200
1619,63824
1620,63484
1621,63144
1622,62344
1623,61184
1624,60636
1625,59656
1626,58844
1627,58024
1628,57096
1629,56072
1630,55448
1631,54676
1632,53372
1633,52780
1634,52436
1635,52024
1636,51328
1637,50720
1638,50532
1639,50040
1640,49564
1641,49476
1642,49260
1643,49244
1644,49320
1645,49528
1646,49544
1647,49336
1648,49236
1649,48740
1650,48628
1651,48552
1652,49060
1653,48972
1654,48908
1655,48800
1656,49260
1657,49444
1658,49576
1659,50008
1660,51744
1661,52472
1662,53328
1663,54420
1664,55868
1665,56228
1666,57064
1667,57776
1668,58584
1669,59428
1670,59928
1671,60304
1672,60512
1673,60620
1674,60936
1675,61496
1676,61708
1677,62008
1678,62344
1679,62664
1680,62364
1681,61968
1682,61796
1683,61212
1684,60964
1685,60556
1686,60268
1687,59420
1688,59336
1689,58924
1690,58400
1691,58032
1692,57872
1693,57672
1694,57764
1695,57396
1696,57560
1697,57660
1698,58312
1699,58992
1700,60208
1701,61332
1702,62064
1703,62292
1704,62384
1705,61884
1706,61796
1707,61408
1708,60912
1709,60192
1710,59640
1711,59148
1712,58156
1713,56772
1714,55812
1715,55200
1716,54360
1717,54272
1718,53856
1719,53612
1720,54064
1721,53728
1722,52764
1723,52124
1724,51272
1725,50520
1726,50072
1727,49328
1728,48360
1729,47748
1730,47132
1731,46796
1732,46292
1733,45896
1734,45492
1735,45260
1736,44972
1737,44552
1738,44524
1739,44280
1740,43944
1741,44024
1742,44088
1743,43804
1744,44268
1745,44208
1746,44176
1747,44160
1748,44196
1749,43768
1750,43580
1751,43604
1752,43196
1753,43440
1754,43792
1755,43764
1756,44672
1757,45076
1758,45372
1759,46176
1760,47112
1761,47712
1762,48564
1763,49428
1764,50532
1765,51180
1766,51916
1767,52536
1768,53216
1769,53800
1770,54028
1771,54768
1772,55252
1773,56012
1774,56624
1775,56608
1776,56688
1777,56460
1778,56264
1779,55744
1780,55220
1781,54840
1782,54696
1783,54088
1784,53312
1785,53108
1786,52644
1787,52220
1788,52584
1789,52244
1790,52044
1791,51876
1792,52244
1793,52648
1794,53408
1795,54056
1796,55684
1797,56848
1798,57660
1799,58324
1800,58764
1801,58780
1802,58488
1803,58228
1804,58000
1805,57656
1806,57216
1807,56576
1808,55904
1809,55060
1810,54380
1811,53680
1812,53452
1813,53136
1814,52888
1815,53044
1816,53736
1817,53140
1818,52464
1819,51844
1820,50836
1821,50228
1822,49280
1823,48892
1824,47884
1825,47492
1826,47392
1827,46892
1828,46656
1829,46100
1830,46288
1831,45840
1832,45584
1833,45340
1834,45448
1835,45528
1836,45596
1837,45764
1838,46340
1839,46640
1840,47172
1841,47676
1842,48356
1843,49064
1844,50556
1845,51236
1846,52436
1847,54184
1848,57352
1849,59872
1850,62380
1851,64160
1852,66216
1853,67616
1854,68628
1855,69352
1856,70200
1857,70648
1858,70984
1859,70832
1860,70644
1861,70636
1862,70892
1863,71084
1864,71048
1865,71068
1866,71276
1867,71468
1868,71600
1869,71692
1870,71600
1871,71600
1872,71348
1873,71308
1874,71488
1875,71548
1876,71760
1877,71564
1878,71168
1879,70388
1880,70112
1881,70240
1882,70020
1883,69792
1884,69848
1885,69584
1886,69628
1887,69404
1888,69168
1889,69212
1890,69784
1891,70508
1892,71412
1893,72784
1894,73672
1895,73952
1896,73636
1897,73668
1898,73584
1899,73232
1900,72800
1901,72228
1902,71472
1903,70460
1904,69308
1905,68272
1906,67128
1907,66496
1908,65620
1909,65232
1910,64004
1911,63268
1912,63112
1913,62460
1914,61200
1915,60148
1916,59204
1917,58328
1918,57788
1919,57448
1920,56220
1921,55460
1922,54932
1923,54668
1924,53808
1925,53552
1926,53800
1927,53624
1928,53080
1929,52916
1930,52876
1931,53052
1932,53104
1933,52936
1934,53016
1935,53224
1936,53984
1937,54400
1938,55116
1939,55536
1940,56716
1941,57316
1942,58292
1943,59584
1944,62560
1945,64212
1946,66340
1947,68276
1948,70416
1949,71596
1950,72400
1951,73068
1952,73772
1953,73940
1954,73980
1955,74048
1956,73540
1957,73584
1958,73416
1959,73528
1960,73116
1961,73124
1962,73076
1963,73232
1964,73040
1965,73224
1966,73228
1967,73076
1968,72320
1969,72216
1970,72008
1971,71780
1972,71928
1973,71480
1974,71068
1975,70484
1976,70500
1977,70264
1978,70328
1979,70088
1980,70228
1981,69940
1982,69984
1983,69836
1984,69692
1985,69636
1986,70116
1987,70968
1988,72320
1989,73608
1990,74572
1991,74976
1992,74712
1993,74532
1994,74468
1995,74308
1996,73544
1997,73108
1998,72176
1999,71548
2000,70152
2001,69332
2002,68248
2003,67576
2004,66560
2005,65976
2006,64980
2007,64020
2008,63728
2009,63040
2010,62068
2011,61276
2012,60056
2013,59340
2014,58652
2015,57976
2016,57224
2017,56724
2018,56308
2019,55760
2020,55184
2021,54712
2022,54768
2023,54500
2024,53716
2025,53500
2026,53436
2027,53528
2028,53512
2029,53372
2030,53416
2031,53572
2032,54148
2033,54640
2034,55044
2035,55452
2036,56892
2037,57284
2038,57880
2039,59196
2040,62836
2041,64840
2042,66360
2043,67772
2044,69660
2045,70904
2046,71820
2047,72644
2048,73024
2049,73572
2050,73772
2051,73972
2052,73568
2053,73820
2054,74000
2055,73956
2056,73920
2057,73808
2058,73788
2059,73972
2060,74112
2061,74224
2062,74060
2063,73792
2064,73728
2065,73748
2066,74016
2067,73508
2068,73516
2069,73600
2070,72908
2071,72172
2072,72560
2073,72300
2074,72176
2075,71992
2076,71940
2077,71656
2078,71476
2079,70852
2080,70796
2081,70736
2082,71064
2083,71332
2084,72312
2085,72984
2086,73664
2087,73892
2088,73368
2089,73096
2090,72888
2091,72536
2092,72060
2093,71408
2094,70644
2095,70028
2096,68800
2097,67836
2098,66720
2099,65700
2100,64920
2101,64236
2102,63284
2103,62316
2104,62220
2105,61372
2106,60284
2107,59400
2108,58384
2109,57308
2110,56512
2111,55792
2112,55116
2113,54392
2114,54072
2115,53472
2116,52764
2117,52488
2118,52388
2119,51904
2120,51452
2121,51364
2122,51256
2123,51400
2124,51784
2125,51736
2126,51844
2127,52140
2128,52524
2129,52804
2130,53280
2131,53948
2132,55116
2133,55888
2134,57012
2135,58696
2136,62288
2137,64184
2138,65640
2139,67576
2140,69276
2141,70252
2142,71044
2143,71860
2144,72344
2145,72852
2146,72892
2147,73068
2148,72608
2149,72924
2150,73536
2151,73452
2152,73824
2153,73644
2154,73948
2155,74076
2156,73976
2157,73940
2158,74300
2159,74172
2160,73784
2161,73444
2162,73428
2163,73532
2164,73612
2165,73184
2166,72728
2167,72152
2168,72148
2169,71772
2170,71488
2171,71200
2172,71384
2173,71040
2174,70912
2175,70608
2176,70712
2177,70656
2178,71196
2179,71816
2180,72724
2181,73640
2182,74564
2183,74832
2184,74440
2185,74220
2186,73944
2187,73892
2188,73392
2189,72676
2190,71692
2191,71112
2192,69844
2193,68596
2194,67544
2195,66904
2196,66012
2197,64916
2198,64204
2199,63480
2200,63100
2201,61976
2202,60936
2203,60356
2204,59452
2205,58604
2206,57896
2207,57196
2208,55996
2209,55548
2210,54928
2211,54652
2212,53932
2213,53784
2214,53388
2215,53108
2216,52696
2217,52700
2218,52472
2219,52608
2220,52696
2221,52728
2222,53016
2223,52968
2224,53396
2225,53792
2226,54232
2227,54916
2228,55944
2229,56588
2230,57560
2231,58888
2232,62048
2233,64212
2234,65908
2235,67328
2236,69172
2237,70444
2238,71224
2239,71800
2240,72492
2241,73108
2242,73220
2243,73404
2244,73176
2245,73320
2246,73392
2247,73488
2248,73544
2249,73564
2250,73340
2251,73656
2252,73648
2253,73708
2254,73584
2255,73328
2256,73232
2257,72760
2258,72480
2259,72128
2260,71904
2261,71656
2262,71224
2263,70340
2264,70364
2265,70092
2266,69748
2267,69428
2268,69396
2269,69148
2270,68824
2271,68396
2272,68636
2273,68540
2274,68832
2275,69464
2276,70452
2277,71448
2278,72096
2279,72416
2280,72060
2281,71716
2282,71588
2283,71300
2284,70716
2285,69852
2286,69096
2287,68228
2288,66940
2289,65760
2290,64484
2291,63572
2292,62964
2293,62460
2294,61388
2295,60292
2296,60600
2297,60004
2298,59104
2299,58452
2300,57268
2301,56600
2302,55908
2303,55132
2304,54020
2305,53456
2306,52924
2307,52432
2308,51536
2309,51192
2310,51100
2311,50840
2312,50464
2313,50180
2314,50268
2315,50088
2316,50080
2317,50004
2318,49712
2319,49860
2320,49804
2321,49640
2322,49948
2323,49664
2324,49640
2325,49168
2326,48984
2327,49384
2328,49556
2329,49996
2330,50472
2331,51108
2332,52116
2333,52860
2334,53848
2335,54840
2336,55760
2337,56744
2338,57644
2339,58252
2340,59368
2341,60044
2342,60680
2343,61364
2344,61468
2345,61908
2346,61804
2347,62116
2348,62116
2349,62548
2350,62740
2351,62516
2352,62448
2353,62104
2354,61848
2355,61316
2356,61140
2357,60504
2358,60072
2359,59400
2360,59136
2361,58984
2362,58720
2363,58500
2364,58204
2365,58428
2366,58272
2367,58212
2368,58504
2369,58652
2370,59092
2371,59572
2372,60856
2373,61912
2374,63008
2375,63448
2376,63556
2377,63136
2378,62792
2379,62068
2380,61388
2381,60872
2382,60300
2383,59544
2384,58464
2385,57492
2386,56784
2387,56088
2388,55412
2389,55068
2390,54768
2391,54348
2392,55000
2393,54336
2394,53456
2395,52692
2396,51976
2397,51548
2398,50680
2399,50260
2400,48968
2401,48392
2402,47644
2403,46936
2404,46372
2405,45788
2406,45652
2407,45328
2408,45188
2409,44640
2410,44420
2411,44404
2412,44504
2413,44276
2414,44388
2415,44252
2416,44220
2417,44176
2418,44196
2419,44140
2420,44096
2421,44080
2422,43924
2423,43532
2424,43184
2425,43256
2426,43440
2427,43724
2428,44788
2429,45264
2430,45708
2431,46416
2432,47176
2433,47884
2434,48712
2435,49584
2436,50728
2437,51660
2438,52292
2439,52836
2440,53580
2441,53932
2442,54444
2443,55072
2444,55608
2445,55824
2446,56536
2447,56336
2448,56300
2449,56052
2450,55604
2451,55368
2452,54828
2453,53944
2454,53676
2455,53168
2456,52636
2457,52116
2458,52136
2459,51772
2460,51644
2461,51352
2462,51496
2463,51736
2464,51856
2465,51948
2466,52468
2467,53476
2468,55144
2469,56520
2470,57720
2471,58484
2472,58916
2473,58856
2474,58668
2475,58504
2476,58220
2477,57468
2478,57476
2479,57124
2480,56784
2481,55772
2482,55216
2483,54588
2484,54332
2485,54208
2486,53972
2487,54228
2488,55024
2489,54792
2490,53904
2491,53372
2492,52772
2493,52008
2494,51328
2495,50596
2496,49928
2497,49644
