tick,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
1285,0,0,2,149
1286,0,0,157,38
1287,0,0,37,54
1288,0,0,82,87
1289,0,0,37,95
1290,0,0,12,295
1291,0,0,0,506
1292,0,0,0,713
1293,0,0,0,735
1294,0,0,3,677
1295,0,0,0,724
1296,4155,4332,2,750
1297,0,0,44,565
1298,0,0,6,312
1299,0,0,19,134
1300,0,0,196,61
1301,0,0,45,7
1302,0,0,171,20
1303,0,0,150,12
1304,0,0,27,143
1305,0,0,31,142
1306,0,0,333,35
1307,0,0,306,9
1308,0,0,152,4
1309,0,0,350,2
1310,0,0,192,5
1311,0,0,135,2
1312,4155,4332,43,33
1313,0,0,3,120
1314,0,0,9,36
1315,0,0,184,11
1316,0,0,59,51
1317,0,0,44,28
1318,0,0,7,171
1319,0,0,1,193
1320,0,0,17,83
1321,0,0,41,83
1322,0,0,5,67
1323,0,0,22,44
1324,0,0,435,10
1325,0,0,232,7
1326,0,0,65,8
1327,0,0,29,25
1328,4155,4332,101,108
1329,0,0,127,100
1330,0,0,21,75
1331,0,0,2,116
1332,0,0,52,220
1333,0,0,31,221
1334,0,0,1,146
1335,0,0,6,29
1336,0,0,169,19
1337,0,0,124,60
1338,0,0,58,50
1339,0,0,7,121
1340,0,0,151,13
1341,0,0,103,21
1342,0,0,145,12
1343,0,0,57,79
1344,4155,4332,14,124
1345,0,0,16,61
1346,0,0,4,95
1347,0,0,19,17
1348,0,0,159,6
1349,0,0,52,12
1350,0,0,3,36
1351,0,0,10,30
1352,0,0,227,11
1353,0,0,66,7
1354,0,0,79,6
1355,0,0,19,8
1356,0,0,252,2
1357,0,0,138,4
1358,0,0,228,2
1359,0,0,51,11
1360,4155,4332,2,86
1361,0,0,17,15
1362,0,0,62,9
1363,0,0,214,8
1364,0,0,16,31
1365,0,0,14,25
1366,0,0,114,6
1367,0,0,109,21
1368,0,0,57,73
1369,0,0,63,26
1370,0,0,157,19
1371,0,0,150,6
1372,0,0,164,9
1373,0,0,434,14
1374,0,0,563,2
1375,0,0,685,1
1376,4155,4332,540,2
1377,0,0,485,3
1378,0,0,439,2
1379,0,0,605,2
1380,0,0,806,1
1381,0,0,880,8
1382,0,0,926,3
1383,0,0,991,2
1384,0,0,1497,1
1385,0,0,1402,4
1386,0,0,1328,2
1387,0,0,1687,3
1388,0,0,1107,19
1389,0,0,790,6
1390,0,0,894,3
1391,0,0,1180,1
1392,4155,4332,1040,4
1393,0,0,879,8
1394,0,0,824,4
1395,0,0,1087,5
1396,0,0,902,7
1397,0,0,823,16
1398,0,0,792,21
1399,0,0,259,2
1400,0,0,735,2
1401,0,0,1119,2
1402,0,0,1134,3
1403,0,0,820,4
1404,0,0,929,3
1405,0,0,560,3
1406,0,0,598,25
1407,0,0,521,12
1408,4155,4332,329,156
1409,0,0,358,2
1410,0,0,257,10
1411,0,0,232,31
1412,0,0,515,2
1413,0,0,905,2
1414,0,0,878,162
1415,0,0,83,33
1416,0,0,44,108
1417,0,0,3,91
1418,0,0,6,32
1419,0,0,7,29
1420,0,0,279,16
1421,0,0,190,12
1422,0,0,133,11
1423,0,0,40,5
1424,4155,4332,434,14
1425,0,0,327,19
1426,0,0,103,8
1427,0,0,59,13
1428,0,0,249,2
1429,0,0,160,17
1430,0,0,94,19
1431,0,0,57,42
1432,0,0,26,37
1433,0,0,49,59
1434,0,0,12,48
1435,0,0,43,22
1436,0,0,326,10
1437,0,0,302,9
1438,0,0,150,6
1439,0,0,116,7
1440,4155,4332,40,15
1441,0,0,145,6
1442,0,0,66,9
1443,0,0,23,57
1444,0,0,143,73
1445,0,0,20,53
1446,0,0,68,20
1447,0,0,16,36
1448,0,0,101,10
1449,0,0,80,5
1450,0,0,34,8
1451,0,0,11,16
1452,0,0,12,76
1453,0,0,10,30
1454,0,0,7,30
1455,0,0,4,38
1456,4155,4332,8,11
1457,0,0,3,78
1458,0,0,4,32
1459,0,0,5,29
1460,0,0,54,9
1461,0,0,7,81
1462,0,0,3,43
1463,0,0,6,83
1464,0,0,47,10
1465,0,0,13,18
1466,0,0,15,17
1467,0,0,47,11
1468,0,0,21,86
1469,0,0,1,120
1470,0,0,2,153
1471,0,0,2,108
1472,4155,4332,1,307
1473,0,0,0,290
1474,0,0,21,129
1475,0,0,9,84
1476,0,0,439,4
1477,0,0,612,1
1478,0,0,591,2
1479,0,0,636,1
1480,0,0,759,1
1481,0,0,598,1
1482,0,0,470,2
1483,0,0,560,1
1484,0,0,352,5
1485,0,0,194,5
1486,0,0,223,4
1487,0,0,85,25
1488,4155,4332,237,16
1489,0,0,494,1
1490,0,0,732,1
1491,0,0,443,1
1492,0,0,196,7
1493,0,0,15,101
1494,0,0,3,145
1495,0,0,1,80
1496,0,0,89,55
1497,0,0,11,77
1498,0,0,1,104
1499,0,0,3,54
1500,0,0,17,16
1501,0,0,45,10
1502,0,0,5,23
1503,0,0,24,94
1504,4155,4332,121,3
1505,0,0,293,4
1506,0,0,280,2
1507,0,0,269,15
1508,0,0,172,14
1509,0,0,288,3
1510,0,0,142,6
1511,0,0,16,14
1512,0,0,8,107
1513,0,0,25,22
1514,0,0,56,38
1515,0,0,11,48
1516,0,0,58,52
1517,0,0,16,70
1518,0,0,36,60
1519,0,0,6,206
1520,4155,4332,161,43
1521,0,0,188,66
1522,0,0,243,18
1523,0,0,89,14
1524,0,0,385,11
1525,0,0,330,14
1526,0,0,24,88
1527,0,0,3,116
1528,0,0,54,49
1529,0,0,2,122
1530,0,0,124,79
1531,0,0,15,112
1532,0,0,116,15
1533,0,0,124,3
1534,0,0,130,26
1535,0,0,3,128
1536,4155,4332,34,165
1537,0,0,15,94
1538,0,0,84,71
1539,0,0,12,79
1540,0,0,194,11
1541,0,0,150,10
1542,0,0,26,18
1543,0,0,12,28
1544,0,0,87,48
1545,0,0,61,58
1546,0,0,3,77
1547,0,0,49,17
1548,0,0,32,23
1549,0,0,61,74
1550,0,0,5,131
1551,0,0,55,19
1552,4155,4332,137,11
1553,0,0,51,28
1554,0,0,101,17
1555,0,0,403,9
1556,0,0,327,12
1557,0,0,54,17
1558,0,0,55,16
1559,0,0,63,70
1560,0,0,6,189
1561,0,0,6,112
1562,0,0,12,122
1563,0,0,20,76
1564,0,0,39,14
1565,0,0,52,63
1566,0,0,165,9
1567,0,0,217,11
1568,4155,4332,179,11
1569,0,0,66,13
1570,0,0,251,11
1571,0,0,257,12
1572,0,0,81,20
1573,0,0,12,60
1574,0,0,83,7
1575,0,0,160,4
1576,0,0,198,5
1577,0,0,83,7
1578,0,0,111,5
1579,0,0,94,7
1580,0,0,202,4
1581,0,0,208,7
1582,0,0,175,5
1583,0,0,82,33
1584,4155,4332,9,48
1585,0,0,145,9
1586,0,0,179,6
1587,0,0,23,10
1588,0,0,41,14
1589,0,0,9,15
1590,0,0,8,20
1591,0,0,5,54
1592,0,0,7,47
1593,0,0,69,6
1594,0,0,22,15
1595,0,0,17,45
1596,0,0,92,7
1597,0,0,22,85
1598,0,0,25,25
1599,0,0,6,101
1600,4155,4332,4,40
1601,0,0,8,43
1602,0,0,59,22
1603,0,0,82,53
1604,0,0,212,48
1605,0,0,604,3
1606,0,0,724,3
1607,0,0,633,12
1608,0,0,565,4
1609,0,0,593,3
1610,0,0,578,3
1611,0,0,466,10
1612,0,0,280,5
1613,0,0,78,26
1614,0,0,176,38
1615,0,0,41,37
1616,4155,4332,65,23
1617,0,0,124,21
1618,0,0,12,19
1619,0,0,7,135
1620,0,0,22,74
1621,0,0,93,48
1622,0,0,10,29
1623,0,0,2,100
1624,0,0,102,17
1625,0,0,153,6
1626,0,0,36,18
1627,0,0,4,68
1628,0,0,450,12
1629,0,0,439,26
1630,0,0,327,16
1631,0,0,169,21
1632,4155,4332,7,200
1633,0,0,5,95
1634,0,0,5,29
1635,0,0,7,14
1636,0,0,223,14
1637,0,0,7,21
1638,0,0,1,75
1639,0,0,7,243
1640,0,0,52,83
1641,0,0,80,15
1642,0,0,92,13
1643,0,0,35,14
1644,0,0,374,6
1645,0,0,232,4
1646,0,0,131,6
1647,0,0,10,11
1648,4155,4332,484,5
1649,0,0,505,3
1650,0,0,644,3
1651,0,0,598,3
1652,0,0,375,15
1653,0,0,419,5
1654,0,0,510,7
1655,0,0,329,6
1656,0,0,295,55
1657,0,0,722,5
1658,0,0,1039,5
1659,0,0,1360,6
1660,0,0,636,5
1661,0,0,710,3
1662,0,0,782,3
1663,0,0,607,3
1664,4155,4332,179,6
1665,0,0,490,5
1666,0,0,536,5
1667,0,0,474,5
1668,0,0,485,5
1669,0,0,673,4
1670,0,0,597,4
1671,0,0,724,4
1672,0,0,755,3
1673,0,0,892,4
1674,0,0,739,4
1675,0,0,876,3
1676,0,0,807,3
1677,0,0,578,16
1678,0,0,210,58
1679,0,0,4,174
1680,4155,4332,171,37
1681,0,0,35,73
1682,0,0,0,230
1683,0,0,0,310
1684,0,0,0,331
1685,0,0,10,135
1686,0,0,1,273
1687,0,0,0,563
1688,0,0,11,163
1689,0,0,65,42
1690,0,0,53,34
1691,0,0,56,44
1692,0,0,341,6
1693,0,0,139,6
1694,0,0,252,4
1695,0,0,129,10
1696,4155,4332,24,54
1697,0,0,40,11
1698,0,0,58,51
1699,0,0,139,17
1700,0,0,166,12
1701,0,0,854,2
1702,0,0,656,2
1703,0,0,523,7
1704,0,0,596,3
1705,0,0,215,3
1706,0,0,326,4
1707,0,0,434,2
1708,0,0,447,5
1709,0,0,230,5
1710,0,0,273,36
1711,0,0,85,14
1712,4155,4332,318,5
1713,0,0,341,2
1714,0,0,296,2
1715,0,0,508,3
1716,0,0,918,3
1717,0,0,690,3
1718,0,0,518,51
1719,0,0,83,36
1720,0,0,862,3
1721,0,0,588,3
1722,0,0,276,3
1723,0,0,285,8
1724,0,0,317,2
1725,0,0,140,7
1726,0,0,72,18
1727,0,0,171,9
1728,4155,4332,389,4
1729,0,0,579,3
1730,0,0,549,2
1731,0,0,289,2
1732,0,0,759,2
1733,0,0,730,2
1734,0,0,619,3
1735,0,0,216,10
1736,0,0,422,2
1737,0,0,283,3
1738,0,0,324,52
1739,0,0,251,69
1740,0,0,577,3
1741,0,0,181,5
1742,0,0,359,11
1743,0,0,193,5
1744,4155,4332,915,2
1745,0,0,885,2
1746,0,0,737,2
1747,0,0,597,2
1748,0,0,89,19
1749,0,0,108,23
1750,0,0,267,17
1751,0,0,161,35
1752,0,0,447,38
1753,0,0,541,5
1754,0,0,826,2
1755,0,0,510,2
1756,0,0,718,2
1757,0,0,1030,2
1758,0,0,1033,2
1759,0,0,997,2
1760,4155,4332,867,2
1761,0,0,769,2
1762,0,0,392,17
1763,0,0,178,9
1764,0,0,565,5
1765,0,0,798,3
1766,0,0,871,3
1767,0,0,870,3
1768,0,0,860,3
1769,0,0,809,3
1770,0,0,1296,3
1771,0,0,1527,3
1772,0,0,902,119
1773,0,0,724,4
1774,0,0,750,5
1775,0,0,372,15
1776,4155,4332,19,63
1777,0,0,61,80
1778,0,0,4,92
1779,0,0,22,11
1780,0,0,713,2
1781,0,0,534,135
1782,0,0,256,40
1783,0,0,122,6
1784,0,0,196,3
1785,0,0,732,2
1786,0,0,871,2
1787,0,0,666,53
1788,0,0,371,22
1789,0,0,675,3
1790,0,0,833,2
1791,0,0,260,28
1792,4155,4332,37,23
1793,0,0,10,23
1794,0,0,185,2
1795,0,0,200,13
1796,0,0,171,5
1797,0,0,818,0
1798,0,0,483,0
1799,0,0,247,2
1800,0,0,167,4
1801,0,0,194,4
1802,0,0,49,12
1803,0,0,18,67
1804,0,0,230,25
1805,0,0,178,7
1806,0,0,106,40
1807,0,0,166,22
1808,4155,4332,59,72
1809,0,0,132,35
1810,0,0,292,2
1811,0,0,16,40
1812,0,0,67,33
1813,0,0,239,1
1814,0,0,123,6
1815,0,0,9,36
1816,0,0,473,6
1817,0,0,332,5
1818,0,0,41,12
1819,0,0,53,11
1820,0,0,418,5
1821,0,0,122,15
1822,0,0,34,15
1823,0,0,11,30
1824,4155,4332,903,4
1825,0,0,1254,2
1826,0,0,967,6
1827,0,0,643,14
1828,0,0,536,2
1829,0,0,81,35
1830,0,0,243,17
1831,0,0,104,10
1832,0,0,370,3
1833,0,0,402,2
1834,0,0,129,9
1835,0,0,54,46
1836,0,0,108,15
1837,0,0,143,36
1838,0,0,163,101
1839,0,0,240,228
1840,4155,4332,61,36
1841,0,0,57,28
1842,0,0,219,16
1843,0,0,139,14
1844,0,0,316,11
1845,0,0,203,4
1846,0,0,341,10
1847,0,0,352,2
1848,0,0,127,58
1849,0,0,311,8
1850,0,0,742,2
1851,0,0,725,3
1852,0,0,246,11
1853,0,0,388,4
1854,0,0,602,4
1855,0,0,932,4
1856,4155,4332,757,4
1857,0,0,852,7
1858,0,0,830,8
1859,0,0,851,8
1860,0,0,381,9
1861,0,0,283,10
1862,0,0,587,7
1863,0,0,453,8
1864,0,0,876,5
1865,0,0,903,3
1866,0,0,1016,4
1867,0,0,1151,4
1868,0,0,1017,4
1869,0,0,624,6
1870,0,0,350,6
1871,0,0,453,10
1872,4155,4332,502,13
1873,0,0,350,5
1874,0,0,314,4
1875,0,0,260,6
1876,0,0,463,5
1877,0,0,363,5
1878,0,0,205,7
1879,0,0,62,58
1880,0,0,25,101
1881,0,0,29,20
1882,0,0,60,7
1883,0,0,71,32
1884,0,0,11,101
1885,0,0,43,9
1886,0,0,17,12
1887,0,0,14,25
1888,4155,4332,22,12
1889,0,0,30,73
1890,0,0,43,18
1891,0,0,374,3
1892,0,0,159,28
1893,0,0,528,4
1894,0,0,856,2
1895,0,0,846,2
1896,0,0,546,3
1897,0,0,249,4
1898,0,0,147,7
1899,0,0,142,17
1900,0,0,248,29
1901,0,0,135,12
1902,0,0,92,39
1903,0,0,17,19
1904,4155,4332,404,4
1905,0,0,365,2
1906,0,0,250,3
1907,0,0,28,27
1908,0,0,58,102
1909,0,0,3,123
1910,0,0,7,108
1911,0,0,11,38
1912,0,0,139,36
1913,0,0,26,15
1914,0,0,35,7
1915,0,0,14,13
1916,0,0,4,97
1917,0,0,58,42
1918,0,0,6,128
1919,0,0,5,49
1920,4155,4332,45,85
1921,0,0,87,19
1922,0,0,28,17
1923,0,0,37,12
1924,0,0,94,18
1925,0,0,14,19
1926,0,0,34,38
1927,0,0,3,181
1928,0,0,75,40
1929,0,0,101,26
1930,0,0,200,3
1931,0,0,22,12
1932,0,0,324,3
1933,0,0,96,6
1934,0,0,78,5
1935,0,0,88,29
1936,4155,4332,126,27
1937,0,0,294,2
1938,0,0,534,2
1939,0,0,527,2
1940,0,0,227,6
1941,0,0,41,8
1942,0,0,157,7
1943,0,0,88,25
1944,0,0,85,326
1945,0,0,17,73
1946,0,0,219,96
1947,0,0,437,4
1948,0,0,366,19
1949,0,0,642,5
1950,0,0,764,3
1951,0,0,1169,6
1952,4155,4332,805,2
1953,0,0,955,3
1954,0,0,1074,3
1955,0,0,1061,2
1956,0,0,591,3
1957,0,0,895,2
1958,0,0,1327,3
1959,0,0,1199,7
1960,0,0,922,8
1961,0,0,745,7
1962,0,0,550,9
1963,0,0,478,23
1964,0,0,112,27
1965,0,0,24,58
1966,0,0,16,89
1967,0,0,2,198
1968,4155,4332,154,39
1969,0,0,49,41
1970,0,0,227,19
1971,0,0,123,15
1972,0,0,98,21
1973,0,0,27,17
1974,0,0,170,10
1975,0,0,51,19
1976,0,0,42,15
1977,0,0,75,10
1978,0,0,96,10
1979,0,0,18,35
1980,0,0,72,21
1981,0,0,164,8
1982,0,0,282,8
1983,0,0,425,6
1984,4155,4332,177,14
1985,0,0,46,16
1986,0,0,137,29
1987,0,0,201,9
1988,0,0,909,7
1989,0,0,2200,7
1990,0,0,2847,7
1991,0,0,2708,6
1992,0,0,1758,34
1993,0,0,1001,26
1994,0,0,867,7
1995,0,0,920,7
1996,0,0,1265,10
1997,0,0,1059,12
1998,0,0,806,19
1999,0,0,556,39
2000,4155,4332,768,7
2001,0,0,610,44
2002,0,0,650,13
2003,0,0,575,5
2004,0,0,515,5
2005,0,0,546,4
2006,0,0,633,5
2007,0,0,412,5
2008,0,0,609,5
2009,0,0,490,11
2010,0,0,198,13
2011,0,0,195,15
2012,0,0,222,7
2013,0,0,464,5
2014,0,0,380,5
2015,0,0,225,6
2016,4155,4332,479,8
2017,0,0,178,5
2018,0,0,445,5
2019,0,0,515,5
2020,0,0,1028,5
2021,0,0,573,5
2022,0,0,469,5
2023,0,0,273,5
2024,0,0,490,5
2025,0,0,366,5
2026,0,0,359,5
2027,0,0,321,5
2028,0,0,297,10
2029,0,0,564,5
2030,0,0,563,5
2031,0,0,512,5
2032,4155,4332,422,5
2033,0,0,144,8
2034,0,0,300,6
2035,0,0,350,5
2036,0,0,695,5
2037,0,0,745,5
2038,0,0,601,5
2039,0,0,1152,5
2040,0,0,806,9
2041,0,0,928,8
2042,0,0,944,8
2043,0,0,1024,8
2044,0,0,779,23
2045,0,0,1079,8
2046,0,0,932,8
2047,0,0,856,7
2048,4155,4332,1001,2
2049,0,0,1036,3
2050,0,0,1054,2
2051,0,0,979,2
2052,0,0,837,2
2053,0,0,1075,2
2054,0,0,1094,2
2055,0,0,869,1
2056,0,0,877,1
2057,0,0,788,2
2058,0,0,640,1
2059,0,0,370,2
2060,0,0,814,7
2061,0,0,834,6
2062,0,0,882,7
2063,0,0,527,6
2064,4155,4332,709,2
2065,0,0,400,2
2066,0,0,154,7
2067,0,0,21,25
2068,0,0,6,76
2069,0,0,2,188
2070,0,0,1,117
2071,0,0,1,156
2072,0,0,3,70
2073,0,0,94,9
2074,0,0,79,11
2075,0,0,120,72
2076,0,0,95,12
2077,0,0,21,16
2078,0,0,4,78
2079,0,0,0,239
2080,4155,4332,0,488
2081,0,0,0,372
2082,0,0,0,496
2083,0,0,0,409
2084,0,0,38,130
2085,0,0,267,4
2086,0,0,193,5
2087,0,0,25,347
2088,0,0,0,888
2089,0,0,12,485
2090,0,0,14,401
2091,0,0,0,346
2092,0,0,122,69
2093,0,0,67,61
2094,0,0,18,95
2095,0,0,2,225
2096,4155,4332,99,148
2097,0,0,56,309
2098,0,0,14,68
2099,0,0,52,20
2100,0,0,130,44
2101,0,0,221,9
2102,0,0,93,30
2103,0,0,11,12
2104,0,0,566,3
2105,0,0,822,3
2106,0,0,833,3
2107,0,0,622,13
2108,0,0,562,8
2109,0,0,415,8
2110,0,0,541,3
2111,0,0,374,3
2112,4155,4332,1361,1
2113,0,0,1775,1
2114,0,0,1589,1
2115,0,0,1074,8
2116,0,0,1163,1
2117,0,0,1112,1
2118,0,0,1102,1
2119,0,0,954,1
2120,0,0,771,2
2121,0,0,518,10
2122,0,0,526,2
2123,0,0,482,6
2124,0,0,238,11
2125,0,0,325,21
2126,0,0,46,7
2127,0,0,8,13
2128,4155,4332,118,38
2129,0,0,31,15
2130,0,0,2,67
2131,0,0,5,61
2132,0,0,5,49
2133,0,0,6,383
2134,0,0,6,180
2135,0,0,8,161
2136,0,0,28,188
2137,0,0,6,26
2138,0,0,6,137
2139,0,0,2,232
2140,0,0,315,11
2141,0,0,194,3
2142,0,0,57,19
2143,0,0,148,25
2144,4155,4332,180,5
2145,0,0,96,10
2146,0,0,256,8
2147,0,0,82,52
2148,0,0,2,126
2149,0,0,24,54
2150,0,0,116,12
2151,0,0,216,4
2152,0,0,626,2
2153,0,0,421,2
2154,0,0,304,2
2155,0,0,319,2
2156,0,0,167,3
2157,0,0,349,2
2158,0,0,346,2
2159,0,0,29,100
2160,4155,4332,25,136
2161,0,0,45,78
2162,0,0,53,38
2163,0,0,14,10
2164,0,0,160,7
2165,0,0,37,36
2166,0,0,24,92
2167,0,0,1,193
2168,0,0,6,384
2169,0,0,17,80
2170,0,0,10,126
2171,0,0,38,82
2172,0,0,304,7
2173,0,0,109,7
2174,0,0,157,15
2175,0,0,2,182
2176,4155,4332,7,273
2177,0,0,2,459
2178,0,0,6,437
2179,0,0,1,443
2180,0,0,0,903
2181,0,0,35,268
2182,0,0,52,251
2183,0,0,88,100
2184,0,0,240,27
2185,0,0,166,7
2186,0,0,45,24
2187,0,0,3,176
2188,0,0,57,108
2189,0,0,1,198
2190,0,0,5,207
2191,0,0,1,322
2192,4155,4332,70,161
2193,0,0,70,113
2194,0,0,1,281
2195,0,0,126,42
2196,0,0,120,8
2197,0,0,614,2
2198,0,0,572,34
2199,0,0,1,141
2200,0,0,7,303
2201,0,0,3,555
2202,0,0,6,267
2203,0,0,9,302
2204,0,0,218,111
2205,0,0,94,31
2206,0,0,1,160
2207,0,0,2,326
2208,4155,4332,149,65
2209,0,0,52,48
2210,0,0,23,100
2211,0,0,6,39
2212,0,0,65,28
2213,0,0,91,57
2214,0,0,15,19
2215,0,0,10,129
2216,0,0,268,77
2217,0,0,153,4
2218,0,0,10,33
2219,0,0,4,96
2220,0,0,2,214
2221,0,0,2,193
2222,0,0,4,125
2223,0,0,2,56
2224,4155,4332,3,107
2225,0,0,1,273
2226,0,0,3,274
2227,0,0,16,87
2228,0,0,292,7
2229,0,0,307,0
2230,0,0,602,0
2231,0,0,116,19
2232,0,0,8,226
2233,0,0,101,319
2234,0,0,68,56
2235,0,0,163,24
2236,0,0,47,167
2237,0,0,12,85
2238,0,0,85,41
2239,0,0,94,13
2240,4155,4332,193,35
2241,0,0,350,1
2242,0,0,495,1
2243,0,0,129,9
2244,0,0,49,10
2245,0,0,19,76
2246,0,0,109,79
2247,0,0,62,84
2248,0,0,1,422
2249,0,0,1,294
2250,0,0,3,219
2251,0,0,12,101
2252,0,0,69,10
2253,0,0,39,41
2254,0,0,14,54
2255,0,0,4,185
2256,4155,4332,26,49
2257,0,0,244,3
2258,0,0,125,20
2259,0,0,2,90
2260,0,0,11,48
2261,0,0,135,35
2262,0,0,36,35
2263,0,0,1,51
2264,0,0,364,10
2265,0,0,480,1
2266,0,0,622,1
2267,0,0,348,2
2268,0,0,44,11
2269,0,0,55,5
2270,0,0,113,2
2271,0,0,45,7
2272,4155,4332,25,6
2273,0,0,10,8
2274,0,0,2,166
2275,0,0,1,333
2276,0,0,8,216
2277,0,0,230,16
2278,0,0,192,2
2279,0,0,53,78
2280,0,0,623,1
2281,0,0,422,1
2282,0,0,177,2
2283,0,0,117,2
2284,0,0,168,3
2285,0,0,6,74
2286,0,0,2,264
2287,0,0,6,397
2288,4155,4332,141,44
2289,0,0,24,104
2290,0,0,1,392
2291,0,0,3,523
2292,0,0,11,374
2293,0,0,8,211
2294,0,0,3,245
2295,0,0,3,98
2296,0,0,223,31
2297,0,0,49,19
2298,0,0,4,44
2299,0,0,2,168
2300,0,0,157,55
2301,0,0,2,146
2302,0,0,4,115
2303,0,0,1,504
2304,4155,4332,208,176
2305,0,0,281,8
2306,0,0,43,14
2307,0,0,10,105
2308,0,0,35,60
2309,0,0,22,34
2310,0,0,115,25
2311,0,0,25,47
2312,0,0,31,158
2313,0,0,2,170
2314,0,0,54,73
2315,0,0,26,52
2316,0,0,9,99
2317,0,0,1,336
2318,0,0,53,130
2319,0,0,25,73
2320,4155,4332,58,24
2321,0,0,13,174
2322,0,0,7,130
2323,0,0,6,226
2324,0,0,66,292
2325,0,0,26,38
2326,0,0,120,21
2327,0,0,334,72
2328,0,0,214,42
2329,0,0,356,19
2330,0,0,544,154
2331,0,0,451,4
2332,0,0,172,41
2333,0,0,196,7
2334,0,0,325,4
2335,0,0,214,18
2336,4155,4332,160,8
2337,0,0,298,5
2338,0,0,276,4
2339,0,0,189,13
2340,0,0,24,126
2341,0,0,31,76
2342,0,0,99,13
2343,0,0,6,37
2344,0,0,21,102
2345,0,0,6,144
2346,0,0,2,247
2347,0,0,1,439
2348,0,0,3,328
2349,0,0,3,429
2350,0,0,2,367
2351,0,0,3,466
2352,4155,4332,15,404
2353,0,0,6,133
2354,0,0,2,83
2355,0,0,6,33
2356,0,0,266,4
2357,0,0,31,20
2358,0,0,21,61
2359,0,0,6,151
2360,0,0,27,74
2361,0,0,15,12
2362,0,0,21,10
2363,0,0,8,161
2364,0,0,6,571
2365,0,0,9,254
2366,0,0,3,116
2367,0,0,1,261
2368,4155,4332,1,478
2369,0,0,3,399
2370,0,0,1,684
2371,0,0,1,595
2372,0,0,2,573
2373,0,0,102,43
2374,0,0,521,4
2375,0,0,266,4
2376,0,0,48,27
2377,0,0,172,27
2378,0,0,15,144
2379,0,0,10,98
2380,0,0,303,4
2381,0,0,158,5
2382,0,0,15,75
2383,0,0,11,71
2384,4155,4332,8,89
2385,0,0,6,322
2386,0,0,6,321
2387,0,0,0,289
2388,0,0,219,33
2389,0,0,189,53
2390,0,0,17,52
2391,0,0,2,167
2392,0,0,67,71
2393,0,0,133,16
2394,0,0,70,61
2395,0,0,63,35
2396,0,0,44,46
2397,0,0,253,18
2398,0,0,49,61
2399,0,0,6,117
2400,4155,4332,9,87
2401,0,0,15,38
2402,0,0,9,122
2403,0,0,4,419
2404,0,0,2,313
2405,0,0,7,168
2406,0,0,4,130
2407,0,0,15,35
2408,0,0,109,33
2409,0,0,23,61
2410,0,0,47,9
2411,0,0,30,16
2412,0,0,28,18
2413,0,0,35,11
2414,0,0,36,10
2415,0,0,28,87
2416,4155,4332,10,74
2417,0,0,208,12
2418,0,0,135,12
2419,0,0,57,90
2420,0,0,13,199
2421,0,0,11,89
2422,0,0,30,27
2423,0,0,115,14
2424,0,0,14,255
2425,0,0,15,42
2426,0,0,55,67
2427,0,0,86,105
2428,0,0,2,239
2429,0,0,6,161
2430,0,0,37,14
2431,0,0,31,51
2432,4155,4332,3,539
2433,0,0,24,231
2434,0,0,360,7
2435,0,0,309,10
2436,0,0,464,10
2437,0,0,387,4
2438,0,0,57,21
2439,0,0,37,27
2440,0,0,250,20
2441,0,0,163,19
2442,0,0,28,42
2443,0,0,30,42
2444,0,0,33,59
2445,0,0,11,158
2446,0,0,101,79
2447,0,0,12,274
2448,4155,4332,93,134
2449,0,0,24,9
2450,0,0,11,90
2451,0,0,16,80
2452,0,0,38,40
2453,0,0,8,87
2454,0,0,64,25
2455,0,0,14,15
2456,0,0,82,4
2457,0,0,13,8
2458,0,0,12,54
2459,0,0,3,399
2460,0,0,2,373
2461,0,0,0,591
2462,0,0,4,466
2463,0,0,8,131
2464,4155,4332,4,341
2465,0,0,3,604
2466,0,0,2,815
2467,0,0,7,482
2468,0,0,23,151
2469,0,0,6,58
2470,0,0,56,25
2471,0,0,126,2
2472,0,0,9,248
2473,0,0,64,168
2474,0,0,18,208
2475,0,0,7,240
2476,0,0,99,40
2477,0,0,11,88
2478,0,0,32,47
2479,0,0,16,38
2480,4155,4332,166,19
2481,0,0,19,112
2482,0,0,206,10
2483,0,0,32,122
2484,0,0,3,593
2485,0,0,1,794
2486,0,0,7,444
2487,0,0,0,763
2488,0,0,115,124
2489,0,0,13,184
2490,0,0,7,429
2491,0,0,5,278
2492,0,0,20,157
2493,0,0,40,62
2494,0,0,11,136
2495,0,0,7,120
2496,4155,4332,417,40
2497,0,0,474,5
2498,0,0,276,5
2499,0,0,188,10
2500,0,0,283,4
2501,0,0,52,16
2502,0,0,95,18
2503,0,0,10,79
2504,0,0,15,93
2505,0,0,6,480
2506,0,0,91,9
2507,0,0,40,19
2508,0,0,51,22
2509,0,0,35,113
2510,0,0,44,62
2511,0,0,123,26
2512,4155,4332,114,15
2513,0,0,194,11
2514,0,0,101,70
2515,0,0,245,11
2516,0,0,66,16
2517,0,0,31,14
2518,0,0,168,11
2519,0,0,70,17
2520,0,0,83,228
2521,0,0,216,15
2522,0,0,156,46
2523,0,0,185,21
2524,0,0,104,15
2525,0,0,93,19
2526,0,0,218,30
2527,0,0,81,49
2528,4155,4332,50,19
2529,0,0,231,6
2530,0,0,48,8
2531,0,0,220,6
2532,0,0,866,4
2533,0,0,769,4
2534,0,0,466,4
