tick,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
19465,0,0,11,79
19466,0,0,176,4
19467,0,0,124,5
19468,3535,3677,387,11
19469,0,0,295,5
19470,0,0,190,6
19471,0,0,405,3
19472,0,0,751,4
19473,0,0,716,3
19474,0,0,736,3
19475,0,0,478,5
19476,0,0,787,4
19477,0,0,418,5
19478,0,0,306,15
19479,0,0,160,33
19480,0,0,96,17
19481,0,0,80,26
19482,0,0,59,50
19483,0,0,13,77
19484,3535,3677,376,23
19485,0,0,413,5
19486,0,0,295,7
19487,0,0,26,17
19488,0,0,335,10
19489,0,0,94,4
19490,0,0,214,5
19491,0,0,21,29
19492,0,0,234,7
19493,0,0,250,2
19494,0,0,319,4
19495,0,0,113,5
19496,0,0,458,4
19497,0,0,475,6
19498,0,0,266,5
19499,0,0,119,6
19500,3535,3677,177,7
19501,0,0,688,5
19502,0,0,789,5
19503,0,0,495,4
19504,0,0,472,2
19505,0,0,329,3
19506,0,0,267,6
19507,0,0,341,6
19508,0,0,43,18
19509,0,0,60,5
19510,0,0,378,5
19511,0,0,389,5
19512,0,0,95,18
19513,0,0,37,12
19514,0,0,59,6
19515,0,0,305,3
19516,3535,3677,124,5
19517,0,0,17,31
19518,0,0,7,156
19519,0,0,9,268
19520,0,0,0,501
19521,0,0,6,107
19522,0,0,8,47
19523,0,0,2,200
19524,0,0,10,94
19525,0,0,5,57
19526,0,0,1,368
19527,0,0,2,304
19528,0,0,4,132
19529,0,0,104,8
19530,0,0,213,5
19531,0,0,193,3
19532,3535,3677,713,1
19533,0,0,562,3
19534,0,0,399,5
19535,0,0,344,3
19536,0,0,426,7
19537,0,0,466,10
19538,0,0,662,8
19539,0,0,331,5
19540,0,0,869,0
19541,0,0,1171,1
19542,0,0,941,1
19543,0,0,828,3
19544,0,0,627,89
19545,0,0,356,4
19546,0,0,298,2
19547,0,0,250,3
19548,3535,3677,477,1
19549,0,0,449,3
19550,0,0,160,5
19551,0,0,53,7
19552,0,0,9,114
19553,0,0,5,49
19554,0,0,23,9
19555,0,0,34,27
19556,0,0,68,51
19557,0,0,80,5
19558,0,0,225,4
19559,0,0,177,1
19560,0,0,94,6
19561,0,0,11,167
19562,0,0,4,199
19563,0,0,21,101
19564,3535,3677,23,66
19565,0,0,13,91
19566,0,0,23,32
19567,0,0,7,27
19568,0,0,144,9
19569,0,0,95,4
19570,0,0,85,7
19571,0,0,13,11
19572,0,0,200,10
19573,0,0,298,2
19574,0,0,98,7
19575,0,0,77,22
19576,0,0,39,32
19577,0,0,21,26
19578,0,0,22,54
19579,0,0,11,19
19580,3535,3677,219,8
19581,0,0,579,3
19582,0,0,640,4
19583,0,0,269,6
19584,0,0,377,6
19585,0,0,184,5
19586,0,0,246,4
19587,0,0,53,15
19588,0,0,462,7
19589,0,0,86,14
19590,0,0,90,7
19591,0,0,48,8
19592,0,0,384,4
19593,0,0,371,4
19594,0,0,407,4
19595,0,0,529,2
19596,3535,3677,582,6
19597,0,0,517,5
19598,0,0,484,4
19599,0,0,565,3
19600,0,0,547,2
19601,0,0,432,2
19602,0,0,342,2
19603,0,0,195,3
19604,0,0,155,15
19605,0,0,134,26
19606,0,0,293,2
19607,0,0,391,2
19608,0,0,78,11
19609,0,0,148,13
19610,0,0,127,3
19611,0,0,484,5
19612,3535,3677,102,8
19613,0,0,188,4
19614,0,0,99,5
19615,0,0,88,3
19616,0,0,145,4
19617,0,0,210,6
19618,0,0,622,5
19619,0,0,448,7
19620,0,0,333,9
19621,0,0,432,3
19622,0,0,379,3
19623,0,0,426,3
19624,0,0,265,2
19625,0,0,415,2
19626,0,0,300,2
19627,0,0,100,5
19628,3535,3677,252,5
19629,0,0,207,2
19630,0,0,141,6
19631,0,0,101,42
19632,0,0,755,4
19633,0,0,303,2
19634,0,0,125,17
19635,0,0,31,39
19636,0,0,376,27
19637,0,0,409,2
19638,0,0,413,3
19639,0,0,41,26
19640,0,0,176,8
19641,0,0,49,13
19642,0,0,154,8
19643,0,0,204,2
19644,3535,3677,139,3
19645,0,0,443,3
19646,0,0,353,5
19647,0,0,156,6
19648,0,0,140,5
19649,0,0,597,2
19650,0,0,831,4
19651,0,0,551,6
19652,0,0,817,5
19653,0,0,705,6
19654,0,0,704,4
19655,0,0,514,12
19656,0,0,190,3
19657,0,0,214,4
19658,0,0,476,3
19659,0,0,354,3
19660,3535,3677,386,5
19661,0,0,161,4
19662,0,0,75,8
19663,0,0,37,3
19664,0,0,292,6
19665,0,0,291,3
19666,0,0,401,5
19667,0,0,368,3
19668,0,0,411,4
19669,0,0,480,4
19670,0,0,519,5
19671,0,0,59,13
19672,0,0,505,5
19673,0,0,322,7
19674,0,0,160,6
19675,0,0,19,8
19676,3535,3677,415,4
19677,0,0,159,7
19678,0,0,188,4
19679,0,0,73,7
19680,0,0,533,4
19681,0,0,239,4
19682,0,0,231,4
19683,0,0,117,3
19684,0,0,557,3
19685,0,0,305,6
19686,0,0,256,4
19687,0,0,145,5
19688,0,0,755,3
19689,0,0,899,3
19690,0,0,476,4
19691,0,0,338,5
19692,3535,3677,364,4
19693,0,0,367,4
19694,0,0,409,3
19695,0,0,365,4
19696,0,0,430,2
19697,0,0,601,2
19698,0,0,240,3
19699,0,0,323,7
19700,0,0,79,5
19701,0,0,318,2
19702,0,0,340,3
19703,0,0,315,3
19704,0,0,184,5
19705,0,0,169,3
19706,0,0,291,7
19707,0,0,185,2
19708,3535,3677,84,9
19709,0,0,109,8
19710,0,0,236,2
19711,0,0,177,8
19712,0,0,57,15
19713,0,0,8,33
19714,0,0,177,13
19715,0,0,10,123
19716,0,0,1,239
19717,0,0,2,217
19718,0,0,3,198
19719,0,0,1,310
19720,0,0,1,161
19721,0,0,1,354
19722,0,0,2,315
19723,0,0,2,480
19724,3535,3677,9,215
19725,0,0,2,215
19726,0,0,1,262
19727,0,0,41,59
19728,0,0,444,13
19729,0,0,131,5
19730,0,0,297,5
19731,0,0,168,5
19732,0,0,377,4
19733,0,0,200,6
19734,0,0,66,7
19735,0,0,243,5
19736,0,0,133,8
19737,0,0,303,9
19738,0,0,378,5
19739,0,0,221,3
19740,3535,3677,129,17
19741,0,0,86,9
19742,0,0,335,5
19743,0,0,95,13
19744,0,0,7,143
19745,0,0,18,18
19746,0,0,67,7
19747,0,0,267,5
19748,0,0,109,7
19749,0,0,19,17
19750,0,0,167,5
19751,0,0,301,4
19752,0,0,215,6
19753,0,0,123,6
19754,0,0,79,6
19755,0,0,69,6
19756,3535,3677,16,9
19757,0,0,42,9
19758,0,0,55,7
19759,0,0,22,7
19760,0,0,41,11
19761,0,0,93,6
19762,0,0,596,2
19763,0,0,800,4
19764,0,0,795,4
19765,0,0,620,3
19766,0,0,447,3
19767,0,0,248,6
19768,0,0,311,5
19769,0,0,73,7
19770,0,0,12,11
19771,0,0,15,7
19772,3535,3677,311,12
19773,0,0,324,19
19774,0,0,145,12
19775,0,0,21,14
19776,0,0,589,11
19777,0,0,382,11
19778,0,0,222,12
19779,0,0,76,14
19780,0,0,316,13
19781,0,0,301,12
19782,0,0,420,12
19783,0,0,65,13
19784,0,0,176,12
19785,0,0,248,10
19786,0,0,143,13
19787,0,0,49,18
19788,3535,3677,9,96
19789,0,0,70,32
19790,0,0,96,13
19791,0,0,42,39
19792,0,0,306,32
19793,0,0,231,9
19794,0,0,44,13
19795,0,0,37,22
19796,0,0,21,23
19797,0,0,7,39
19798,0,0,8,14
19799,0,0,103,8
19800,0,0,19,57
19801,0,0,32,13
19802,0,0,53,7
19803,0,0,367,9
19804,3535,3677,55,15
19805,0,0,19,7
19806,0,0,80,5
19807,0,0,183,2
19808,0,0,54,60
19809,0,0,9,78
19810,0,0,7,82
19811,0,0,6,138
19812,0,0,11,86
19813,0,0,32,55
19814,0,0,135,35
19815,0,0,159,5
19816,0,0,248,3
19817,0,0,416,2
19818,0,0,443,3
19819,0,0,609,2
19820,3535,3677,673,3
19821,0,0,552,2
19822,0,0,645,2
19823,0,0,563,4
19824,0,0,800,1
19825,0,0,586,3
19826,0,0,63,9
19827,0,0,105,2
19828,0,0,633,1
19829,0,0,694,3
19830,0,0,724,4
19831,0,0,423,4
19832,0,0,859,3
19833,0,0,1002,4
19834,0,0,962,4
19835,0,0,662,7
19836,3535,3677,461,47
19837,0,0,141,9
19838,0,0,184,3
19839,0,0,75,6
19840,0,0,286,2
19841,0,0,120,4
19842,0,0,88,4
19843,0,0,75,13
19844,0,0,7,96
19845,0,0,4,102
19846,0,0,126,15
19847,0,0,287,4
19848,0,0,398,3
19849,0,0,224,2
19850,0,0,358,3
19851,0,0,170,3
19852,3535,3677,248,10
19853,0,0,139,7
19854,0,0,141,7
19855,0,0,11,22
19856,0,0,245,19
19857,0,0,283,6
19858,0,0,92,4
19859,0,0,190,4
19860,0,0,489,7
19861,0,0,208,10
19862,0,0,9,65
19863,0,0,15,44
19864,0,0,486,8
19865,0,0,270,9
19866,0,0,313,83
19867,0,0,4,96
19868,3535,3677,5,65
19869,0,0,2,99
19870,0,0,60,51
19871,0,0,3,106
19872,0,0,90,30
19873,0,0,87,7
19874,0,0,56,8
19875,0,0,13,123
19876,0,0,247,45
19877,0,0,69,8
19878,0,0,19,11
19879,0,0,8,26
19880,0,0,51,90
19881,0,0,48,35
19882,0,0,4,61
19883,0,0,3,30
19884,3535,3677,6,54
19885,0,0,11,28
19886,0,0,97,13
19887,0,0,85,19
19888,0,0,74,13
19889,0,0,117,10
19890,0,0,97,8
19891,0,0,16,25
19892,0,0,170,90
19893,0,0,70,15
19894,0,0,27,51
19895,0,0,11,54
19896,0,0,5,79
19897,0,0,6,39
19898,0,0,14,17
19899,0,0,177,14
19900,3535,3677,184,2
19901,0,0,145,5
19902,0,0,151,3
19903,0,0,184,3
19904,0,0,120,13
19905,0,0,188,8
19906,0,0,438,2
19907,0,0,523,1
19908,0,0,276,4
19909,0,0,247,3
19910,0,0,147,3
19911,0,0,207,2
19912,0,0,86,6
19913,0,0,511,0
19914,0,0,336,3
19915,0,0,283,1
19916,3535,3677,222,3
19917,0,0,168,2
19918,0,0,440,3
19919,0,0,448,3
19920,0,0,648,2
19921,0,0,731,1
19922,0,0,707,1
19923,0,0,451,17
19924,0,0,130,74
19925,0,0,432,5
19926,0,0,329,2
19927,0,0,45,44
19928,0,0,14,136
19929,0,0,2,282
19930,0,0,78,119
19931,0,0,89,55
19932,3535,3677,163,129
19933,0,0,55,118
19934,0,0,14,122
19935,0,0,8,56
19936,0,0,580,28
19937,0,0,719,1
19938,0,0,634,4
19939,0,0,267,11
19940,0,0,11,35
19941,0,0,68,6
19942,0,0,372,5
19943,0,0,510,2
19944,0,0,288,2
19945,0,0,202,4
19946,0,0,165,4
19947,0,0,130,6
19948,3535,3677,182,21
19949,0,0,49,12
19950,0,0,39,10
19951,0,0,5,15
19952,0,0,118,8
19953,0,0,22,9
19954,0,0,321,7
19955,0,0,159,7
19956,0,0,327,11
19957,0,0,222,8
19958,0,0,47,49
19959,0,0,3,111
19960,0,0,336,8
19961,0,0,138,9
19962,0,0,236,10
19963,0,0,6,151
19964,3535,3677,407,41
19965,0,0,156,9
19966,0,0,218,7
19967,0,0,180,14
19968,0,0,414,12
19969,0,0,474,7
19970,0,0,389,8
19971,0,0,158,7
19972,0,0,705,6
19973,0,0,533,7
19974,0,0,326,7
19975,0,0,106,9
19976,0,0,371,12
19977,0,0,684,6
19978,0,0,624,6
19979,0,0,458,5
19980,3535,3677,367,6
19981,0,0,289,5
19982,0,0,313,6
19983,0,0,106,6
19984,0,0,154,8
19985,0,0,161,6
19986,0,0,155,6
19987,0,0,82,24
19988,0,0,18,99
19989,0,0,8,40
19990,0,0,7,101
19991,0,0,12,25
19992,0,0,6,97
19993,0,0,12,37
19994,0,0,23,32
19995,0,0,238,9
19996,3535,3677,36,29
19997,0,0,9,72
19998,0,0,22,42
19999,0,0,66,27
20000,0,0,13,42
20001,0,0,3,106
20002,0,0,4,214
20003,0,0,2,263
20004,0,0,4,289
20005,0,0,2,560
20006,0,0,2,507
20007,0,0,1,527
20008,0,0,2,627
20009,0,0,3,442
20010,0,0,3,465
20011,0,0,2,573
20012,3535,3677,132,149
20013,0,0,26,7
20014,0,0,255,6
20015,0,0,15,69
20016,0,0,413,16
20017,0,0,42,10
20018,0,0,14,8
20019,0,0,12,19
20020,0,0,544,17
20021,0,0,609,2
20022,0,0,320,2
20023,0,0,29,12
20024,0,0,13,62
20025,0,0,14,81
20026,0,0,6,106
20027,0,0,2,314
20028,3535,3677,27,132
20029,0,0,46,29
20030,0,0,64,24
20031,0,0,76,11
20032,0,0,93,42
20033,0,0,92,10
20034,0,0,276,4
20035,0,0,791,1
20036,0,0,175,4
20037,0,0,71,6
20038,0,0,102,5
20039,0,0,135,8
20040,0,0,13,86
20041,0,0,36,21
20042,0,0,127,40
20043,0,0,50,18
20044,3535,3677,203,20
20045,0,0,41,10
20046,0,0,11,13
20047,0,0,36,14
20048,0,0,382,6
20049,0,0,471,4
20050,0,0,634,3
20051,0,0,575,6
20052,0,0,460,4
20053,0,0,228,4
20054,0,0,26,67
20055,0,0,4,142
20056,0,0,259,34
20057,0,0,4,62
20058,0,0,3,120
20059,0,0,3,102
20060,3535,3677,515,20
20061,0,0,176,8
20062,0,0,105,7
20063,0,0,7,22
20064,0,0,383,23
20065,0,0,172,6
20066,0,0,17,20
20067,0,0,1,126
20068,0,0,277,49
20069,0,0,126,22
20070,0,0,3,59
20071,0,0,6,22
20072,0,0,318,31
20073,0,0,429,4
20074,0,0,84,5
20075,0,0,22,6
20076,3535,3677,293,7
20077,0,0,362,4
20078,0,0,437,4
20079,0,0,389,4
20080,0,0,57,7
20081,0,0,173,4
20082,0,0,119,6
20083,0,0,65,32
20084,0,0,41,153
20085,0,0,52,67
20086,0,0,25,103
20087,0,0,20,33
20088,0,0,5,132
20089,0,0,6,92
20090,0,0,22,31
20091,0,0,32,14
20092,3535,3677,62,32
20093,0,0,17,46
20094,0,0,35,18
20095,0,0,30,10
20096,0,0,65,5
20097,0,0,133,2
20098,0,0,329,3
20099,0,0,265,2
20100,0,0,417,2
20101,0,0,433,2
20102,0,0,330,2
20103,0,0,335,2
20104,0,0,286,2
20105,0,0,601,2
20106,0,0,740,2
20107,0,0,950,4
20108,3535,3677,788,4
20109,0,0,329,4
20110,0,0,315,68
20111,0,0,6,59
20112,0,0,58,12
20113,0,0,12,13
20114,0,0,3,130
20115,0,0,5,104
20116,0,0,196,53
20117,0,0,37,6
20118,0,0,13,11
20119,0,0,5,49
20120,0,0,44,70
20121,0,0,10,142
20122,0,0,6,202
20123,0,0,1,585
20124,3535,3677,4,269
20125,0,0,7,228
20126,0,0,11,117
20127,0,0,6,86
20128,0,0,8,73
20129,0,0,6,36
20130,0,0,82,13
20131,0,0,98,10
20132,0,0,27,5
20133,0,0,168,3
20134,0,0,336,1
20135,0,0,552,2
20136,0,0,408,5
20137,0,0,427,27
20138,0,0,22,14
20139,0,0,11,8
20140,3535,3677,172,6
20141,0,0,167,12
20142,0,0,243,4
20143,0,0,34,8
20144,0,0,165,8
20145,0,0,166,8
20146,0,0,127,6
20147,0,0,200,6
20148,0,0,74,15
20149,0,0,43,67
20150,0,0,6,103
20151,0,0,0,362
20152,0,0,121,79
20153,0,0,143,9
20154,0,0,87,10
20155,0,0,15,45
20156,3535,3677,201,50
20157,0,0,25,74
20158,0,0,28,41
20159,0,0,7,30
20160,0,0,230,9
20161,0,0,186,3
20162,0,0,216,4
20163,0,0,104,6
20164,0,0,413,5
20165,0,0,295,2
20166,0,0,23,10
20167,0,0,7,29
20168,0,0,24,142
20169,0,0,104,12
20170,0,0,4,83
20171,0,0,7,124
20172,3535,3677,64,94
20173,0,0,94,7
20174,0,0,121,4
20175,0,0,249,3
20176,0,0,351,6
20177,0,0,221,2
20178,0,0,296,5
20179,0,0,466,4
20180,0,0,272,7
20181,0,0,233,11
20182,0,0,486,3
20183,0,0,310,6
20184,0,0,31,15
20185,0,0,49,9
20186,0,0,295,4
20187,0,0,486,7
20188,3535,3677,249,2
20189,0,0,243,3
20190,0,0,59,5
20191,0,0,207,3
20192,0,0,242,4
20193,0,0,130,5
20194,0,0,78,5
20195,0,0,52,85
20196,0,0,29,58
20197,0,0,44,25
20198,0,0,253,6
20199,0,0,680,3
20200,0,0,842,3
20201,0,0,646,4
20202,0,0,568,2
20203,0,0,341,103
20204,3535,3677,3,267
20205,0,0,6,358
20206,0,0,1,615
20207,0,0,1,818
20208,0,0,4,828
20209,0,0,2,632
20210,0,0,1,720
20211,0,0,1,854
20212,0,0,1,607
20213,0,0,1,446
20214,0,0,1,422
20215,0,0,2,387
20216,0,0,115,321
20217,0,0,53,184
20218,0,0,2,310
20219,0,0,7,289
20220,3535,3677,57,213
20221,0,0,61,60
20222,0,0,280,15
20223,0,0,73,56
20224,0,0,126,23
20225,0,0,205,8
20226,0,0,226,4
20227,0,0,313,2
20228,0,0,48,35
20229,0,0,89,6
20230,0,0,136,36
20231,0,0,168,3
20232,0,0,33,221
20233,0,0,46,151
20234,0,0,195,7
20235,0,0,250,3
20236,3535,3677,423,5
20237,0,0,140,9
20238,0,0,127,7
20239,0,0,64,100
20240,0,0,293,17
20241,0,0,481,7
20242,0,0,495,6
20243,0,0,424,4
20244,0,0,336,6
20245,0,0,14,36
20246,0,0,59,63
20247,0,0,3,68
20248,0,0,53,31
20249,0,0,64,17
20250,0,0,41,26
20251,0,0,4,26
20252,3535,3677,80,30
20253,0,0,14,43
20254,0,0,10,19
20255,0,0,6,24
20256,0,0,32,26
20257,0,0,2,149
20258,0,0,32,35
20259,0,0,3,16
20260,0,0,99,15
20261,0,0,17,49
20262,0,0,2,92
20263,0,0,5,60
20264,0,0,2,135
20265,0,0,1,329
20266,0,0,1,319
20267,0,0,2,203
20268,3535,3677,121,59
20269,0,0,35,26
20270,0,0,46,25
20271,0,0,36,8
20272,0,0,11,31
20273,0,0,35,37
20274,0,0,15,95
20275,0,0,1,315
20276,0,0,2,187
20277,0,0,3,193
20278,0,0,4,35
20279,0,0,9,38
20280,0,0,2,315
20281,0,0,2,195
20282,0,0,4,164
20283,0,0,23,64
20284,3535,3677,4,184
20285,0,0,1,210
20286,0,0,1,302
20287,0,0,3,196
20288,0,0,11,75
20289,0,0,150,8
20290,0,0,242,3
20291,0,0,47,10
20292,0,0,81,43
20293,0,0,204,5
20294,0,0,78,10
20295,0,0,138,5
20296,0,0,107,7
20297,0,0,118,6
20298,0,0,106,8
20299,0,0,26,51
20300,3535,3677,218,35
20301,0,0,129,7
20302,0,0,95,8
20303,0,0,60,40
20304,0,0,15,73
20305,0,0,9,98
20306,0,0,2,221
20307,0,0,2,152
20308,0,0,122,28
20309,0,0,36,110
20310,0,0,1,310
20311,0,0,2,197
20312,0,0,1,106
20313,0,0,8,28
20314,0,0,99,17
20315,0,0,46,28
20316,3535,3677,44,29
20317,0,0,7,89
20318,0,0,4,89
20319,0,0,3,246
20320,0,0,6,123
20321,0,0,90,16
20322,0,0,135,8
20323,0,0,71,36
20324,0,0,122,9
20325,0,0,215,11
20326,0,0,483,5
20327,0,0,573,4
20328,0,0,165,8
20329,0,0,186,7
20330,0,0,514,5
20331,0,0,670,6
20332,3535,3677,172,7
20333,0,0,22,20
20334,0,0,52,17
20335,0,0,32,11
20336,0,0,26,10
20337,0,0,262,5
20338,0,0,496,5
20339,0,0,418,5
20340,0,0,207,6
20341,0,0,39,14
20342,0,0,110,13
20343,0,0,144,10
20344,0,0,567,5
20345,0,0,190,6
20346,0,0,416,4
20347,0,0,81,16
20348,3535,3677,594,19
20349,0,0,656,5
20350,0,0,307,5
20351,0,0,128,5
20352,0,0,118,8
20353,0,0,102,9
20354,0,0,229,8
20355,0,0,123,4
20356,0,0,546,5
20357,0,0,180,6
20358,0,0,46,7
20359,0,0,59,12
20360,0,0,675,10
20361,0,0,370,5
20362,0,0,148,5
20363,0,0,62,6
20364,3535,3677,187,6
20365,0,0,87,7
20366,0,0,171,6
20367,0,0,108,7
20368,0,0,181,6
20369,0,0,28,6
20370,0,0,6,9
20371,0,0,5,19
20372,0,0,64,18
20373,0,0,10,17
20374,0,0,3,40
20375,0,0,7,16
20376,0,0,18,10
20377,0,0,25,9
20378,0,0,71,8
20379,0,0,297,4
20380,3535,3677,30,34
20381,0,0,10,26
20382,0,0,78,11
20383,0,0,195,8
20384,0,0,20,162
20385,0,0,21,18
20386,0,0,56,9
20387,0,0,132,5
20388,0,0,118,8
20389,0,0,43,9
20390,0,0,21,9
20391,0,0,46,7
20392,0,0,33,14
20393,0,0,59,6
20394,0,0,189,4
20395,0,0,499,4
20396,3535,3677,300,3
20397,0,0,63,7
20398,0,0,41,10
20399,0,0,2,157
20400,0,0,376,45
20401,0,0,471,2
20402,0,0,436,3
20403,0,0,461,5
20404,0,0,656,2
20405,0,0,547,2
20406,0,0,138,7
20407,0,0,9,12
20408,0,0,348,3
20409,0,0,219,6
20410,0,0,12,124
20411,0,0,1,273
20412,3535,3677,2,181
20413,0,0,5,337
20414,0,0,1,225
20415,0,0,2,151
20416,0,0,3,97
20417,0,0,2,130
20418,0,0,4,92
20419,0,0,2,348
20420,0,0,2,255
20421,0,0,2,195
20422,0,0,3,149
20423,0,0,5,112
20424,0,0,12,311
20425,0,0,0,723
20426,0,0,1,356
20427,0,0,2,295
20428,3535,3677,5,131
20429,0,0,6,43
20430,0,0,6,20
20431,0,0,8,21
20432,0,0,6,103
20433,0,0,42,113
20434,0,0,30,314
20435,0,0,32,388
20436,0,0,28,403
20437,0,0,63,489
20438,0,0,18,449
20439,0,0,19,571
20440,0,0,77,493
20441,0,0,27,157
20442,0,0,2,176
20443,0,0,2,128
20444,3535,3677,2,137
20445,0,0,2,140
20446,0,0,1,254
20447,0,0,2,297
20448,0,0,8,50
20449,0,0,4,64
20450,0,0,3,135
20451,0,0,2,170
20452,0,0,10,111
20453,0,0,14,85
20454,0,0,1,166
20455,0,0,1,178
20456,0,0,71,80
20457,0,0,1,226
20458,0,0,3,144
20459,0,0,2,139
20460,3535,3677,33,59
20461,0,0,1,285
20462,0,0,1,290
20463,0,0,21,93
20464,0,0,5,296
20465,0,0,13,71
20466,0,0,8,42
20467,0,0,3,125
20468,0,0,1,492
20469,0,0,2,215
20470,0,0,9,157
20471,0,0,16,58
20472,0,0,1,249
20473,0,0,1,385
20474,0,0,20,89
20475,0,0,47,27
20476,3535,3677,21,223
20477,0,0,7,177
20478,0,0,0,420
20479,0,0,3,369
20480,0,0,3,340
20481,0,0,10,443
20482,0,0,2,496
20483,0,0,25,362
20484,0,0,5,250
20485,0,0,104,39
20486,0,0,114,5
20487,0,0,340,5
20488,0,0,57,10
20489,0,0,295,5
20490,0,0,588,5
20491,0,0,402,5
20492,3535,3677,134,11
20493,0,0,14,56
20494,0,0,70,51
20495,0,0,101,70
20496,0,0,253,6
20497,0,0,136,7
20498,0,0,87,24
20499,0,0,5,89
20500,0,0,2,191
20501,0,0,1,309
20502,0,0,0,372
20503,0,0,0,362
20504,0,0,0,483
20505,0,0,1,280
20506,0,0,3,125
20507,0,0,2,162
20508,3535,3677,9,232
20509,0,0,4,271
20510,0,0,20,148
20511,0,0,2,194
20512,0,0,1,325
20513,0,0,2,172
20514,0,0,4,156
20515,0,0,2,157
20516,0,0,0,669
20517,0,0,3,411
20518,0,0,7,218
20519,0,0,58,43
20520,0,0,1,291
20521,0,0,1,244
20522,0,0,1,154
20523,0,0,6,134
20524,3535,3677,89,75
20525,0,0,12,67
20526,0,0,88,12
20527,0,0,14,124
20528,0,0,12,173
20529,0,0,115,23
20530,0,0,222,6
20531,0,0,179,9
20532,0,0,187,45
20533,0,0,16,114
20534,0,0,2,205
20535,0,0,1,231
20536,0,0,51,66
20537,0,0,59,21
20538,0,0,38,20
20539,0,0,47,50
20540,3535,3677,10,163
20541,0,0,2,274
20542,0,0,4,85
20543,0,0,3,71
20544,0,0,62,34
20545,0,0,4,88
20546,0,0,4,60
20547,0,0,3,62
20548,0,0,1,125
20549,0,0,3,77
20550,0,0,4,54
20551,0,0,6,30
20552,0,0,134,40
20553,0,0,22,92
20554,0,0,5,83
20555,0,0,8,51
20556,3535,3677,3,177
20557,0,0,2,134
20558,0,0,7,74
20559,0,0,4,45
20560,0,0,6,48
20561,0,0,3,86
20562,0,0,33,71
20563,0,0,21,48
20564,0,0,4,199
20565,0,0,1,274
20566,0,0,2,212
20567,0,0,1,379
20568,0,0,1,591
20569,0,0,2,427
20570,0,0,22,60
20571,0,0,10,30
20572,3535,3677,5,108
20573,0,0,12,30
20574,0,0,13,18
20575,0,0,3,116
20576,0,0,4,92
20577,0,0,10,40
20578,0,0,46,45
20579,0,0,105,12
20580,0,0,98,8
20581,0,0,80,13
20582,0,0,6,91
20583,0,0,2,205
20584,0,0,0,528
20585,0,0,1,330
20586,0,0,2,250
20587,0,0,3,107
20588,3535,3677,4,142
20589,0,0,2,268
20590,0,0,0,574
20591,0,0,5,259
20592,0,0,73,65
20593,0,0,75,14
20594,0,0,178,16
20595,0,0,62,10
20596,0,0,494,6
20597,0,0,178,7
20598,0,0,181,5
20599,0,0,65,7
20600,0,0,25,24
20601,0,0,56,10
20602,0,0,40,10
20603,0,0,23,121
20604,3535,3677,235,17
20605,0,0,205,5
20606,0,0,363,6
20607,0,0,449,7
20608,0,0,78,25
20609,0,0,143,7
20610,0,0,126,7
20611,0,0,236,7
20612,0,0,7,116
20613,0,0,7,22
20614,0,0,26,8
20615,0,0,290,5
20616,0,0,150,16
20617,0,0,112,35
20618,0,0,59,9
20619,0,0,210,8
20620,3535,3677,109,8
20621,0,0,218,8
20622,0,0,34,13
20623,0,0,9,116
20624,0,0,100,55
20625,0,0,95,27
20626,0,0,18,118
20627,0,0,1,215
20628,0,0,12,80
20629,0,0,2,105
20630,0,0,54,72
20631,0,0,1,235
20632,0,0,95,53
20633,0,0,8,93
20634,0,0,74,79
20635,0,0,4,94
20636,3535,3677,193,28
20637,0,0,50,51
20638,0,0,3,144
20639,0,0,3,130
20640,0,0,38,69
20641,0,0,1,247
20642,0,0,2,223
20643,0,0,9,114
20644,0,0,202,27
20645,0,0,20,63
20646,0,0,150,11
20647,0,0,46,16
20648,0,0,18,29
20649,0,0,35,62
20650,0,0,24,39
20651,0,0,11,12
20652,3535,3677,6,16
20653,0,0,11,11
20654,0,0,8,12
20655,0,0,10,15
20656,0,0,13,24
20657,0,0,9,13
20658,0,0,8,24
20659,0,0,1,123
20660,0,0,26,160
20661,0,0,4,271
20662,0,0,1,296
20663,0,0,25,71
20664,0,0,39,93
20665,0,0,8,36
20666,0,0,11,43
20667,0,0,89,13
20668,3535,3677,34,26
20669,0,0,100,3
20670,0,0,92,6
20671,0,0,205,4
20672,0,0,435,3
20673,0,0,428,4
20674,0,0,467,4
20675,0,0,255,5
20676,0,0,199,18
20677,0,0,134,13
20678,0,0,133,14
20679,0,0,84,9
20680,0,0,117,11
20681,0,0,119,7
20682,0,0,95,10
20683,0,0,121,9
20684,3535,3677,702,8
20685,0,0,606,4
20686,0,0,696,4
20687,0,0,471,4
20688,0,0,435,9
20689,0,0,399,3
20690,0,0,357,4
20691,0,0,226,16
20692,0,0,345,49
20693,0,0,291,5
20694,0,0,430,6
20695,0,0,426,6
20696,0,0,523,7
20697,0,0,121,45
20698,0,0,141,50
20699,0,0,99,16
20700,3535,3677,28,43
20701,0,0,15,52
20702,0,0,114,80
20703,0,0,41,80
20704,0,0,70,25
20705,0,0,267,4
20706,0,0,559,5
20707,0,0,727,4
20708,0,0,333,5
20709,0,0,217,8
20710,0,0,530,5
20711,0,0,756,2
20712,0,0,234,12
20713,0,0,35,25
20714,0,0,102,5
20715,0,0,130,8
20716,3535,3677,74,21
20717,0,0,85,19
20718,0,0,204,10
