,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
209,2756,2827,0,360
210,2756,2827,0,412
211,2756,2827,4,260
212,2756,2827,16,276
213,2756,2827,0,484
214,2756,2827,0,292
215,2756,2827,4,40
216,2756,2827,4,336
217,2756,2827,0,428
218,2756,2827,0,288
219,2756,2827,36,96
220,2756,2827,4,1388
221,2756,2827,0,1488
222,2756,2827,8,1080
223,2756,2827,152,440
224,2756,2827,212,220
225,2756,2827,56,24
226,2756,2827,68,4
227,2756,2827,32,40
228,2756,2827,224,56
229,2756,2827,500,0
230,2756,2827,408,0
231,2756,2827,412,0
232,2756,2827,344,4
233,2756,2827,200,4
234,2756,2827,524,0
235,2756,2827,404,0
236,2756,2827,688,0
237,2756,2827,544,0
238,2756,2827,664,0
239,2756,2827,968,0
240,2756,2827,848,0
241,2756,2827,340,4
242,2756,2827,516,0
243,2756,2827,56,4
244,2756,2827,300,0
245,2756,2827,24,0
246,2756,2827,8,8
247,2756,2827,4,64
248,2756,2827,28,36
249,2756,2827,68,8
250,2756,2827,4,8
251,2756,2827,4,56
252,2756,2827,124,44
253,2756,2827,72,4
254,2756,2827,8,12
255,2756,2827,4,4
256,2756,2827,16,108
257,2756,2827,28,20
258,2756,2827,4,32
259,2756,2827,24,28
260,2756,2827,0,128
261,2756,2827,4,20
262,2756,2827,32,28
263,2756,2827,444,0
264,2756,2827,656,0
265,2756,2827,640,0
266,2756,2827,384,0
267,2756,2827,172,8
268,2756,2827,48,4
269,2756,2827,12,8
270,2756,2827,8,176
271,2756,2827,0,400
272,2756,2827,104,40
273,2756,2827,100,120
274,2756,2827,20,68
275,2756,2827,0,212
276,2756,2827,476,4
277,2756,2827,456,0
278,2756,2827,92,0
279,2756,2827,44,4
280,2756,2827,372,4
281,2756,2827,212,0
282,2756,2827,136,4
283,2756,2827,256,4
284,2756,2827,332,8
285,2756,2827,56,4
286,2756,2827,52,16
287,2756,2827,104,20
288,2756,2827,756,0
289,2756,2827,376,0
290,2756,2827,8,8
291,2756,2827,0,272
292,2756,2827,28,36
293,2756,2827,48,4
294,2756,2827,28,4
295,2756,2827,4,136
296,2756,2827,304,4
297,2756,2827,124,4
298,2756,2827,92,4
299,2756,2827,16,56
300,2756,2827,572,0
301,2756,2827,236,0
302,2756,2827,60,8
303,2756,2827,16,44
304,2756,2827,104,20
305,2756,2827,172,0
306,2756,2827,308,0
307,2756,2827,524,0
308,2756,2827,396,4
309,2756,2827,204,0
310,2756,2827,244,0
311,2756,2827,256,0
312,2756,2827,4,180
313,2756,2827,236,4
314,2756,2827,208,0
315,2756,2827,28,8
316,2756,2827,0,424
317,2756,2827,0,220
318,2756,2827,4,156
319,2756,2827,40,48
320,2756,2827,40,56
321,2756,2827,128,12
322,2756,2827,64,20
323,2756,2827,100,24
324,2756,2827,748,28
325,2756,2827,1156,0
326,2756,2827,1296,0
327,2756,2827,1088,0
328,2756,2827,528,20
329,2756,2827,396,4
330,2756,2827,228,0
331,2756,2827,96,0
332,2756,2827,448,0
333,2756,2827,452,0
334,2756,2827,96,4
335,2756,2827,20,16
336,2756,2827,12,28
337,2756,2827,0,480
338,2756,2827,0,332
339,2756,2827,0,312
340,2756,2827,844,12
341,2756,2827,564,4
342,2756,2827,380,8
343,2756,2827,208,8
344,2756,2827,384,4
345,2756,2827,256,12
346,2756,2827,468,4
347,2756,2827,224,4
348,2756,2827,368,4
349,2756,2827,340,4
350,2756,2827,368,4
351,2756,2827,336,4
352,2756,2827,1136,0
353,2756,2827,1092,0
354,2756,2827,872,0
355,2756,2827,764,0
356,2756,2827,60,24
357,2756,2827,248,0
358,2756,2827,160,4
359,2756,2827,12,76
360,2756,2827,8,100
361,2756,2827,12,16
362,2756,2827,0,136
363,2756,2827,0,88
364,2756,2827,576,4
365,2756,2827,100,4
366,2756,2827,132,4
367,2756,2827,16,16
368,2756,2827,152,20
369,2756,2827,196,8
370,2756,2827,332,4
371,2756,2827,68,4
372,2756,2827,332,4
373,2756,2827,272,4
374,2756,2827,180,8
375,2756,2827,40,236
376,2756,2827,20,148
377,2756,2827,4,8
378,2756,2827,56,176
379,2756,2827,4,212
380,2756,2827,148,64
381,2756,2827,100,12
382,2756,2827,4,120
383,2756,2827,0,168
384,2756,2827,520,76
385,2756,2827,696,0
386,2756,2827,756,0
387,2756,2827,36,4
388,2756,2827,400,4
389,2756,2827,376,0
390,2756,2827,252,4
391,2756,2827,56,8
392,2756,2827,336,0
393,2756,2827,184,8
394,2756,2827,208,12
395,2756,2827,12,12
396,2756,2827,664,8
397,2756,2827,584,0
398,2756,2827,180,0
399,2756,2827,32,4
400,2756,2827,328,4
401,2756,2827,144,4
402,2756,2827,116,4
403,2756,2827,152,4
404,2756,2827,660,0
405,2756,2827,388,4
406,2756,2827,196,4
407,2756,2827,180,4
408,2756,2827,12,224
409,2756,2827,108,4
410,2756,2827,496,4
411,2756,2827,432,20
412,2756,2827,4,472
413,2756,2827,8,376
414,2756,2827,60,120
415,2756,2827,48,40
416,2756,2827,0,448
417,2756,2827,8,204
418,2756,2827,0,256
419,2756,2827,0,228
420,2756,2827,12,248
421,2756,2827,0,80
422,2756,2827,244,0
423,2756,2827,260,4
424,2756,2827,32,152
425,2756,2827,24,20
426,2756,2827,4,8
427,2756,2827,16,8
428,2756,2827,420,0
429,2756,2827,120,8
430,2756,2827,184,0
431,2756,2827,36,16
432,2756,2827,104,20
433,2756,2827,24,72
434,2756,2827,128,8
435,2756,2827,0,192
436,2756,2827,4,24
437,2756,2827,0,588
438,2756,2827,8,312
439,2756,2827,4,192
440,2756,2827,348,24
441,2756,2827,272,0
442,2756,2827,348,8
443,2756,2827,4,32
444,2756,2827,44,24
445,2756,2827,180,0
446,2756,2827,580,0
447,2756,2827,188,4
448,2756,2827,16,4
449,2756,2827,68,44
450,2756,2827,188,16
451,2756,2827,276,0
452,2756,2827,24,104
453,2756,2827,0,120
454,2756,2827,0,392
455,2756,2827,0,280
456,2756,2827,28,84
457,2756,2827,4,496
458,2756,2827,0,400
459,2756,2827,0,260
460,2756,2827,60,40
461,2756,2827,64,24
462,2756,2827,32,108
463,2756,2827,0,292
464,2756,2827,0,288
465,2756,2827,0,652
466,2756,2827,0,752
467,2756,2827,0,412
468,2756,2827,0,160
469,2756,2827,0,176
470,2756,2827,0,404
471,2756,2827,0,640
472,2756,2827,4,204
473,2756,2827,0,108
474,2756,2827,8,156
475,2756,2827,0,192
476,2756,2827,0,336
477,2756,2827,0,468
478,2756,2827,0,368
479,2756,2827,4,256
480,2756,2827,68,84
481,2756,2827,0,188
482,2756,2827,12,80
483,2756,2827,12,216
484,2756,2827,312,12
485,2756,2827,84,8
486,2756,2827,88,4
487,2756,2827,32,24
488,2756,2827,248,24
489,2756,2827,156,0
490,2756,2827,76,4
491,2756,2827,104,24
492,2756,2827,172,20
493,2756,2827,168,4
494,2756,2827,224,0
495,2756,2827,192,44
496,2756,2827,4,232
497,2756,2827,0,224
498,2756,2827,0,176
499,2756,2827,0,132
500,2756,2827,4,32
501,2756,2827,8,8
502,2756,2827,4,48
503,2756,2827,16,4
504,2756,2827,96,20
505,2756,2827,272,0
506,2756,2827,444,0
507,2756,2827,724,0
508,2756,2827,112,24
509,2756,2827,168,4
510,2756,2827,168,4
511,2756,2827,148,4
512,2756,2827,4,376
513,2756,2827,0,312
514,2756,2827,32,28
515,2756,2827,80,4
516,2756,2827,28,4
517,2756,2827,60,0
518,2756,2827,144,0
519,2756,2827,124,0
520,2756,2827,28,36
521,2756,2827,100,20
522,2756,2827,164,0
523,2756,2827,212,0
524,2756,2827,164,0
525,2756,2827,248,0
526,2756,2827,336,0
527,2756,2827,508,0
528,2756,2827,1104,0
529,2756,2827,692,0
530,2756,2827,500,0
531,2756,2827,252,0
532,2756,2827,156,8
533,2756,2827,4,56
534,2756,2827,4,8
535,2756,2827,8,76
536,2756,2827,664,28
537,2756,2827,896,0
538,2756,2827,800,0
539,2756,2827,700,0
540,2756,2827,436,0
541,2756,2827,780,0
542,2756,2827,696,0
543,2756,2827,552,0
544,2756,2827,252,0
545,2756,2827,396,4
546,2756,2827,516,0
547,2756,2827,1008,0
548,2756,2827,156,40
549,2756,2827,92,4
550,2756,2827,88,4
551,2756,2827,16,4
552,2756,2827,348,4
553,2756,2827,288,0
554,2756,2827,168,8
555,2756,2827,144,4
556,2756,2827,300,0
557,2756,2827,80,28
558,2756,2827,244,36
559,2756,2827,20,32
560,2756,2827,280,4
561,2756,2827,192,32
562,2756,2827,4,92
563,2756,2827,0,224
564,2756,2827,48,104
565,2756,2827,28,76
566,2756,2827,0,140
567,2756,2827,0,208
568,2756,2827,28,152
569,2756,2827,0,456
570,2756,2827,0,248
571,2756,2827,0,272
572,2756,2827,24,60
573,2756,2827,8,160
574,2756,2827,4,408
575,2756,2827,4,568
576,2756,2827,28,452
577,2756,2827,0,500
578,2756,2827,0,632
579,2756,2827,0,564
580,2756,2827,4,156
581,2756,2827,4,176
582,2756,2827,4,124
583,2756,2827,0,768
584,2756,2827,8,52
585,2756,2827,4,12
586,2756,2827,8,56
587,2756,2827,0,212
588,2756,2827,96,40
589,2756,2827,124,12
590,2756,2827,148,4
591,2756,2827,52,16
592,2756,2827,16,60
593,2756,2827,8,4
594,2756,2827,36,12
595,2756,2827,16,4
596,2756,2827,4,940
597,2756,2827,0,684
598,2756,2827,48,64
599,2756,2827,248,0
600,2756,2827,44,40
601,2756,2827,76,16
602,2756,2827,596,0
603,2756,2827,876,0
604,2756,2827,288,4
605,2756,2827,1036,0
606,2756,2827,1060,0
607,2756,2827,1152,0
608,2756,2827,672,8
609,2756,2827,876,4
610,2756,2827,776,4
611,2756,2827,696,4
612,2756,2827,876,0
613,2756,2827,748,4
614,2756,2827,576,4
615,2756,2827,620,4
616,2756,2827,1256,4
617,2756,2827,964,0
618,2756,2827,572,4
619,2756,2827,244,8
620,2756,2827,812,4
621,2756,2827,972,4
622,2756,2827,556,4
623,2756,2827,328,0
624,2756,2827,624,4
625,2756,2827,84,28
626,2756,2827,68,20
627,2756,2827,28,20
628,2756,2827,808,4
629,2756,2827,1008,0
630,2756,2827,928,4
631,2756,2827,444,48
632,2756,2827,1284,4
633,2756,2827,1588,4
634,2756,2827,1236,0
635,2756,2827,1148,4
636,2756,2827,1436,0
637,2756,2827,1124,20
638,2756,2827,604,40
639,2756,2827,376,24
640,2756,2827,0,212
641,2756,2827,0,132
642,2756,2827,0,188
643,2756,2827,16,8
644,2756,2827,112,8
645,2756,2827,216,4
646,2756,2827,8,8
647,2756,2827,104,4
648,2756,2827,4,92
649,2756,2827,4,332
650,2756,2827,0,656
651,2756,2827,0,824
652,2756,2827,104,140
653,2756,2827,76,168
654,2756,2827,4,116
655,2756,2827,4,248
656,2756,2827,180,180
657,2756,2827,8,388
658,2756,2827,0,340
659,2756,2827,0,464
660,2756,2827,560,8
661,2756,2827,224,20
662,2756,2827,52,20
663,2756,2827,4,248
664,2756,2827,464,60
665,2756,2827,552,4
666,2756,2827,312,4
667,2756,2827,20,56
668,2756,2827,172,8
669,2756,2827,8,8
670,2756,2827,4,32
671,2756,2827,8,80
672,2756,2827,8,80
673,2756,2827,40,4
674,2756,2827,8,52
675,2756,2827,12,28
676,2756,2827,496,4
677,2756,2827,448,0
678,2756,2827,456,0
679,2756,2827,72,4
680,2756,2827,60,24
681,2756,2827,28,24
682,2756,2827,8,16
683,2756,2827,8,44
684,2756,2827,188,4
685,2756,2827,128,4
686,2756,2827,28,8
687,2756,2827,4,8
688,2756,2827,20,4
689,2756,2827,156,4
690,2756,2827,708,0
691,2756,2827,756,8
692,2756,2827,668,4
693,2756,2827,256,8
694,2756,2827,460,0
695,2756,2827,956,0
696,2756,2827,248,440
697,2756,2827,280,12
698,2756,2827,660,4
699,2756,2827,584,4
700,2756,2827,244,12
701,2756,2827,548,0
702,2756,2827,680,0
703,2756,2827,656,0
704,2756,2827,256,12
705,2756,2827,132,4
706,2756,2827,180,4
707,2756,2827,8,12
708,2756,2827,8,48
709,2756,2827,56,8
710,2756,2827,0,472
711,2756,2827,0,320
712,2756,2827,4,100
713,2756,2827,0,548
714,2756,2827,0,204
715,2756,2827,0,352
716,2756,2827,4,24
717,2756,2827,12,60
718,2756,2827,0,144
719,2756,2827,0,408
720,2756,2827,8,64
721,2756,2827,4,16
722,2756,2827,80,8
723,2756,2827,16,16
724,2756,2827,456,4
725,2756,2827,500,0
726,2756,2827,308,4
727,2756,2827,276,4
728,2756,2827,240,4
729,2756,2827,392,0
730,2756,2827,460,0
731,2756,2827,424,0
732,2756,2827,160,20
733,2756,2827,256,4
734,2756,2827,96,24
735,2756,2827,16,120
736,2756,2827,4,296
737,2756,2827,24,16
738,2756,2827,480,0
739,2756,2827,544,4
740,2756,2827,84,12
741,2756,2827,316,0
742,2756,2827,436,0
743,2756,2827,444,8
744,2756,2827,24,12
745,2756,2827,388,4
746,2756,2827,188,8
747,2756,2827,4,36
748,2756,2827,412,12
749,2756,2827,168,12
750,2756,2827,4,24
751,2756,2827,4,280
752,2756,2827,44,248
753,2756,2827,0,228
754,2756,2827,4,432
755,2756,2827,0,528
756,2756,2827,384,364
757,2756,2827,56,116
758,2756,2827,4,224
759,2756,2827,0,428
760,2756,2827,876,528
761,2756,2827,0,108
762,2756,2827,0,232
763,2756,2827,8,492
764,2756,2827,0,124
765,2756,2827,32,24
766,2756,2827,0,144
767,2756,2827,4,260
768,2756,2827,312,28
769,2756,2827,432,12
770,2756,2827,256,104
771,2756,2827,4,16
772,2756,2827,36,8
773,2756,2827,56,8
774,2756,2827,440,4
775,2756,2827,416,8
776,2756,2827,412,36
777,2756,2827,128,4
778,2756,2827,80,4
779,2756,2827,284,80
780,2756,2827,336,4
781,2756,2827,308,12
782,2756,2827,416,4
783,2756,2827,436,8
784,2756,2827,80,20
785,2756,2827,620,0
786,2756,2827,1056,0
787,2756,2827,664,4
788,2756,2827,248,44
789,2756,2827,492,8
790,2756,2827,976,0
791,2756,2827,764,28
792,2756,2827,540,96
793,2756,2827,368,4
794,2756,2827,192,60
795,2756,2827,172,4
796,2756,2827,272,8
797,2756,2827,488,0
798,2756,2827,436,0
799,2756,2827,644,0
800,2756,2827,852,0
801,2756,2827,1404,0
802,2756,2827,916,12
803,2756,2827,712,0
804,2756,2827,472,24
805,2756,2827,604,0
806,2756,2827,636,0
807,2756,2827,992,0
808,2756,2827,908,28
809,2756,2827,668,12
810,2756,2827,600,148
811,2756,2827,192,8
812,2756,2827,184,4
813,2756,2827,44,4
814,2756,2827,480,0
815,2756,2827,472,0
816,2756,2827,568,0
817,2756,2827,192,4
818,2756,2827,280,4
819,2756,2827,32,8
820,2756,2827,4,8
821,2756,2827,12,20
822,2756,2827,64,32
823,2756,2827,8,192
824,2756,2827,92,184
825,2756,2827,160,4
826,2756,2827,16,12
827,2756,2827,24,12
828,2756,2827,260,4
829,2756,2827,16,8
830,2756,2827,4,8
831,2756,2827,12,4
832,2756,2827,212,0
833,2756,2827,288,4
834,2756,2827,672,0
835,2756,2827,776,0
836,2756,2827,24,32
837,2756,2827,488,0
838,2756,2827,188,0
839,2756,2827,44,4
840,2756,2827,20,8
841,2756,2827,8,4
842,2756,2827,12,12
843,2756,2827,8,60
844,2756,2827,220,44
845,2756,2827,32,4
846,2756,2827,0,260
847,2756,2827,0,520
848,2756,2827,700,60
849,2756,2827,536,0
850,2756,2827,608,0
851,2756,2827,24,4
852,2756,2827,156,8
853,2756,2827,104,24
854,2756,2827,44,20
855,2756,2827,80,16
856,2756,2827,64,60
857,2756,2827,96,12
858,2756,2827,124,20
859,2756,2827,0,256
860,2756,2827,28,28
861,2756,2827,0,84
862,2756,2827,8,64
863,2756,2827,4,132
864,2756,2827,64,56
865,2756,2827,0,148
866,2756,2827,0,92
867,2756,2827,0,156
868,2756,2827,8,8
869,2756,2827,12,4
870,2756,2827,4,8
871,2756,2827,24,40
872,2756,2827,24,36
873,2756,2827,108,8
874,2756,2827,36,24
875,2756,2827,104,12
876,2756,2827,224,4
877,2756,2827,120,0
878,2756,2827,8,4
879,2756,2827,20,12
880,2756,2827,0,464
881,2756,2827,0,188
882,2756,2827,4,40
883,2756,2827,4,28
884,2756,2827,4,64
885,2756,2827,64,64
886,2756,2827,244,0
887,2756,2827,136,0
888,2756,2827,244,8
889,2756,2827,224,0
890,2756,2827,848,0
891,2756,2827,1112,0
892,2756,2827,548,24
893,2756,2827,756,0
894,2756,2827,1052,0
895,2756,2827,1268,0
896,2756,2827,872,0
897,2756,2827,1124,4
898,2756,2827,884,4
899,2756,2827,764,4
900,2756,2827,420,36
901,2756,2827,428,4
902,2756,2827,288,4
903,2756,2827,212,4
904,2756,2827,368,0
905,2756,2827,500,0
906,2756,2827,528,0
907,2756,2827,764,0
908,2756,2827,880,0
909,2756,2827,692,4
910,2756,2827,712,4
911,2756,2827,564,32
912,2756,2827,568,4
913,2756,2827,292,4
914,2756,2827,4,8
915,2756,2827,68,4
916,2756,2827,564,0
917,2756,2827,568,0
918,2756,2827,612,8
919,2756,2827,96,8
920,2756,2827,552,4
921,2756,2827,892,0
922,2756,2827,620,4
923,2756,2827,744,4
924,2756,2827,668,8
925,2756,2827,672,4
926,2756,2827,656,4
927,2756,2827,696,8
928,2756,2827,604,204
929,2756,2827,296,44
930,2756,2827,480,4
931,2756,2827,864,0
932,2756,2827,536,4
933,2756,2827,844,4
934,2756,2827,852,8
935,2756,2827,876,8
936,2756,2827,380,52
937,2756,2827,200,216
938,2756,2827,0,136
939,2756,2827,4,16
940,2756,2827,192,8
941,2756,2827,16,124
942,2756,2827,0,388
943,2756,2827,0,264
944,2756,2827,348,56
945,2756,2827,24,44
946,2756,2827,4,12
947,2756,2827,4,20
948,2756,2827,340,24
949,2756,2827,500,540
950,2756,2827,0,536
951,2756,2827,0,776
952,2756,2827,56,148
953,2756,2827,60,12
954,2756,2827,8,96
955,2756,2827,4,136
956,2756,2827,8,132
957,2756,2827,0,328
958,2756,2827,0,476
959,2756,2827,0,588
960,2756,2827,344,40
961,2756,2827,500,4
962,2756,2827,136,8
963,2756,2827,84,4
964,2756,2827,596,4
965,2756,2827,244,0
966,2756,2827,44,20
967,2756,2827,0,444
968,2756,2827,20,44
969,2756,2827,40,20
970,2756,2827,4,108
971,2756,2827,0,576
972,2756,2827,0,556
973,2756,2827,0,808
974,2756,2827,0,704
975,2756,2827,0,696
976,2756,2827,80,84
977,2756,2827,64,8
978,2756,2827,200,4
979,2756,2827,28,4
980,2756,2827,0,416
981,2756,2827,0,148
982,2756,2827,24,28
983,2756,2827,148,0
984,2756,2827,300,88
985,2756,2827,412,4
986,2756,2827,1300,0
987,2756,2827,1568,0
988,2756,2827,568,40
989,2756,2827,660,16
990,2756,2827,1080,0
991,2756,2827,1836,0
992,2756,2827,1176,8
993,2756,2827,792,24
994,2756,2827,656,20
995,2756,2827,760,4
996,2756,2827,412,16
997,2756,2827,404,8
998,2756,2827,92,8
999,2756,2827,64,4
1000,2756,2827,468,4
1001,2756,2827,308,68
1002,2756,2827,304,76
1003,2756,2827,8,8
1004,2756,2827,52,8
1005,2756,2827,52,4
1006,2756,2827,4,8
1007,2756,2827,4,68
1008,2756,2827,24,72
1009,2756,2827,4,76
1010,2756,2827,0,248
1011,2756,2827,0,252
1012,2756,2827,380,28
1013,2756,2827,48,8
1014,2756,2827,12,4
1015,2756,2827,8,52
1016,2756,2827,44,60
1017,2756,2827,8,8
1018,2756,2827,4,88
1019,2756,2827,0,408
1020,2756,2827,0,264
1021,2756,2827,0,200
1022,2756,2827,4,96
1023,2756,2827,0,288
1024,2756,2827,20,172
1025,2756,2827,8,8
1026,2756,2827,20,12
1027,2756,2827,88,8
1028,2756,2827,268,8
1029,2756,2827,812,4
1030,2756,2827,608,0
1031,2756,2827,224,0
1032,2756,2827,16,4
1033,2756,2827,80,8
1034,2756,2827,72,4
1035,2756,2827,220,0
1036,2756,2827,72,12
1037,2756,2827,128,0
1038,2756,2827,260,8
1039,2756,2827,208,4
1040,2756,2827,324,16
1041,2756,2827,24,48
1042,2756,2827,8,164
1043,2756,2827,4,204
1044,2756,2827,80,12
1045,2756,2827,52,24
1046,2756,2827,0,336
1047,2756,2827,0,396
1048,2756,2827,108,72
1049,2756,2827,4,148
1050,2756,2827,36,88
1051,2756,2827,36,36
1052,2756,2827,320,8
1053,2756,2827,96,20
1054,2756,2827,36,64
1055,2756,2827,8,104
1056,2756,2827,712,4
1057,2756,2827,832,0
1058,2756,2827,476,0
1059,2756,2827,360,4
1060,2756,2827,188,8
1061,2756,2827,64,44
1062,2756,2827,16,16
1063,2756,2827,12,4
1064,2756,2827,16,16
1065,2756,2827,20,4
1066,2756,2827,8,4
1067,2756,2827,48,4
1068,2756,2827,400,0
1069,2756,2827,396,0
1070,2756,2827,36,4
1071,2756,2827,8,8
1072,2756,2827,16,12
1073,2756,2827,4,320
1074,2756,2827,16,304
1075,2756,2827,8,312
1076,2756,2827,136,8
1077,2756,2827,12,100
1078,2756,2827,0,492
1079,2756,2827,4,608
1080,2756,2827,8,144
1081,2756,2827,8,8
1082,2756,2827,132,36
1083,2756,2827,96,80
1084,2756,2827,28,208
1085,2756,2827,24,8
1086,2756,2827,204,12
1087,2756,2827,296,0
1088,2756,2827,40,8
1089,2756,2827,264,0
1090,2756,2827,380,0
1091,2756,2827,376,0
1092,2756,2827,48,16
1093,2756,2827,24,32
1094,2756,2827,4,136
1095,2756,2827,0,248
1096,2756,2827,4,368
1097,2756,2827,12,104
1098,2756,2827,8,32
1099,2756,2827,4,124
1100,2756,2827,140,60
1101,2756,2827,104,16
1102,2756,2827,52,12
1103,2756,2827,52,68
1104,2756,2827,72,100
1105,2756,2827,0,648
1106,2756,2827,0,752
1107,2756,2827,0,584
1108,2756,2827,12,96
1109,2756,2827,0,388
1110,2756,2827,12,360
1111,2756,2827,0,968
1112,2756,2827,8,176
1113,2756,2827,12,48
1114,2756,2827,140,4
1115,2756,2827,8,96
1116,2756,2827,4,136
1117,2756,2827,12,48
1118,2756,2827,8,140
1119,2756,2827,8,96
1120,2756,2827,4,96
1121,2756,2827,24,68
1122,2756,2827,96,40
1123,2756,2827,540,4
1124,2756,2827,104,64
1125,2756,2827,32,108
1126,2756,2827,4,112
1127,2756,2827,8,64
1128,2756,2827,16,8
1129,2756,2827,20,256
1130,2756,2827,0,492
1131,2756,2827,4,200
1132,2756,2827,68,60
1133,2756,2827,4,212
1134,2756,2827,0,460
1135,2756,2827,0,408
1136,2756,2827,156,20
1137,2756,2827,36,136
1138,2756,2827,8,284
1139,2756,2827,4,144
1140,2756,2827,16,184
1141,2756,2827,84,96
1142,2756,2827,4,148
