tick;SH;HH;NI;HB;NW;HE;RP;BW;BY;SL;BE;BB;MV;SN;ST;TH
683;4,31968E-05;4,23017E-05;4,2746E-05;4,26742E-05;4,43742E-05;4,21559E-05;4,25592E-05;4,31148E-05;4,65662E-05;4,33593E-05;4,54433E-05;4,54433E-05;4,45405E-05;4,5536E-05;4,5136E-05;4,44657E-05
684;5,06125E-05;4,95634E-05;5,00842E-05;5E-05;5,19924E-05;4,93926E-05;4,98652E-05;5,05164E-05;5,22776E-05;4,86766E-05;5,32455E-05;5,32455E-05;5,21873E-05;5,11208E-05;5,28853E-05;4,9919E-05
685;5,06125E-05;4,95634E-05;5,00842E-05;5E-05;5,19924E-05;4,93926E-05;4,98652E-05;5,05164E-05;5,22776E-05;4,86766E-05;5,32455E-05;5,32455E-05;5,21873E-05;5,11208E-05;5,28853E-05;4,9919E-05
686;5,06125E-05;4,95634E-05;5,00842E-05;5E-05;5,19924E-05;4,93926E-05;4,98652E-05;5,05164E-05;5,22776E-05;4,86766E-05;5,32455E-05;5,32455E-05;5,21873E-05;5,11208E-05;5,28853E-05;4,9919E-05
687;5,06125E-05;4,95634E-05;5,00842E-05;5E-05;5,19924E-05;4,93926E-05;4,98652E-05;5,05164E-05;5,22776E-05;4,86766E-05;5,32455E-05;5,32455E-05;5,21873E-05;5,11208E-05;5,28853E-05;4,9919E-05
688;6,06464E-05;5,93891E-05;6,00133E-05;5,99124E-05;6,23004E-05;5,91843E-05;5,97508E-05;6,05313E-05;5,68852E-05;5,29663E-05;6,38024E-05;6,38024E-05;6,25341E-05;5,56262E-05;6,33706E-05;5,43183E-05
689;6,06464E-05;5,93891E-05;6,00133E-05;5,99124E-05;6,23004E-05;5,91843E-05;5,97508E-05;6,05313E-05;5,68852E-05;5,29663E-05;6,38024E-05;6,38024E-05;6,25341E-05;5,56262E-05;6,33706E-05;5,43183E-05
690;6,06464E-05;5,93891E-05;6,00133E-05;5,99124E-05;6,23004E-05;5,91843E-05;5,97508E-05;6,05313E-05;5,68852E-05;5,29663E-05;6,38024E-05;6,38024E-05;6,25341E-05;5,56262E-05;6,33706E-05;5,43183E-05
691;6,06464E-05;5,93891E-05;6,00133E-05;5,99124E-05;6,23004E-05;5,91843E-05;5,97508E-05;6,05313E-05;5,68852E-05;5,29663E-05;6,38024E-05;6,38024E-05;6,25341E-05;5,56262E-05;6,33706E-05;5,43183E-05
692;5,75304E-05;5,63377E-05;5,69298E-05;5,68341E-05;5,90992E-05;5,61434E-05;5,66808E-05;5,74212E-05;5,68686E-05;5,29508E-05;6,05239E-05;6,05239E-05;5,93209E-05;5,561E-05;6,01144E-05;5,43025E-05
693;5,75304E-05;5,63377E-05;5,69298E-05;5,68341E-05;5,90992E-05;5,61434E-05;5,66808E-05;5,74212E-05;5,68686E-05;5,29508E-05;6,05239E-05;6,05239E-05;5,93209E-05;5,561E-05;6,01144E-05;5,43025E-05
694;5,75304E-05;5,63377E-05;5,69298E-05;5,68341E-05;5,90992E-05;5,61434E-05;5,66808E-05;5,74212E-05;5,68686E-05;5,29508E-05;6,05239E-05;6,05239E-05;5,93209E-05;5,561E-05;6,01144E-05;5,43025E-05
695;5,75304E-05;5,63377E-05;5,69298E-05;5,68341E-05;5,90992E-05;5,61434E-05;5,66808E-05;5,74212E-05;5,68686E-05;5,29508E-05;6,05239E-05;6,05239E-05;5,93209E-05;5,561E-05;6,01144E-05;5,43025E-05
696;7,23827E-05;7,08817E-05;7,16268E-05;7,15064E-05;7,43572E-05;7,06372E-05;7,13135E-05;7,22453E-05;6,91511E-05;6,43859E-05;7,61503E-05;7,61503E-05;7,46362E-05;6,76203E-05;7,56348E-05;6,60299E-05
697;7,23827E-05;7,08817E-05;7,16268E-05;7,15064E-05;7,43572E-05;7,06372E-05;7,13135E-05;7,22453E-05;6,91511E-05;6,43859E-05;7,61503E-05;7,61503E-05;7,46362E-05;6,76203E-05;7,56348E-05;6,60299E-05
698;7,23827E-05;7,08817E-05;7,16268E-05;7,15064E-05;7,43572E-05;7,06372E-05;7,13135E-05;7,22453E-05;6,91511E-05;6,43859E-05;7,61503E-05;7,61503E-05;7,46362E-05;6,76203E-05;7,56348E-05;6,60299E-05
699;7,23827E-05;7,08817E-05;7,16268E-05;7,15064E-05;7,43572E-05;7,06372E-05;7,13135E-05;7,22453E-05;6,91511E-05;6,43859E-05;7,61503E-05;7,61503E-05;7,46362E-05;6,76203E-05;7,56348E-05;6,60299E-05
700;7,55459E-05;7,39791E-05;7,47569E-05;7,46312E-05;7,76068E-05;7,37239E-05;7,44298E-05;7,54024E-05;7,1885E-05;6,69312E-05;7,94783E-05;7,94783E-05;7,78979E-05;7,02936E-05;7,89403E-05;6,86403E-05
701;7,55459E-05;7,39791E-05;7,47569E-05;7,46312E-05;7,76068E-05;7,37239E-05;7,44298E-05;7,54024E-05;7,1885E-05;6,69312E-05;7,94783E-05;7,94783E-05;7,78979E-05;7,02936E-05;7,89403E-05;6,86403E-05
702;7,55459E-05;7,39791E-05;7,47569E-05;7,46312E-05;7,76068E-05;7,37239E-05;7,44298E-05;7,54024E-05;7,1885E-05;6,69312E-05;7,94783E-05;7,94783E-05;7,78979E-05;7,02936E-05;7,89403E-05;6,86403E-05
703;7,55459E-05;7,39791E-05;7,47569E-05;7,46312E-05;7,76068E-05;7,37239E-05;7,44298E-05;7,54024E-05;7,1885E-05;6,69312E-05;7,94783E-05;7,94783E-05;7,78979E-05;7,02936E-05;7,89403E-05;6,86403E-05
704;7,24989E-05;7,09955E-05;7,17419E-05;7,16212E-05;7,44766E-05;7,07506E-05;7,1428E-05;7,23613E-05;7,11299E-05;6,62281E-05;7,62726E-05;7,62726E-05;7,4756E-05;6,95552E-05;7,57563E-05;6,79193E-05
705;7,24989E-05;7,09955E-05;7,17419E-05;7,16212E-05;7,44766E-05;7,07506E-05;7,1428E-05;7,23613E-05;7,11299E-05;6,62281E-05;7,62726E-05;7,62726E-05;7,4756E-05;6,95552E-05;7,57563E-05;6,79193E-05
706;7,24989E-05;7,09955E-05;7,17419E-05;7,16212E-05;7,44766E-05;7,07506E-05;7,1428E-05;7,23613E-05;7,11299E-05;6,62281E-05;7,62726E-05;7,62726E-05;7,4756E-05;6,95552E-05;7,57563E-05;6,79193E-05
707;7,24989E-05;7,09955E-05;7,17419E-05;7,16212E-05;7,44766E-05;7,07506E-05;7,1428E-05;7,23613E-05;7,11299E-05;6,62281E-05;7,62726E-05;7,62726E-05;7,4756E-05;6,95552E-05;7,57563E-05;6,79193E-05
708;6,93237E-05;6,78862E-05;6,85998E-05;6,84845E-05;7,12147E-05;6,7652E-05;6,82997E-05;6,91921E-05;7,04304E-05;6,55769E-05;7,29319E-05;7,29319E-05;7,14818E-05;6,88712E-05;7,24382E-05;6,72514E-05
709;6,93237E-05;6,78862E-05;6,85998E-05;6,84845E-05;7,12147E-05;6,7652E-05;6,82997E-05;6,91921E-05;7,04304E-05;6,55769E-05;7,29319E-05;7,29319E-05;7,14818E-05;6,88712E-05;7,24382E-05;6,72514E-05
710;6,93237E-05;6,78862E-05;6,85998E-05;6,84845E-05;7,12147E-05;6,7652E-05;6,82997E-05;6,91921E-05;7,04304E-05;6,55769E-05;7,29319E-05;7,29319E-05;7,14818E-05;6,88712E-05;7,24382E-05;6,72514E-05
711;6,93237E-05;6,78862E-05;6,85998E-05;6,84845E-05;7,12147E-05;6,7652E-05;6,82997E-05;6,91921E-05;7,04304E-05;6,55769E-05;7,29319E-05;7,29319E-05;7,14818E-05;6,88712E-05;7,24382E-05;6,72514E-05
712;6,66153E-05;6,5234E-05;6,59197E-05;6,58089E-05;6,84323E-05;6,5009E-05;6,56314E-05;6,64889E-05;6,79658E-05;6,32824E-05;7,00823E-05;7,00823E-05;6,8689E-05;6,64612E-05;6,9608E-05;6,48982E-05
713;6,66153E-05;6,5234E-05;6,59197E-05;6,58089E-05;6,84323E-05;6,5009E-05;6,56314E-05;6,64889E-05;6,79658E-05;6,32824E-05;7,00823E-05;7,00823E-05;6,8689E-05;6,64612E-05;6,9608E-05;6,48982E-05
714;6,66153E-05;6,5234E-05;6,59197E-05;6,58089E-05;6,84323E-05;6,5009E-05;6,56314E-05;6,64889E-05;6,79658E-05;6,32824E-05;7,00823E-05;7,00823E-05;6,8689E-05;6,64612E-05;6,9608E-05;6,48982E-05
715;6,66153E-05;6,5234E-05;6,59197E-05;6,58089E-05;6,84323E-05;6,5009E-05;6,56314E-05;6,64889E-05;6,79658E-05;6,32824E-05;7,00823E-05;7,00823E-05;6,8689E-05;6,64612E-05;6,9608E-05;6,48982E-05
716;6,38939E-05;6,25691E-05;6,32268E-05;6,31205E-05;6,56365E-05;6,23533E-05;6,29502E-05;6,37726E-05;6,59321E-05;6,13889E-05;6,72191E-05;6,72191E-05;6,58827E-05;6,44726E-05;6,67641E-05;6,29564E-05
717;6,38939E-05;6,25691E-05;6,32268E-05;6,31205E-05;6,56365E-05;6,23533E-05;6,29502E-05;6,37726E-05;6,59321E-05;6,13889E-05;6,72191E-05;6,72191E-05;6,58827E-05;6,44726E-05;6,67641E-05;6,29564E-05
718;6,38939E-05;6,25691E-05;6,32268E-05;6,31205E-05;6,56365E-05;6,23533E-05;6,29502E-05;6,37726E-05;6,59321E-05;6,13889E-05;6,72191E-05;6,72191E-05;6,58827E-05;6,44726E-05;6,67641E-05;6,29564E-05
719;6,38939E-05;6,25691E-05;6,32268E-05;6,31205E-05;6,56365E-05;6,23533E-05;6,29502E-05;6,37726E-05;6,59321E-05;6,13889E-05;6,72191E-05;6,72191E-05;6,58827E-05;6,44726E-05;6,67641E-05;6,29564E-05
720;5,9007E-05;5,77837E-05;5,8391E-05;5,82928E-05;6,06162E-05;5,75844E-05;5,81356E-05;5,8895E-05;6,21472E-05;5,78652E-05;6,20775E-05;6,20775E-05;6,08435E-05;6,07716E-05;6,16574E-05;5,93425E-05
721;5,9007E-05;5,77837E-05;5,8391E-05;5,82928E-05;6,06162E-05;5,75844E-05;5,81356E-05;5,8895E-05;6,21472E-05;5,78652E-05;6,20775E-05;6,20775E-05;6,08435E-05;6,07716E-05;6,16574E-05;5,93425E-05
722;5,9007E-05;5,77837E-05;5,8391E-05;5,82928E-05;6,06162E-05;5,75844E-05;5,81356E-05;5,8895E-05;6,21472E-05;5,78652E-05;6,20775E-05;6,20775E-05;6,08435E-05;6,07716E-05;6,16574E-05;5,93425E-05
723;5,9007E-05;5,77837E-05;5,8391E-05;5,82928E-05;6,06162E-05;5,75844E-05;5,81356E-05;5,8895E-05;6,21472E-05;5,78652E-05;6,20775E-05;6,20775E-05;6,08435E-05;6,07716E-05;6,16574E-05;5,93425E-05
724;5,87739E-05;5,75554E-05;5,81603E-05;5,80625E-05;6,03767E-05;5,73569E-05;5,79059E-05;5,86623E-05;6,03831E-05;5,62229E-05;6,18323E-05;6,18323E-05;6,06032E-05;5,90466E-05;6,14138E-05;5,76582E-05
725;5,87739E-05;5,75554E-05;5,81603E-05;5,80625E-05;6,03767E-05;5,73569E-05;5,79059E-05;5,86623E-05;6,03831E-05;5,62229E-05;6,18323E-05;6,18323E-05;6,06032E-05;5,90466E-05;6,14138E-05;5,76582E-05
726;5,87739E-05;5,75554E-05;5,81603E-05;5,80625E-05;6,03767E-05;5,73569E-05;5,79059E-05;5,86623E-05;6,03831E-05;5,62229E-05;6,18323E-05;6,18323E-05;6,06032E-05;5,90466E-05;6,14138E-05;5,76582E-05
727;5,87739E-05;5,75554E-05;5,81603E-05;5,80625E-05;6,03767E-05;5,73569E-05;5,79059E-05;5,86623E-05;6,03831E-05;5,62229E-05;6,18323E-05;6,18323E-05;6,06032E-05;5,90466E-05;6,14138E-05;5,76582E-05
728;5,47028E-05;5,35689E-05;5,41318E-05;5,40409E-05;5,61945E-05;5,33842E-05;5,38951E-05;5,4599E-05;6,0356E-05;5,61976E-05;5,75491E-05;5,75491E-05;5,64052E-05;5,90201E-05;5,71597E-05;5,76323E-05
729;5,47028E-05;5,35689E-05;5,41318E-05;5,40409E-05;5,61945E-05;5,33842E-05;5,38951E-05;5,4599E-05;6,0356E-05;5,61976E-05;5,75491E-05;5,75491E-05;5,64052E-05;5,90201E-05;5,71597E-05;5,76323E-05
730;5,47028E-05;5,35689E-05;5,41318E-05;5,40409E-05;5,61945E-05;5,33842E-05;5,38951E-05;5,4599E-05;6,0356E-05;5,61976E-05;5,75491E-05;5,75491E-05;5,64052E-05;5,90201E-05;5,71597E-05;5,76323E-05
731;5,47028E-05;5,35689E-05;5,41318E-05;5,40409E-05;5,61945E-05;5,33842E-05;5,38951E-05;5,4599E-05;6,0356E-05;5,61976E-05;5,75491E-05;5,75491E-05;5,64052E-05;5,90201E-05;5,71597E-05;5,76323E-05
732;5,36141E-05;5,25027E-05;5,30544E-05;5,29653E-05;5,5076E-05;5,23217E-05;5,28224E-05;5,35123E-05;5,84966E-05;5,44665E-05;5,64035E-05;5,64035E-05;5,52825E-05;5,72019E-05;5,60219E-05;5,58569E-05
733;5,36141E-05;5,25027E-05;5,30544E-05;5,29653E-05;5,5076E-05;5,23217E-05;5,28224E-05;5,35123E-05;5,84966E-05;5,44665E-05;5,64035E-05;5,64035E-05;5,52825E-05;5,72019E-05;5,60219E-05;5,58569E-05
734;5,36141E-05;5,25027E-05;5,30544E-05;5,29653E-05;5,5076E-05;5,23217E-05;5,28224E-05;5,35123E-05;5,84966E-05;5,44665E-05;5,64035E-05;5,64035E-05;5,52825E-05;5,72019E-05;5,60219E-05;5,58569E-05
735;5,36141E-05;5,25027E-05;5,30544E-05;5,29653E-05;5,5076E-05;5,23217E-05;5,28224E-05;5,35123E-05;5,84966E-05;5,44665E-05;5,64035E-05;5,64035E-05;5,52825E-05;5,72019E-05;5,60219E-05;5,58569E-05
736;4,95822E-05;4,85546E-05;4,90647E-05;4,89823E-05;5,0934E-05;4,83872E-05;4,88502E-05;4,94881E-05;5,61389E-05;5,22715E-05;5,21616E-05;5,21616E-05;5,1125E-05;5,48965E-05;5,18087E-05;5,36058E-05
737;4,95822E-05;4,85546E-05;4,90647E-05;4,89823E-05;5,0934E-05;4,83872E-05;4,88502E-05;4,94881E-05;5,61389E-05;5,22715E-05;5,21616E-05;5,21616E-05;5,1125E-05;5,48965E-05;5,18087E-05;5,36058E-05
738;4,95822E-05;4,85546E-05;4,90647E-05;4,89823E-05;5,0934E-05;4,83872E-05;4,88502E-05;4,94881E-05;5,61389E-05;5,22715E-05;5,21616E-05;5,21616E-05;5,1125E-05;5,48965E-05;5,18087E-05;5,36058E-05
739;4,95822E-05;4,85546E-05;4,90647E-05;4,89823E-05;5,0934E-05;4,83872E-05;4,88502E-05;4,94881E-05;5,61389E-05;5,22715E-05;5,21616E-05;5,21616E-05;5,1125E-05;5,48965E-05;5,18087E-05;5,36058E-05
740;5,07111E-05;4,966E-05;5,01818E-05;5,00975E-05;5,20937E-05;4,94888E-05;4,99624E-05;5,06149E-05;5,52508E-05;5,14446E-05;5,33493E-05;5,33493E-05;5,22891E-05;5,4028E-05;5,29884E-05;5,27578E-05
741;5,07111E-05;4,966E-05;5,01818E-05;5,00975E-05;5,20937E-05;4,94888E-05;4,99624E-05;5,06149E-05;5,52508E-05;5,14446E-05;5,33493E-05;5,33493E-05;5,22891E-05;5,4028E-05;5,29884E-05;5,27578E-05
742;5,07111E-05;4,966E-05;5,01818E-05;5,00975E-05;5,20937E-05;4,94888E-05;4,99624E-05;5,06149E-05;5,52508E-05;5,14446E-05;5,33493E-05;5,33493E-05;5,22891E-05;5,4028E-05;5,29884E-05;5,27578E-05
743;5,07111E-05;4,966E-05;5,01818E-05;5,00975E-05;5,20937E-05;4,94888E-05;4,99624E-05;5,06149E-05;5,52508E-05;5,14446E-05;5,33493E-05;5,33493E-05;5,22891E-05;5,4028E-05;5,29884E-05;5,27578E-05
744;4,79378E-05;4,69443E-05;4,74375E-05;4,73578E-05;4,92446E-05;4,67824E-05;4,72301E-05;4,78468E-05;5,48067E-05;5,10312E-05;5,04314E-05;5,04314E-05;4,94293E-05;5,35938E-05;5,00903E-05;5,23338E-05
745;4,79378E-05;4,69443E-05;4,74375E-05;4,73578E-05;4,92446E-05;4,67824E-05;4,72301E-05;4,78468E-05;5,48067E-05;5,10312E-05;5,04314E-05;5,04314E-05;4,94293E-05;5,35938E-05;5,00903E-05;5,23338E-05
746;4,79378E-05;4,69443E-05;4,74375E-05;4,73578E-05;4,92446E-05;4,67824E-05;4,72301E-05;4,78468E-05;5,48067E-05;5,10312E-05;5,04314E-05;5,04314E-05;4,94293E-05;5,35938E-05;5,00903E-05;5,23338E-05
747;4,79378E-05;4,69443E-05;4,74375E-05;4,73578E-05;4,92446E-05;4,67824E-05;4,72301E-05;4,78468E-05;5,48067E-05;5,10312E-05;5,04314E-05;5,04314E-05;4,94293E-05;5,35938E-05;5,00903E-05;5,23338E-05
748;4,85091E-05;4,75037E-05;4,80028E-05;4,79222E-05;4,98316E-05;4,734E-05;4,77929E-05;4,8417E-05;5,24239E-05;4,88128E-05;5,10325E-05;5,10325E-05;5,00184E-05;5,12638E-05;5,06873E-05;5,00586E-05
749;4,85091E-05;4,75037E-05;4,80028E-05;4,79222E-05;4,98316E-05;4,734E-05;4,77929E-05;4,8417E-05;5,24239E-05;4,88128E-05;5,10325E-05;5,10325E-05;5,00184E-05;5,12638E-05;5,06873E-05;5,00586E-05
750;4,85091E-05;4,75037E-05;4,80028E-05;4,79222E-05;4,98316E-05;4,734E-05;4,77929E-05;4,8417E-05;5,24239E-05;4,88128E-05;5,10325E-05;5,10325E-05;5,00184E-05;5,12638E-05;5,06873E-05;5,00586E-05
751;4,85091E-05;4,75037E-05;4,80028E-05;4,79222E-05;4,98316E-05;4,734E-05;4,77929E-05;4,8417E-05;5,24239E-05;4,88128E-05;5,10325E-05;5,10325E-05;5,00184E-05;5,12638E-05;5,06873E-05;5,00586E-05
752;4,83139E-05;4,73126E-05;4,78096E-05;4,77293E-05;4,9631E-05;4,71494E-05;4,76006E-05;4,82222E-05;5,20198E-05;4,84366E-05;5,08271E-05;5,08271E-05;4,98171E-05;5,08687E-05;5,04833E-05;4,96729E-05
753;4,83139E-05;4,73126E-05;4,78096E-05;4,77293E-05;4,9631E-05;4,71494E-05;4,76006E-05;4,82222E-05;5,20198E-05;4,84366E-05;5,08271E-05;5,08271E-05;4,98171E-05;5,08687E-05;5,04833E-05;4,96729E-05
754;4,83139E-05;4,73126E-05;4,78096E-05;4,77293E-05;4,9631E-05;4,71494E-05;4,76006E-05;4,82222E-05;5,20198E-05;4,84366E-05;5,08271E-05;5,08271E-05;4,98171E-05;5,08687E-05;5,04833E-05;4,96729E-05
755;4,83139E-05;4,73126E-05;4,78096E-05;4,77293E-05;4,9631E-05;4,71494E-05;4,76006E-05;4,82222E-05;5,20198E-05;4,84366E-05;5,08271E-05;5,08271E-05;4,98171E-05;5,08687E-05;5,04833E-05;4,96729E-05
756;4,45556E-05;4,36323E-05;4,40906E-05;4,40166E-05;4,577E-05;4,34819E-05;4,38979E-05;4,4471E-05;4,63895E-05;4,31948E-05;4,68729E-05;4,68729E-05;4,59416E-05;4,53632E-05;4,65559E-05;4,4297E-05
757;4,45556E-05;4,36323E-05;4,40906E-05;4,40166E-05;4,577E-05;4,34819E-05;4,38979E-05;4,4471E-05;4,63895E-05;4,31948E-05;4,68729E-05;4,68729E-05;4,59416E-05;4,53632E-05;4,65559E-05;4,4297E-05
758;4,45556E-05;4,36323E-05;4,40906E-05;4,40166E-05;4,577E-05;4,34819E-05;4,38979E-05;4,4471E-05;4,63895E-05;4,31948E-05;4,68729E-05;4,68729E-05;4,59416E-05;4,53632E-05;4,65559E-05;4,4297E-05
759;4,45556E-05;4,36323E-05;4,40906E-05;4,40166E-05;4,577E-05;4,34819E-05;4,38979E-05;4,4471E-05;4,63895E-05;4,31948E-05;4,68729E-05;4,68729E-05;4,59416E-05;4,53632E-05;4,65559E-05;4,4297E-05
760;4,09278E-05;4,00799E-05;4,05008E-05;4,04328E-05;4,20432E-05;3,99417E-05;4,03238E-05;4,08502E-05;4,44769E-05;4,14141E-05;4,30562E-05;4,30562E-05;4,22008E-05;4,34929E-05;4,2765E-05;4,24708E-05
761;4,09278E-05;4,00799E-05;4,05008E-05;4,04328E-05;4,20432E-05;3,99417E-05;4,03238E-05;4,08502E-05;4,44769E-05;4,14141E-05;4,30562E-05;4,30562E-05;4,22008E-05;4,34929E-05;4,2765E-05;4,24708E-05
762;4,09278E-05;4,00799E-05;4,05008E-05;4,04328E-05;4,20432E-05;3,99417E-05;4,03238E-05;4,08502E-05;4,44769E-05;4,14141E-05;4,30562E-05;4,30562E-05;4,22008E-05;4,34929E-05;4,2765E-05;4,24708E-05
763;4,09278E-05;4,00799E-05;4,05008E-05;4,04328E-05;4,20432E-05;3,99417E-05;4,03238E-05;4,08502E-05;4,44769E-05;4,14141E-05;4,30562E-05;4,30562E-05;4,22008E-05;4,34929E-05;4,2765E-05;4,24708E-05
764;4,21981E-05;4,13238E-05;4,17578E-05;4,16877E-05;4,33482E-05;4,11814E-05;4,15753E-05;4,21181E-05;4,50841E-05;4,19794E-05;4,43926E-05;4,43926E-05;4,35107E-05;4,40867E-05;4,40924E-05;4,30505E-05
765;4,21981E-05;4,13238E-05;4,17578E-05;4,16877E-05;4,33482E-05;4,11814E-05;4,15753E-05;4,21181E-05;4,50841E-05;4,19794E-05;4,43926E-05;4,43926E-05;4,35107E-05;4,40867E-05;4,40924E-05;4,30505E-05
766;4,21981E-05;4,13238E-05;4,17578E-05;4,16877E-05;4,33482E-05;4,11814E-05;4,15753E-05;4,21181E-05;4,50841E-05;4,19794E-05;4,43926E-05;4,43926E-05;4,35107E-05;4,40867E-05;4,40924E-05;4,30505E-05
767;4,21981E-05;4,13238E-05;4,17578E-05;4,16877E-05;4,33482E-05;4,11814E-05;4,15753E-05;4,21181E-05;4,50841E-05;4,19794E-05;4,43926E-05;4,43926E-05;4,35107E-05;4,40867E-05;4,40924E-05;4,30505E-05
768;3,6212E-05;3,48183E-05;3,47192E-05;3,46695E-05;3,45096E-05;3,34708E-05;3,37187E-05;3,38679E-05;3,46008E-05;3,3918E-05;3,83266E-05;3,83266E-05;3,87242E-05;3,62012E-05;3,79329E-05;3,47611E-05
769;3,6212E-05;3,48183E-05;3,47192E-05;3,46695E-05;3,45096E-05;3,34708E-05;3,37187E-05;3,38679E-05;3,46008E-05;3,3918E-05;3,83266E-05;3,83266E-05;3,87242E-05;3,62012E-05;3,79329E-05;3,47611E-05
770;3,6212E-05;3,48183E-05;3,47192E-05;3,46695E-05;3,45096E-05;3,34708E-05;3,37187E-05;3,38679E-05;3,46008E-05;3,3918E-05;3,83266E-05;3,83266E-05;3,87242E-05;3,62012E-05;3,79329E-05;3,47611E-05
771;3,6212E-05;3,48183E-05;3,47192E-05;3,46695E-05;3,45096E-05;3,34708E-05;3,37187E-05;3,38679E-05;3,46008E-05;3,3918E-05;3,83266E-05;3,83266E-05;3,87242E-05;3,62012E-05;3,79329E-05;3,47611E-05
772;3,61689E-05;3,47769E-05;3,46778E-05;3,46283E-05;3,44685E-05;3,34309E-05;3,36786E-05;3,38275E-05;3,45597E-05;3,38776E-05;3,82809E-05;3,82809E-05;3,86781E-05;3,61581E-05;3,78878E-05;3,47197E-05
773;3,61689E-05;3,47769E-05;3,46778E-05;3,46283E-05;3,44685E-05;3,34309E-05;3,36786E-05;3,38275E-05;3,45597E-05;3,38776E-05;3,82809E-05;3,82809E-05;3,86781E-05;3,61581E-05;3,78878E-05;3,47197E-05
774;3,61689E-05;3,47769E-05;3,46778E-05;3,46283E-05;3,44685E-05;3,34309E-05;3,36786E-05;3,38275E-05;3,45597E-05;3,38776E-05;3,82809E-05;3,82809E-05;3,86781E-05;3,61581E-05;3,78878E-05;3,47197E-05
775;3,61689E-05;3,47769E-05;3,46778E-05;3,46283E-05;3,44685E-05;3,34309E-05;3,36786E-05;3,38275E-05;3,45597E-05;3,38776E-05;3,82809E-05;3,82809E-05;3,86781E-05;3,61581E-05;3,78878E-05;3,47197E-05
776;3,41676E-05;3,28527E-05;3,27592E-05;3,27124E-05;3,25615E-05;3,15815E-05;3,18153E-05;3,19561E-05;3,26476E-05;3,20034E-05;3,61624E-05;3,61624E-05;3,65376E-05;3,41574E-05;3,57911E-05;3,27988E-05
777;3,41676E-05;3,28527E-05;3,27592E-05;3,27124E-05;3,25615E-05;3,15815E-05;3,18153E-05;3,19561E-05;3,26476E-05;3,20034E-05;3,61624E-05;3,61624E-05;3,65376E-05;3,41574E-05;3,57911E-05;3,27988E-05
778;3,41676E-05;3,28527E-05;3,27592E-05;3,27124E-05;3,25615E-05;3,15815E-05;3,18153E-05;3,19561E-05;3,26476E-05;3,20034E-05;3,61624E-05;3,61624E-05;3,65376E-05;3,41574E-05;3,57911E-05;3,27988E-05
779;3,41676E-05;3,28527E-05;3,27592E-05;3,27124E-05;3,25615E-05;3,15815E-05;3,18153E-05;3,19561E-05;3,26476E-05;3,20034E-05;3,61624E-05;3,61624E-05;3,65376E-05;3,41574E-05;3,57911E-05;3,27988E-05
780;3,73666E-05;3,59283E-05;3,5826E-05;3,57748E-05;3,56097E-05;3,45377E-05;3,47935E-05;3,49475E-05;3,57039E-05;3,49992E-05;3,95487E-05;3,95487E-05;3,9959E-05;3,73554E-05;3,91425E-05;3,58693E-05
781;3,73666E-05;3,59283E-05;3,5826E-05;3,57748E-05;3,56097E-05;3,45377E-05;3,47935E-05;3,49475E-05;3,57039E-05;3,49992E-05;3,95487E-05;3,95487E-05;3,9959E-05;3,73554E-05;3,91425E-05;3,58693E-05
782;3,73666E-05;3,59283E-05;3,5826E-05;3,57748E-05;3,56097E-05;3,45377E-05;3,47935E-05;3,49475E-05;3,57039E-05;3,49992E-05;3,95487E-05;3,95487E-05;3,9959E-05;3,73554E-05;3,91425E-05;3,58693E-05
783;3,73666E-05;3,59283E-05;3,5826E-05;3,57748E-05;3,56097E-05;3,45377E-05;3,47935E-05;3,49475E-05;3,57039E-05;3,49992E-05;3,95487E-05;3,95487E-05;3,9959E-05;3,73554E-05;3,91425E-05;3,58693E-05
784;4,385E-05;4,21615E-05;4,20414E-05;4,19813E-05;4,17875E-05;4,05291E-05;4,08294E-05;4,10101E-05;4,18981E-05;4,10709E-05;4,64116E-05;4,64116E-05;4,68933E-05;4,38368E-05;4,59347E-05;4,20923E-05
785;4,385E-05;4,21615E-05;4,20414E-05;4,19813E-05;4,17875E-05;4,05291E-05;4,08294E-05;4,10101E-05;4,18981E-05;4,10709E-05;4,64116E-05;4,64116E-05;4,68933E-05;4,38368E-05;4,59347E-05;4,20923E-05
786;4,385E-05;4,21615E-05;4,20414E-05;4,19813E-05;4,17875E-05;4,05291E-05;4,08294E-05;4,10101E-05;4,18981E-05;4,10709E-05;4,64116E-05;4,64116E-05;4,68933E-05;4,38368E-05;4,59347E-05;4,20923E-05
787;4,385E-05;4,21615E-05;4,20414E-05;4,19813E-05;4,17875E-05;4,05291E-05;4,08294E-05;4,10101E-05;4,18981E-05;4,10709E-05;4,64116E-05;4,64116E-05;4,68933E-05;4,38368E-05;4,59347E-05;4,20923E-05
788;4,29261E-05;4,12734E-05;4,11558E-05;4,10969E-05;4,09072E-05;3,96754E-05;3,99694E-05;4,01462E-05;4,10155E-05;4,02057E-05;4,54336E-05;4,54336E-05;4,59052E-05;4,29133E-05;4,49668E-05;4,12055E-05
789;4,29261E-05;4,12734E-05;4,11558E-05;4,10969E-05;4,09072E-05;3,96754E-05;3,99694E-05;4,01462E-05;4,10155E-05;4,02057E-05;4,54336E-05;4,54336E-05;4,59052E-05;4,29133E-05;4,49668E-05;4,12055E-05
