tick,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
70,1811.5,0,0,1716.5,6079
71,2031.25,0,0,1697.25,6079
72,2251,0,0,1678,6079
73,2569.25,0,0,1665.75,6079
74,2887.5,0,0,1653.5,6079
75,3205.75,0,0,1641.25,6079
76,3524,0,0,1629,6079
77,3785.75,0,0,1635.5,6079
78,4047.5,0,0,1642,6079
79,4309.25,0,0,1648.5,6079
80,4571,0,0,1655,6079
81,4832.5,0,0,1648.25,6079
82,5094,0,0,1641.5,6079
83,5355.5,0,0,1634.75,6079
84,5617,0,0,1628,6079
85,5813.25,0,0,1623.25,6079
86,6009.5,0,0,1618.5,6079
87,6205.75,0,0,1613.75,6079
88,6402,0,0,1609,6079
89,6603.75,0,0,1591.25,6079
90,6805.5,0,0,1573.5,6079
91,7007.25,0,0,1555.75,6079
92,7209,0,0,1538,6079
93,7340.5,0,0,1509.5,6079
94,7472,0,0,1481,6079
95,7603.5,0,0,1452.5,6079
96,7735,0,0,1424,6079
97,8067.25,0,0,1423.75,6079
98,8399.5,0,0,1423.5,6079
99,8731.75,0,0,1423.25,6079
100,9064,0,0,1423,6079
101,9561,0,0,1419.25,6079
102,10058,0,0,1415.5,6079
103,10555,0,0,1411.75,6079
104,11052,0,0,1408,6079
105,11362.25,0,0,1413.25,6079
106,11672.5,0,0,1418.5,6079
107,11982.75,0,0,1423.75,6079
108,12293,0,0,1429,6079
109,12671.5,0,0,1430.75,6079
110,13050,0,0,1432.5,6079
111,13428.5,0,0,1434.25,6079
112,13807,0,0,1436,6079
113,14106.75,0,0,1440,6079
114,14406.5,0,0,1444,6079
115,14706.25,0,0,1448,6079
116,15006,0,0,1452,6079
117,15219.25,0,0,1443,6079
118,15432.5,0,0,1434,6079
119,15645.75,0,0,1425,6079
120,15859,0,0,1416,6079
121,16005.25,0,0,1425.75,6079
122,16151.5,0,0,1435.5,6079
123,16297.75,0,0,1445.25,6079
124,16444,0,0,1455,6079
125,16575,0,29.5,1454.25,6079
126,16706,0,59,1453.5,6079
127,16837,0,88.5,1452.75,6079
128,16968,0,118,1452,6079
129,17150.25,0,254.75,1444.75,6079
130,17332.5,0,391.5,1437.5,6079
131,17514.75,0,528.25,1430.25,6079
132,17697,0,665,1423,6079
133,17836.25,0,873.5,1436.25,6079
134,17975.5,0,1082,1449.5,6079
135,18114.75,0,1290.5,1462.75,6079
136,18254,0,1499,1476,6079
137,18346.25,0,1644,1483.75,6079
138,18438.5,0,1789,1491.5,6079
139,18530.75,0,1934,1499.25,6079
140,18623,0,2079,1507,6079
141,18635.75,0,2126.75,1509.25,6079
142,18648.5,0,2174.5,1511.5,6079
143,18661.25,0,2222.25,1513.75,6079
144,18674,0,2270,1516,6079
145,18687.75,0,2220.25,1530.25,6079
146,18701.5,0,2170.5,1544.5,6079
147,18715.25,0,2120.75,1558.75,6079
148,18729,0,2071,1573,6079
149,18763.25,0,1879.25,1546.25,6079
150,18797.5,0,1687.5,1519.5,6079
151,18831.75,0,1495.75,1492.75,6079
152,18866,0,1304,1466,6079
153,18918.25,0,1083.5,1459.25,6079
154,18970.5,0,863,1452.5,6079
155,19022.75,0,642.5,1445.75,6079
156,19075,0,422,1439,6079
157,19186.25,0,324.25,1454.5,6079
158,19297.5,0,226.5,1470,6079
159,19408.75,0,128.75,1485.5,6079
160,19520,0,31,1501,6079
161,19703.75,0,23.25,1526.25,6079
162,19887.5,0,15.5,1551.5,6079
163,20071.25,0,7.75,1576.75,6079
164,20255,0,0,1602,6079
165,20331.5,0,0,1611.5,6079
166,20408,0,0,1621,6079
167,20484.5,0,0,1630.5,6079
168,20561,0,0,1640,6079
169,20533.75,0,0,1630.25,6079
170,20506.5,0,0,1620.5,6079
171,20479.25,0,0,1610.75,6079
172,20452,0,0,1601,6079
173,20348.25,0,0,1587.75,6079
174,20244.5,0,0,1574.5,6079
175,20140.75,0,0,1561.25,6079
176,20037,0,0,1548,6079
177,19914.75,0,0,1544,6079
178,19792.5,0,0,1540,6079
179,19670.25,0,0,1536,6079
180,19548,0,0,1532,6079
181,19360,0,0,1553.25,6079
182,19172,0,0,1574.5,6079
183,18984,0,0,1595.75,6079
184,18796,0,0,1617,6079
185,18874.5,0,0,1608.25,6079
186,18953,0,0,1599.5,6079
187,19031.5,0,0,1590.75,6079
188,19110,0,0,1582,6079
189,19148.5,0,0,1585,6079
190,19187,0,0,1588,6079
191,19225.5,0,0,1591,6079
192,19264,0,0,1594,6079
193,19180.25,0,0,1583.5,6079
194,19096.5,0,0,1573,6079
195,19012.75,0,0,1562.5,6079
196,18929,0,0,1552,6079
197,18930.25,0,0,1544.5,6079
198,18931.5,0,0,1537,6079
199,18932.75,0,0,1529.5,6079
200,18934,0,0,1522,6079
201,18891.5,0,0,1516.5,6079
202,18849,0,0,1511,6079
203,18806.5,0,0,1505.5,6079
204,18764,0,0,1500,6079
205,18724.5,0,0,1501.75,6079
206,18685,0,0,1503.5,6079
207,18645.5,0,0,1505.25,6079
208,18606,0,0,1507,6079
209,18613.5,0,0,1511,6079
210,18621,0,0,1515,6079
211,18628.5,0,0,1519,6079
212,18636,0,0,1523,6079
213,18667.5,0,0,1511.5,6079
214,18699,0,0,1500,6079
215,18730.5,0,0,1488.5,6079
216,18762,0,0,1477,6079
217,18703,0,0,1479.25,6079
218,18644,0,0,1481.5,6079
219,18585,0,0,1483.75,6079
220,18526,0,0,1486,6079
221,18412.25,0,18,1490,6079
222,18298.5,0,36,1494,6079
223,18184.75,0,54,1498,6079
224,18071,0,72,1502,6079
225,17931.75,0,226.5,1516.25,6079
226,17792.5,0,381,1530.5,6079
227,17653.25,0,535.5,1544.75,6079
228,17514,0,690,1559,6079
229,17382.5,0,962.75,1562.5,6079
230,17251,0,1235.5,1566,6079
231,17119.5,0,1508.25,1569.5,6079
232,16988,0,1781,1573,6079
233,16719.5,0,2043,1580,6079
234,16451,0,2305,1587,6079
235,16182.5,0,2567,1594,6079
236,15914,0,2829,1601,6079
237,15641.25,0,2945.75,1600,6079
238,15368.5,0,3062.5,1599,6079
239,15095.75,0,3179.25,1598,6079
240,14823,0,3296,1597,6079
241,14768,0,3257,1592.75,6079
242,14713,0,3218,1588.5,6079
243,14658,0,3179,1584.25,6079
244,14603,0,3140,1580,6079
245,14592,0,2862.25,1581,6079
246,14581,0,2584.5,1582,6079
247,14570,0,2306.75,1583,6079
248,14559,0,2029,1584,6079
249,14702.5,0,1699,1566.75,6079
250,14846,0,1369,1549.5,6079
251,14989.5,0,1039,1532.25,6079
252,15133,0,709,1515,6079
253,15261.5,0,544.5,1558.25,6079
254,15390,0,380,1601.5,6079
255,15518.5,0,215.5,1644.75,6079
256,15647,0,51,1688,6079
257,15888.75,0,38.25,1726.5,6079
258,16130.5,0,25.5,1765,6079
259,16372.25,0,12.75,1803.5,6079
260,16614,0,0,1842,6079
261,16871.5,0,0,1808.75,6079
262,17129,0,0,1775.5,6079
263,17386.5,0,0,1742.25,6079
264,17644,0,0,1709,6079
265,17741.75,0,0,1700.5,6079
266,17839.5,0,0,1692,6079
267,17937.25,0,0,1683.5,6079
268,18035,0,0,1675,6079
269,18064,0,0,1669,6079
270,18093,0,0,1663,6079
271,18122,0,0,1657,6079
272,18151,0,0,1651,6079
273,18113.5,0,0,1637,6079
274,18076,0,0,1623,6079
275,18038.5,0,0,1609,6079
276,18001,0,0,1595,6079
277,17839.5,0,0,1595,6079
278,17678,0,0,1595,6079
279,17516.5,0,0,1595,6079
280,17355,0,0,1595,6079
281,17299.75,0,0,1590,6079
282,17244.5,0,0,1585,6079
283,17189.25,0,0,1580,6079
284,17134,0,0,1575,6079
285,17047.75,0,0,1570.25,6079
286,16961.5,0,0,1565.5,6079
287,16875.25,0,0,1560.75,6079
288,16789,0,0,1556,6079
289,16600.75,0,0,1558.75,6079
290,16412.5,0,0,1561.5,6079
291,16224.25,0,0,1564.25,6079
292,16036,0,0,1567,6079
293,15868.25,0,0,1570.25,6079
294,15700.5,0,0,1573.5,6079
295,15532.75,0,0,1576.75,6079
296,15365,0,0,1580,6079
297,15199.75,0,0,1579.25,6079
298,15034.5,0,0,1578.5,6079
299,14869.25,0,0,1577.75,6079
300,14704,0,0,1577,6079
301,14499.75,0,0,1586.5,6079
302,14295.5,0,0,1596,6079
303,14091.25,0,0,1605.5,6079
304,13887,0,0,1615,6079
305,13770.5,0,0,1623,6079
306,13654,0,0,1631,6079
307,13537.5,0,0,1639,6079
308,13421,0,0,1647,6079
309,13447,0,0,1676.25,6079
310,13473,0,0,1705.5,6079
311,13499,0,0,1734.75,6079
312,13525,0,0,1764,6079
313,13475.75,0,0,1819.25,6079
314,13426.5,0,0,1874.5,6079
315,13377.25,0,0,1929.75,6079
316,13328,0,0,1985,6079
317,13273.75,0,19,1999,6079
318,13219.5,0,38,2013,6079
319,13165.25,0,57,2027,6079
320,13111,0,76,2041,6079
321,12943.75,0,202.25,2051,6079
322,12776.5,0,328.5,2061,6079
323,12609.25,0,454.75,2071,6079
324,12442,0,581,2081,6079
325,12250.75,0,803.5,2099.75,6079
326,12059.5,0,1026,2118.5,6079
327,11868.25,0,1248.5,2137.25,6079
328,11677,0,1471,2156,6079
329,11453.25,0,1646.25,2148.75,6079
330,11229.5,0,1821.5,2141.5,6079
331,11005.75,0,1996.75,2134.25,6079
332,10782,0,2172,2127,6079
333,10680.75,0,2233.75,2151.25,6079
334,10579.5,0,2295.5,2175.5,6079
335,10478.25,0,2357.25,2199.75,6079
336,10377,0,2419,2224,6079
337,10273.75,0,2357.75,2236.5,6079
338,10170.5,0,2296.5,2249,6079
339,10067.25,0,2235.25,2261.5,6079
340,9964,0,2174,2274,6079
341,9958.5,0,1982,2266,6079
342,9953,0,1790,2258,6079
343,9947.5,0,1598,2250,6079
344,9942,0,1406,2242,6079
345,10007.75,0,1199,2239.25,6079
346,10073.5,0,992,2236.5,6079
347,10139.25,0,785,2233.75,6079
348,10205,0,578,2231,6079
349,10275,0,449,2225.25,6079
350,10345,0,320,2219.5,6079
351,10415,0,191,2213.75,6079
352,10485,0,62,2208,6079
353,10643.25,0,46.5,2213,6079
354,10801.5,0,31,2218,6079
355,10959.75,0,15.5,2223,6079
356,11118,0,0,2228,6079
357,11162.75,0,0,2213.75,6079
358,11207.5,0,0,2199.5,6079
359,11252.25,0,0,2185.25,6079
360,11297,0,0,2171,6079
361,11239.25,0,0,2145.5,6079
362,11181.5,0,0,2120,6079
363,11123.75,0,0,2094.5,6079
364,11066,0,0,2069,6079
365,11023,0,0,2067,6079
366,10980,0,0,2065,6079
367,10937,0,0,2063,6079
368,10894,0,0,2061,6079
369,10788.75,0,0,2037.75,6079
370,10683.5,0,0,2014.5,6079
371,10578.25,0,0,1991.25,6079
372,10473,0,0,1968,6079
373,10394,0,0,1972.25,6079
374,10315,0,0,1976.5,6079
375,10236,0,0,1980.75,6079
376,10157,0,0,1985,6079
377,10080.75,0,0,1980.75,6079
378,10004.5,0,0,1976.5,6079
379,9928.25,0,0,1972.25,6079
380,9852,0,0,1968,6079
381,9813.75,0,0,1954.25,6079
382,9775.5,0,0,1940.5,6079
383,9737.25,0,0,1926.75,6079
384,9699,0,0,1913,6079
385,9641.75,0,0,1917.75,6079
386,9584.5,0,0,1922.5,6079
387,9527.25,0,0,1927.25,6079
388,9470,0,0,1932,6079
389,9443.75,0,0,1930.75,6079
390,9417.5,0,0,1929.5,6079
391,9391.25,0,0,1928.25,6079
392,9365,0,0,1927,6079
393,9358.5,0,0,1921.25,6079
394,9352,0,0,1915.5,6079
395,9345.5,0,0,1909.75,6079
396,9339,0,0,1904,6079
397,9358,0,0,1905,6079
398,9377,0,0,1906,6079
399,9396,0,0,1907,6079
400,9415,0,0,1908,6079
401,9446.25,0,0,1904.5,6079
402,9477.5,0,0,1901,6079
403,9508.75,0,0,1897.5,6079
404,9540,0,0,1894,6079
405,9537.75,0,0,1916.5,6079
406,9535.5,0,0,1939,6079
407,9533.25,0,0,1961.5,6079
408,9531,0,0,1984,6079
409,9518.5,0,0,2011,6079
410,9506,0,0,2038,6079
411,9493.5,0,0,2065,6079
412,9481,0,0,2092,6079
413,9461.5,0,20.5,2085.75,6079
414,9442,0,41,2079.5,6079
415,9422.5,0,61.5,2073.25,6079
416,9403,0,82,2067,6079
417,9363.75,0,225.25,2058,6079
418,9324.5,0,368.5,2049,6079
419,9285.25,0,511.75,2040,6079
420,9246,0,655,2031,6079
421,9173.5,0,943.5,2053.75,6079
422,9101,0,1232,2076.5,6079
423,9028.5,0,1520.5,2099.25,6079
424,8956,0,1809,2122,6079
425,8848,0,2033.75,2115.75,6079
426,8740,0,2258.5,2109.5,6079
427,8632,0,2483.25,2103.25,6079
428,8524,0,2708,2097,6079
429,8451.5,0,2827.25,2074.25,6079
430,8379,0,2946.5,2051.5,6079
431,8306.5,0,3065.75,2028.75,6079
432,8234,0,3185,2006,6079
433,8184,0,3046.75,2004.5,6079
434,8134,0,2908.5,2003,6079
435,8084,0,2770.25,2001.5,6079
436,8034,0,2632,2000,6079
437,8054,0,2411,2005,6079
438,8074,0,2190,2010,6079
439,8094,0,1969,2015,6079
440,8114,0,1748,2020,6079
441,8133.75,0,1493.25,2051.75,6079
442,8153.5,0,1238.5,2083.5,6079
443,8173.25,0,983.75,2115.25,6079
444,8193,0,729,2147,6079
445,8209.5,0,563.5,2178,6079
446,8226,0,398,2209,6079
447,8242.5,0,232.5,2240,6079
448,8259,0,67,2271,6079
449,8324,0,50.25,2259.75,6079
450,8389,0,33.5,2248.5,6079
451,8454,0,16.75,2237.25,6079
452,8519,0,0,2226,6079
453,8583,0,0,2224.25,6079
454,8647,0,0,2222.5,6079
455,8711,0,0,2220.75,6079
456,8775,0,0,2219,6079
457,8749.25,0,0,2207,6079
458,8723.5,0,0,2195,6079
459,8697.75,0,0,2183,6079
460,8672,0,0,2171,6079
461,8641.25,0,0,2141.75,6079
462,8610.5,0,0,2112.5,6079
463,8579.75,0,0,2083.25,6079
464,8549,0,0,2054,6079
465,8492.25,0,0,2040.5,6079
466,8435.5,0,0,2027,6079
467,8378.75,0,0,2013.5,6079
468,8322,0,0,2000,6079
469,8275.75,0,0,1998.75,6079
470,8229.5,0,0,1997.5,6079
471,8183.25,0,0,1996.25,6079
472,8137,0,0,1995,6079
473,8129,0,0,1984.5,6079
474,8121,0,0,1974,6079
475,8113,0,0,1963.5,6079
476,8105,0,0,1953,6079
477,8042.25,0,0,1952.5,6079
478,7979.5,0,0,1952,6079
479,7916.75,0,0,1951.5,6079
480,7854,0,0,1951,6079
481,7814.75,0,0,1939,6079
482,7775.5,0,0,1927,6079
483,7736.25,0,0,1915,6079
484,7697,0,0,1903,6079
485,7619,0,0,1895.25,6079
486,7541,0,0,1887.5,6079
487,7463,0,0,1879.75,6079
488,7385,0,0,1872,6079
489,7371.25,0,0,1857.25,6079
490,7357.5,0,0,1842.5,6079
491,7343.75,0,0,1827.75,6079
492,7330,0,0,1813,6079
493,7316.75,0,0,1809.75,6079
494,7303.5,0,0,1806.5,6079
495,7290.25,0,0,1803.25,6079
496,7277,0,0,1800,6079
497,7327.75,0,0,1790.5,6079
498,7378.5,0,0,1781,6079
499,7429.25,0,0,1771.5,6079
500,7480,0,0,1762,6079
501,7439,0,0,1768.75,6079
502,7398,0,0,1775.5,6079
503,7357,0,0,1782.25,6079
504,7316,0,0,1789,6079
505,7330.75,0,0,1798,6079
506,7345.5,0,0,1807,6079
507,7360.25,0,0,1816,6079
508,7375,0,0,1825,6079
509,7351,0,34.5,1842.75,6079
510,7327,0,69,1860.5,6079
511,7303,0,103.5,1878.25,6079
512,7279,0,138,1896,6079
513,7186.25,0,314.5,1904.5,6079
514,7093.5,0,491,1913,6079
515,7000.75,0,667.5,1921.5,6079
516,6908,0,844,1930,6079
517,6864.75,0,1130.75,1949,6079
518,6821.5,0,1417.5,1968,6079
519,6778.25,0,1704.25,1987,6079
520,6735,0,1991,2006,6079
521,6642,0,2239.75,2024.5,6079
522,6549,0,2488.5,2043,6079
523,6456,0,2737.25,2061.5,6079
524,6363,0,2986,2080,6079
525,6210.5,0,3017,2108,6079
526,6058,0,3048,2136,6079
527,5905.5,0,3079,2164,6079
528,5753,0,3110,2192,6079
529,5670.5,0,2976.5,2164.75,6079
530,5588,0,2843,2137.5,6079
531,5505.5,0,2709.5,2110.25,6079
532,5423,0,2576,2083,6079
533,5380.25,0,2337,2053.75,6079
534,5337.5,0,2098,2024.5,6079
535,5294.75,0,1859,1995.25,6079
536,5252,0,1620,1966,6079
537,5295.5,0,1355.5,1979.25,6079
538,5339,0,1091,1992.5,6079
539,5382.5,0,826.5,2005.75,6079
540,5426,0,562,2019,6079
541,5487,0,432.5,2027.75,6079
542,5548,0,303,2036.5,6079
543,5609,0,173.5,2045.25,6079
544,5670,0,44,2054,6079
545,5779.5,0,33,2070.25,6079
546,5889,0,22,2086.5,6079
547,5998.5,0,11,2102.75,6079
548,6108,0,0,2119,6079
549,6164.75,0,0,2127,6079
550,6221.5,0,0,2135,6079
551,6278.25,0,0,2143,6079
552,6335,0,0,2151,6079
553,6392.25,0,0,2124.5,6079
554,6449.5,0,0,2098,6079
555,6506.75,0,0,2071.5,6079
556,6564,0,0,2045,6079
557,6600.25,0,0,2015.25,6079
558,6636.5,0,0,1985.5,6079
559,6672.75,0,0,1955.75,6079
560,6709,0,0,1926,6079
561,6667,0,0,1913.25,6079
562,6625,0,0,1900.5,6079
563,6583,0,0,1887.75,6079
564,6541,0,0,1875,6079
565,6542.5,0,0,1865.5,6079
566,6544,0,0,1856,6079
567,6545.5,0,0,1846.5,6079
568,6547,0,0,1837,6079
569,6532.25,0,0,1820.25,6079
570,6517.5,0,0,1803.5,6079
571,6502.75,0,0,1786.75,6079
572,6488,0,0,1770,6079
573,6502,0,0,1760.75,6079
574,6516,0,0,1751.5,6079
575,6530,0,0,1742.25,6079
576,6544,0,0,1733,6079
577,6567.25,0,0,1728.25,6079
578,6590.5,0,0,1723.5,6079
579,6613.75,0,0,1718.75,6079
580,6637,0,0,1714,6079
581,6689,0,0,1713,6079
582,6741,0,0,1712,6079
583,6793,0,0,1711,6079
584,6845,0,0,1710,6079
585,6904.5,0,0,1716.5,6079
586,6964,0,0,1723,6079
587,7023.5,0,0,1729.5,6079
588,7083,0,0,1736,6079
589,7116,0,0,1738.5,6079
590,7149,0,0,1741,6079
591,7182,0,0,1743.5,6079
592,7215,0,0,1746,6079
593,7226.5,0,0,1742.5,6079
594,7238,0,0,1739,6079
595,7249.5,0,0,1735.5,6079
596,7261,0,0,1732,6079
597,7385,0,0,1758,6079
598,7509,0,0,1784,6079
599,7633,0,0,1810,6079
600,7757,0,0,1836,6079
601,7974,0,0,1834.5,6079
602,8191,0,0,1833,6079
603,8408,0,0,1831.5,6079
604,8625,0,0,1830,6079
605,8822.25,0,40.5,1869,6079
606,9019.5,0,81,1908,6079
607,9216.75,0,121.5,1947,6079
608,9414,0,162,1986,6079
609,9755,0,450.25,1975.5,6079
610,10096,0,738.5,1965,6079
611,10437,0,1026.75,1954.5,6079
612,10778,0,1315,1944,6079
613,10913.75,0,1760.75,1929.75,6079
614,11049.5,0,2206.5,1915.5,6079
615,11185.25,0,2652.25,1901.25,6079
616,11321,0,3098,1887,6079
617,11289,0,3391.25,1906.5,6079
618,11257,0,3684.5,1926,6079
619,11225,0,3977.75,1945.5,6079
620,11193,0,4271,1965,6079
621,11211.5,0,4126.25,1964.25,6079
622,11230,0,3981.5,1963.5,6079
623,11248.5,0,3836.75,1962.75,6079
624,11267,0,3692,1962,6079
625,11377.5,0,3322.25,1976,6079
626,11488,0,2952.5,1990,6079
627,11598.5,0,2582.75,2004,6079
628,11709,0,2213,2018,6079
629,11977.25,0,1915.5,2028,6079
630,12245.5,0,1618,2038,6079
631,12513.75,0,1320.5,2048,6079
632,12782,0,1023,2058,6079
633,13143.25,0,845.75,2034.75,6079
634,13504.5,0,668.5,2011.5,6079
635,13865.75,0,491.25,1988.25,6079
636,14227,0,314,1965,6079
637,14542,0,242.75,1949.75,6079
638,14857,0,171.5,1934.5,6079
639,15172,0,100.25,1919.25,6079
640,15487,0,29,1904,6079
641,15750.5,0,21.75,1934,6079
642,16014,0,14.5,1964,6079
643,16277.5,0,7.25,1994,6079
644,16541,0,0,2024,6079
645,16931.25,0,0,2054.25,6079
646,17321.5,0,0,2084.5,6079
647,17711.75,0,0,2114.75,6079
648,18102,0,0,2145,6079
649,18343,0,0,2118.75,6079
650,18584,0,0,2092.5,6079
651,18825,0,0,2066.25,6079
652,19066,0,0,2040,6079
653,19340.75,0,0,2044.5,6079
654,19615.5,0,0,2049,6079
655,19890.25,0,0,2053.5,6079
656,20165,0,0,2058,6079
657,20454.5,0,0,2058.75,6079
658,20744,0,0,2059.5,6079
659,21033.5,0,0,2060.25,6079
660,21323,0,0,2061,6079
661,21478.75,0,0,2061.5,6079
662,21634.5,0,0,2062,6079
663,21790.25,0,0,2062.5,6079
664,21946,0,0,2063,6079
665,21988.25,0,0,2065.25,6079
666,22030.5,0,0,2067.5,6079
667,22072.75,0,0,2069.75,6079
668,22115,0,0,2072,6079
669,22343.75,0,0,2073.25,6079
670,22572.5,0,0,2074.5,6079
671,22801.25,0,0,2075.75,6079
672,23030,0,0,2077,6079
673,23120.75,0,0,2066.75,6079
674,23211.5,0,0,2056.5,6079
675,23302.25,0,0,2046.25,6079
676,23393,0,0,2036,6079
677,23405,0,0,2027.25,6079
678,23417,0,0,2018.5,6079
679,23429,0,0,2009.75,6079
680,23441,0,0,2001,6079
681,23589.5,0,0,2000.25,6079
682,23738,0,0,1999.5,6079
683,23886.5,0,0,1998.75,6079
684,24035,0,0,1998,6079
685,24094.75,0,0,1993.5,6079
686,24154.5,0,0,1989,6079
687,24214.25,0,0,1984.5,6079
688,24274,0,0,1980,6079
689,24519,0,0,1974.5,6079
690,24764,0,0,1969,6079
691,25009,0,0,1963.5,6079
692,25254,0,0,1958,6079
693,25552.5,0,0,1971.25,6079
694,25851,0,0,1984.5,6079
695,26149.5,0,0,1997.75,6079
696,26448,0,0,2011,6079
697,26496.5,0,0,2013.75,6079
698,26545,0,0,2016.5,6079
699,26593.5,0,0,2019.25,6079
700,26642,0,0,2022,6079
701,26721.75,0,94,2011.5,6079
702,26801.5,0,188,2001,6079
703,26881.25,0,282,1990.5,6079
704,26961,0,376,1980,6079
705,26866,0,1057.75,1973.75,6079
706,26771,0,1739.5,1967.5,6079
707,26676,0,2421.25,1961.25,6079
708,26581,0,3103,1955,6079
709,26431.5,0,4045.75,1960.25,6079
710,26282,0,4988.5,1965.5,6079
711,26132.5,0,5931.25,1970.75,6079
712,25983,0,6874,1976,6079
713,25872.75,0,7559.75,1991,6079
714,25762.5,0,8245.5,2006,6079
715,25652.25,0,8931.25,2021,6079
716,25542,0,9617,2036,6079
717,25172.75,0,9727.25,2042.5,6079
718,24803.5,0,9837.5,2049,6079
719,24434.25,0,9947.75,2055.5,6079
720,24065,0,10058,2062,6079
721,23464,0,9575.25,2076.25,6079
722,22863,0,9092.5,2090.5,6079
723,22262,0,8609.75,2104.75,6079
724,21661,0,8127,2119,6079
725,20974.25,0,7331.75,2115.75,6079
726,20287.5,0,6536.5,2112.5,6079
727,19600.75,0,5741.25,2109.25,6079
728,18914,0,4946,2106,6079
729,18275.75,0,4189.5,2126.25,6079
730,17637.5,0,3433,2146.5,6079
731,16999.25,0,2676.5,2166.75,6079
732,16361,0,1920,2187,6079
733,16172.5,0,1472.5,2222.75,6079
734,15984,0,1025,2258.5,6079
735,15795.5,0,577.5,2294.25,6079
736,15607,0,130,2330,6079
737,15435.5,0,97.5,2299,6079
738,15264,0,65,2268,6079
739,15092.5,0,32.5,2237,6079
740,14921,0,0,2206,6079
741,14630.75,0,0,2239.5,6079
742,14340.5,0,0,2273,6079
743,14050.25,0,0,2306.5,6079
744,13760,0,0,2340,6079
745,13560.5,0,0,2319.75,6079
746,13361,0,0,2299.5,6079
747,13161.5,0,0,2279.25,6079
748,12962,0,0,2259,6079
749,12740.25,0,0,2235.25,6079
750,12518.5,0,0,2211.5,6079
751,12296.75,0,0,2187.75,6079
752,12075,0,0,2164,6079
753,11911.25,0,0,2148.5,6079
754,11747.5,0,0,2133,6079
755,11583.75,0,0,2117.5,6079
756,11420,0,0,2102,6079
757,11187.25,0,0,2126.75,6079
758,10954.5,0,0,2151.5,6079
759,10721.75,0,0,2176.25,6079
760,10489,0,0,2201,6079
761,10356.5,0,0,2193.5,6079
762,10224,0,0,2186,6079
763,10091.5,0,0,2178.5,6079
764,9959,0,0,2171,6079
765,9716.5,0,0,2169,6079
766,9474,0,0,2167,6079
767,9231.5,0,0,2165,6079
768,8989,0,0,2163,6079
769,8814.75,0,0,2153.75,6079
770,8640.5,0,0,2144.5,6079
771,8466.25,0,0,2135.25,6079
772,8292,0,0,2126,6079
773,8179,0,0,2132.75,6079
774,8066,0,0,2139.5,6079
775,7953,0,0,2146.25,6079
776,7840,0,0,2153,6079
777,7718,0,0,2161.75,6079
778,7596,0,0,2170.5,6079
779,7474,0,0,2179.25,6079
780,7352,0,0,2188,6079
781,7388.75,0,0,2180.25,6079
782,7425.5,0,0,2172.5,6079
