hour,DH_DE_Berlin,DH_DE_Dresden,DH_DE_Gelsenkirchen,DH_DE_Hamburg,DH_DE_Mannheim,DH_DE_Muenchen,DH_DE_Rem,DH_DE_Ind,DH_DE_Neckar,DH_DE_Nuernberg,DH_DE_Ruhr,DH_DE_Saar
t3527," 1,012.39 ", 134.30 , 140.83 , 397.77 , 197.79 , 382.46 ," 5,862.25 "," 8,505.27 ", 164.90 , 91.80 , 155.38 , 105.11 
t3528, 997.71 , 134.72 , 137.97 , 391.93 , 199.81 , 388.13 ," 5,778.31 "," 8,431.05 ", 166.22 , 93.23 , 151.92 , 104.85 
t3529, 985.54 , 135.45 , 135.21 , 387.07 , 202.75 , 394.08 ," 5,708.96 "," 8,384.40 ", 168.39 , 94.71 , 148.52 , 104.92 
t3530, 978.11 , 137.07 , 133.95 , 384.06 , 206.24 , 402.89 ," 5,667.42 "," 8,393.24 ", 172.33 , 96.88 , 146.82 , 105.38 
t3531, 983.12 , 140.81 , 134.46 , 385.92 , 211.92 , 415.95 ," 5,697.94 "," 8,507.62 ", 178.84 , 100.07 , 147.08 , 107.33 
t3532," 1,054.71 ", 154.51 , 144.72 , 413.90 , 234.19 , 457.44 ," 6,114.76 "," 9,218.42 ", 198.30 , 110.08 , 158.02 , 117.14 
t3533," 1,127.72 ", 167.74 , 154.33 , 442.43 , 256.57 , 499.88 ," 6,539.89 "," 9,945.97 ", 218.77 , 120.32 , 168.12 , 127.45 
t3534," 1,177.07 ", 176.65 , 160.39 , 461.68 , 272.95 , 530.82 ," 6,827.74 "," 10,461.10 ", 233.49 , 127.79 , 174.31 , 134.49 
t3535," 1,179.34 ", 177.09 , 159.48 , 462.49 , 277.46 , 536.46 ," 6,842.13 "," 10,538.54 ", 236.62 , 129.15 , 172.91 , 135.88 
t3536," 1,139.54 ", 171.50 , 153.42 , 446.79 , 271.79 , 522.77 ," 6,612.60 "," 10,249.94 ", 230.98 , 125.85 , 165.98 , 132.44 
t3537," 1,074.84 ", 162.10 , 144.27 , 421.33 , 258.58 , 495.99 ," 6,238.55 "," 9,733.94 ", 219.08 , 119.38 , 155.75 , 125.81 
t3538," 1,016.77 ", 154.02 , 136.19 , 398.47 , 245.19 , 472.71 ," 5,903.01 "," 9,281.83 ", 208.44 , 113.76 , 146.70 , 119.59 
t3539, 946.50 , 144.01 , 126.68 , 370.82 , 228.38 , 442.63 ," 5,496.75 "," 8,721.77 ", 194.94 , 106.49 , 136.13 , 111.61 
t3540, 887.91 , 135.40 , 118.70 , 347.76 , 213.73 , 417.18 ," 5,157.98 "," 8,253.48 ", 182.93 , 100.34 , 127.26 , 104.83 
t3541, 845.51 , 128.76 , 113.81 , 331.06 , 203.06 , 397.67 ," 4,913.14 "," 7,929.45 ", 173.67 , 95.60 , 121.89 , 100.03 
t3542, 808.41 , 122.91 , 110.06 , 316.42 , 194.48 , 380.04 ," 4,699.36 "," 7,667.37 ", 165.65 , 91.31 , 117.76 , 95.98 
t3543, 790.78 , 117.40 , 106.61 , 309.55 , 186.31 , 361.85 ," 4,596.38 "," 7,476.95 ", 158.14 , 86.87 , 113.98 , 92.26 
t3544, 787.50 , 113.95 , 107.93 , 308.30 , 181.67 , 350.59 ," 4,576.86 "," 7,423.09 ", 153.85 , 84.10 , 115.78 , 90.45 
t3545, 797.21 , 112.30 , 110.82 , 312.14 , 179.63 , 345.53 ," 4,632.64 "," 7,484.06 ", 151.98 , 82.82 , 119.26 , 89.95 
t3546, 818.59 , 112.53 , 114.89 , 320.55 , 180.39 , 345.63 ," 4,756.22 "," 7,654.85 ", 152.46 , 82.78 , 123.93 , 90.88 
t3547, 845.50 , 113.73 , 119.81 , 331.10 , 182.44 , 348.95 ," 4,912.38 "," 7,895.21 ", 154.28 , 83.51 , 129.48 , 92.66 
t3548, 866.93 , 114.08 , 123.42 , 339.50 , 182.93 , 350.41 ," 5,036.77 "," 8,090.65 ", 155.75 , 83.79 , 133.49 , 94.12 
t3549, 867.84 , 112.15 , 124.04 , 339.85 , 179.46 , 344.30 ," 5,042.10 "," 8,101.47 ", 153.45 , 82.27 , 134.23 , 93.56 
t3550, 875.47 , 112.18 , 125.53 , 342.84 , 177.62 , 340.11 ," 5,086.42 "," 8,172.68 ", 152.92 , 81.20 , 135.91 , 93.69 
t3551, 859.19 , 108.91 , 123.39 , 336.50 , 170.33 , 325.70 ," 4,991.45 "," 8,000.19 ", 146.80 , 77.69 , 133.69 , 91.01 
t3552, 861.30 , 107.36 , 123.37 , 337.38 , 165.63 , 318.63 ," 5,002.90 "," 7,981.29 ", 143.30 , 75.95 , 133.77 , 89.84 
t3553, 870.37 , 106.32 , 123.64 , 341.01 , 162.06 , 312.73 ," 5,054.33 "," 8,004.70 ", 140.76 , 74.49 , 134.13 , 89.09 
t3554, 887.96 , 106.05 , 124.59 , 348.00 , 159.91 , 310.29 ," 5,154.96 "," 8,096.00 ", 138.51 , 73.86 , 135.18 , 89.50 
t3555, 917.12 , 107.05 , 127.16 , 359.53 , 160.89 , 312.36 ," 5,322.78 "," 8,290.01 ", 138.11 , 74.31 , 138.01 , 91.24 
t3556," 1,012.42 ", 115.52 , 139.65 , 396.99 , 172.58 , 336.04 ," 5,874.39 "," 9,079.00 ", 147.72 , 79.90 , 151.73 , 99.47 
t3557," 1,107.63 ", 124.36 , 152.96 , 434.40 , 184.16 , 358.64 ," 6,425.73 "," 9,879.75 ", 157.77 , 85.21 , 166.41 , 107.60 
t3558," 1,177.31 ", 130.61 , 162.88 , 461.77 , 191.07 , 372.80 ," 6,829.11 "," 10,461.89 ", 164.64 , 88.50 , 177.41 , 113.13 
t3559," 1,190.80 ", 130.87 , 165.90 , 467.07 , 189.43 , 370.10 ," 6,907.23 "," 10,576.30 ", 164.12 , 87.79 , 180.89 , 113.39 
t3560," 1,160.48 ", 126.67 , 163.31 , 455.16 , 181.93 , 355.10 ," 6,731.62 "," 10,318.98 ", 157.97 , 84.16 , 178.27 , 109.99 
t3561," 1,102.06 ", 119.68 , 156.30 , 432.22 , 170.68 , 333.98 ," 6,393.28 "," 9,823.68 ", 149.13 , 79.10 , 170.71 , 104.33 
t3562," 1,053.71 ", 113.05 , 149.84 , 413.24 , 161.04 , 316.29 ," 6,112.98 "," 9,403.62 ", 141.29 , 74.87 , 163.67 , 100.01 
t3563, 997.40 , 104.45 , 142.23 , 391.17 , 150.87 , 297.13 ," 5,786.10 "," 8,889.60 ", 131.27 , 70.31 , 155.47 , 94.64 
t3564, 946.07 , 97.48 , 135.65 , 371.02 , 142.40 , 279.05 ," 5,488.59 "," 8,445.24 ", 123.29 , 65.99 , 148.34 , 90.11 
t3565, 908.26 , 92.33 , 130.99 , 356.15 , 137.12 , 267.54 ," 5,269.80 "," 8,136.32 ", 116.48 , 63.25 , 143.25 , 87.17 
t3566, 881.55 , 88.27 , 127.26 , 345.67 , 133.78 , 258.04 ," 5,115.09 "," 7,908.50 ", 111.88 , 60.98 , 139.14 , 85.54 
t3567, 846.64 , 84.81 , 123.76 , 331.89 , 132.55 , 249.72 ," 4,913.88 "," 7,661.11 ", 107.73 , 58.99 , 135.29 , 83.75 
t3568, 826.24 , 82.84 , 121.54 , 323.79 , 132.62 , 244.89 ," 4,797.04 "," 7,550.80 ", 106.16 , 57.82 , 132.69 , 83.34 
t3569, 819.99 , 82.56 , 121.63 , 321.25 , 134.30 , 243.66 ," 4,762.10 "," 7,559.15 ", 106.23 , 57.49 , 132.70 , 84.28 
t3570, 826.94 , 82.99 , 123.49 , 323.89 , 138.48 , 250.49 ," 4,803.71 "," 7,682.39 ", 107.70 , 59.13 , 134.63 , 86.42 
t3571, 841.76 , 84.81 , 126.99 , 329.61 , 143.95 , 260.64 ," 4,891.10 "," 7,882.87 ", 110.49 , 61.55 , 138.40 , 89.31 
t3572, 849.67 , 86.08 , 129.81 , 332.60 , 148.91 , 267.95 ," 4,938.67 "," 8,033.76 ", 112.71 , 63.29 , 141.42 , 91.39 
t3573, 839.42 , 84.94 , 131.95 , 328.49 , 149.99 , 266.53 ," 4,880.55 "," 8,007.77 ", 112.05 , 62.94 , 144.06 , 90.99 
t3574, 834.01 , 84.16 , 135.00 , 326.26 , 150.90 , 266.22 ," 4,850.78 "," 8,036.00 ", 112.03 , 62.83 , 147.68 , 91.12 
t3575, 809.20 , 80.64 , 133.46 , 316.50 , 145.64 , 257.94 ," 4,707.28 "," 7,835.36 ", 108.88 , 60.85 , 146.22 , 88.25 
t3576, 802.33 , 78.06 , 134.28 , 313.79 , 142.38 , 253.28 ," 4,667.67 "," 7,786.86 ", 107.39 , 59.70 , 147.34 , 87.17 
t3577, 867.28 , 83.32 , 147.66 , 339.14 , 151.27 , 271.94 ," 5,046.31 "," 7,759.64 ", 115.52 , 64.05 , 162.24 , 94.09 
t3578, 855.74 , 81.23 , 147.79 , 334.59 , 147.68 , 266.70 ," 4,979.80 "," 7,795.64 ", 113.38 , 62.78 , 162.57 , 92.60 
t3579, 870.71 , 81.16 , 152.50 , 340.40 , 149.68 , 268.13 ," 5,067.52 "," 7,929.25 ", 113.72 , 63.05 , 167.94 , 94.20 
t3580, 887.12 , 81.16 , 157.46 , 346.76 , 151.50 , 269.86 ," 5,163.78 "," 8,626.06 ", 114.24 , 63.40 , 173.57 , 96.03 
t3581, 902.57 , 80.95 , 161.67 , 352.80 , 152.30 , 271.86 ," 5,253.86 "," 9,354.54 ", 114.24 , 63.82 , 178.39 , 97.63 
t3582, 964.90 , 86.66 , 173.14 , 377.20 , 160.93 , 288.14 ," 5,615.95 "," 9,901.39 ", 120.40 , 67.63 , 191.21 , 103.93 
t3583, 987.54 , 89.71 , 177.72 , 386.09 , 163.72 , 295.96 ," 5,747.14 "," 10,021.09 ", 122.74 , 69.50 , 196.45 , 106.40 
t3584, 976.53 , 89.17 , 174.61 , 381.88 , 160.25 , 292.75 ," 5,681.72 "," 9,817.70 ", 121.06 , 68.79 , 193.10 , 104.58 
t3585, 945.44 , 86.14 , 167.94 , 369.84 , 153.43 , 282.85 ," 5,498.99 "," 9,406.36 ", 117.28 , 66.51 , 185.90 , 100.13 
t3586, 908.69 , 82.52 , 161.74 , 355.55 , 147.32 , 272.62 ," 5,284.05 "," 9,042.55 ", 113.12 , 64.15 , 179.32 , 95.69 
t3587, 889.05 , 80.13 , 158.25 , 348.00 , 142.68 , 265.00 ," 5,167.75 "," 8,594.54 ", 110.57 , 62.40 , 175.83 , 92.24 
t3588, 864.70 , 76.45 , 155.03 , 338.62 , 137.41 , 255.09 ," 5,023.99 "," 8,230.96 ", 107.36 , 60.10 , 172.80 , 88.16 
t3589, 834.64 , 72.98 , 150.86 , 326.96 , 131.04 , 243.92 ," 4,847.52 "," 7,995.30 ", 103.96 , 57.49 , 168.64 , 83.91 
t3590, 833.35 , 72.05 , 150.34 , 326.59 , 128.79 , 241.94 ," 4,838.12 "," 7,831.15 ", 103.69 , 57.07 , 168.38 , 82.11 
t3591, 833.53 , 70.68 , 150.24 , 326.80 , 125.59 , 238.26 ," 4,837.03 "," 7,682.88 ", 102.83 , 56.21 , 168.64 , 80.19 
t3592, 853.41 , 71.99 , 152.28 , 334.73 , 125.62 , 240.95 ," 4,950.37 "," 7,671.52 ", 103.80 , 56.87 , 171.11 , 80.53 
t3593, 885.60 , 74.91 , 156.77 , 347.45 , 127.86 , 247.81 ," 5,135.62 "," 7,759.20 ", 106.85 , 58.51 , 176.28 , 82.34 
t3594, 917.55 , 78.53 , 161.21 , 360.06 , 130.35 , 253.30 ," 5,319.85 "," 7,950.04 ", 110.44 , 59.79 , 181.33 , 84.50 
t3595, 950.04 , 82.03 , 165.89 , 372.89 , 132.50 , 258.64 ," 5,506.93 "," 8,229.68 ", 113.99 , 61.05 , 186.70 , 86.58 
t3596, 977.51 , 85.36 , 169.90 , 383.77 , 133.74 , 262.83 ," 5,664.73 "," 8,474.39 ", 116.21 , 62.04 , 191.39 , 88.17 
t3597," 1,001.07 ", 88.72 , 171.91 , 393.12 , 134.66 , 266.75 ," 5,799.68 "," 8,532.63 ", 118.72 , 62.98 , 193.69 , 89.60 
t3598," 1,037.50 ", 92.74 , 175.83 , 407.53 , 138.10 , 276.20 ," 6,009.26 "," 8,651.70 ", 122.67 , 65.26 , 198.11 , 92.53 
t3599," 1,041.14 ", 93.86 , 175.07 , 409.03 , 138.24 , 277.78 ," 6,029.21 "," 8,490.91 ", 123.52 , 65.67 , 197.29 , 92.68 
t3600," 1,103.48 ", 100.85 , 184.73 , 433.59 , 147.19 , 295.48 ," 6,389.23 "," 8,477.02 ", 131.68 , 69.90 , 208.28 , 97.90 
t3601," 1,069.94 ", 99.06 , 178.76 , 420.45 , 144.04 , 290.12 ," 6,194.38 "," 8,485.53 ", 129.13 , 68.69 , 201.62 , 95.07 
t3602," 1,067.51 ", 100.39 , 177.86 , 419.55 , 144.83 , 293.23 ," 6,179.65 "," 8,561.22 ", 130.54 , 69.50 , 200.68 , 94.74 
t3603," 1,083.06 ", 103.52 , 180.19 , 425.69 , 148.43 , 302.11 ," 6,269.11 "," 8,739.86 ", 134.36 , 71.67 , 203.37 , 95.91 
t3604," 1,165.82 ", 113.07 , 193.88 , 458.25 , 162.85 , 330.43 ," 6,747.73 "," 9,540.27 ", 146.85 , 78.46 , 218.89 , 102.88 
t3605," 1,252.09 ", 122.80 , 207.43 , 492.19 , 177.65 , 359.33 ," 7,246.55 "," 10,365.09 ", 159.59 , 85.39 , 234.19 , 109.56 
t3606," 1,303.68 ", 127.84 , 215.15 , 512.49 , 185.22 , 376.98 ," 7,544.89 "," 10,960.38 ", 167.45 , 89.62 , 242.85 , 113.61 
t3607," 1,319.47 ", 128.39 , 216.23 , 518.70 , 188.50 , 381.66 ," 7,636.27 "," 11,077.68 ", 169.73 , 90.74 , 243.90 , 114.78 
t3608," 1,276.00 ", 122.91 , 208.48 , 501.59 , 183.43 , 367.55 ," 7,384.91 "," 10,807.70 ", 163.00 , 87.36 , 235.05 , 110.69 
t3609," 1,220.84 ", 116.47 , 198.66 , 479.86 , 176.69 , 349.14 ," 7,066.39 "," 10,279.90 ", 154.74 , 82.93 , 223.75 , 105.73 
t3610," 1,153.36 ", 109.32 , 186.62 , 453.27 , 167.83 , 327.33 ," 6,676.92 "," 9,811.97 ", 145.13 , 77.69 , 209.86 , 99.83 
t3611," 1,075.08 ", 101.84 , 172.67 , 422.41 , 156.52 , 303.35 ," 6,225.10 "," 9,225.26 ", 134.82 , 71.94 , 193.78 , 93.30 
t3612," 1,017.23 ", 96.79 , 161.83 , 399.58 , 147.95 , 286.87 ," 5,891.62 "," 8,724.52 ", 126.98 , 67.98 , 181.15 , 88.57 
t3613, 962.21 , 92.19 , 152.34 , 377.85 , 140.11 , 271.08 ," 5,574.62 "," 8,369.90 ", 119.94 , 64.19 , 170.13 , 84.38 
t3614, 901.60 , 87.13 , 144.38 , 353.91 , 131.77 , 254.65 ," 5,225.72 "," 8,073.49 ", 112.51 , 60.24 , 161.04 , 79.93 
t3615, 863.64 , 83.85 , 139.97 , 338.86 , 125.59 , 245.41 ," 5,007.90 "," 7,792.32 ", 108.12 , 58.00 , 155.92 , 77.70 
t3616, 839.93 , 81.01 , 137.46 , 329.42 , 121.27 , 239.30 ," 4,872.42 "," 7,664.52 ", 105.12 , 56.50 , 152.93 , 76.43 
t3617, 845.44 , 80.46 , 140.23 , 331.45 , 121.35 , 240.55 ," 4,906.47 "," 7,652.43 ", 105.52 , 56.73 , 155.89 , 77.77 
t3618, 853.97 , 80.22 , 142.88 , 334.66 , 121.96 , 241.29 ," 4,957.97 "," 7,754.84 ", 106.45 , 56.82 , 158.63 , 79.38 
t3619, 853.58 , 79.22 , 143.10 , 334.38 , 121.49 , 240.01 ," 4,957.49 "," 7,942.73 ", 106.27 , 56.45 , 158.58 , 79.99 
t3620, 869.39 , 80.15 , 146.41 , 340.45 , 123.28 , 242.61 ," 5,051.31 "," 8,084.96 ", 108.66 , 56.98 , 161.97 , 82.03 
t3621, 860.51 , 79.03 , 145.17 , 336.82 , 120.96 , 240.54 ," 5,002.05 "," 8,036.26 ", 108.20 , 56.42 , 160.20 , 81.65 
t3622, 856.12 , 78.58 , 145.41 , 334.90 , 118.34 , 241.04 ," 4,979.45 "," 8,034.08 ", 107.94 , 56.48 , 160.08 , 82.09 
t3623, 814.51 , 75.21 , 140.03 , 318.39 , 110.50 , 231.07 ," 4,740.94 "," 7,767.93 ", 103.20 , 54.06 , 153.74 , 79.35 
t3624, 795.01 , 73.90 , 139.01 , 310.52 , 105.46 , 227.59 ," 4,631.25 "," 7,641.49 ", 100.86 , 53.16 , 152.27 , 79.08 
t3625, 740.30 , 68.65 , 132.63 , 288.93 , 95.53 , 212.83 ," 4,315.90 "," 7,554.90 ", 93.55 , 49.62 , 145.14 , 74.80 
t3626, 726.19 , 66.23 , 133.03 , 283.24 , 89.93 , 207.84 ," 4,236.32 "," 7,542.74 ", 90.63 , 48.36 , 145.51 , 74.11 
t3627, 723.22 , 64.00 , 134.25 , 281.98 , 84.32 , 203.89 ," 4,220.58 "," 7,651.20 ", 88.53 , 47.34 , 146.82 , 73.69 
t3628, 735.63 , 62.02 , 137.58 , 286.77 , 80.93 , 203.28 ," 4,293.78 "," 8,322.94 ", 87.05 , 47.11 , 150.48 , 74.37 
t3629, 754.90 , 60.57 , 142.60 , 294.23 , 80.16 , 203.27 ," 4,407.02 "," 9,009.92 ", 86.26 , 47.00 , 156.04 , 76.34 
t3630, 779.56 , 58.94 , 148.14 , 303.80 , 81.82 , 205.94 ," 4,551.47 "," 9,507.85 ", 86.12 , 47.53 , 162.14 , 79.08 
t3631, 795.51 , 56.75 , 151.82 , 310.01 , 82.90 , 206.08 ," 4,644.76 "," 9,604.89 ", 85.26 , 47.48 , 166.23 , 80.87 
t3632, 806.04 , 54.76 , 154.53 , 314.11 , 84.04 , 206.09 ," 4,706.32 "," 9,376.04 ", 84.05 , 47.43 , 169.30 , 82.60 
t3633, 800.98 , 52.77 , 154.88 , 312.12 , 85.06 , 202.50 ," 4,676.92 "," 8,935.18 ", 80.98 , 46.56 , 169.84 , 83.07 
t3634, 792.79 , 50.99 , 153.47 , 308.98 , 86.54 , 194.99 ," 4,628.46 "," 8,572.58 ", 77.27 , 44.75 , 168.44 , 83.00 
t3635, 773.61 , 50.15 , 150.47 , 301.51 , 87.65 , 185.77 ," 4,516.35 "," 8,100.53 ", 73.29 , 42.55 , 165.27 , 82.12 
t3636, 754.77 , 49.67 , 146.72 , 294.18 , 89.09 , 176.02 ," 4,406.17 "," 7,707.16 ", 69.50 , 40.23 , 161.18 , 81.09 
t3637, 738.87 , 48.91 , 142.14 , 288.04 , 91.38 , 166.11 ," 4,312.60 "," 7,456.07 ", 67.18 , 37.86 , 156.07 , 79.76 
t3638, 744.39 , 49.91 , 140.97 , 290.26 , 96.02 , 162.29 ," 4,343.70 "," 7,275.15 ", 68.58 , 36.92 , 154.67 , 80.28 
t3639, 729.96 , 51.28 , 137.22 , 284.61 , 98.55 , 162.64 ," 4,259.85 "," 7,076.28 ", 68.82 , 37.06 , 150.34 , 80.01 
t3640, 729.62 , 54.00 , 135.98 , 284.47 , 102.78 , 166.81 ," 4,257.96 "," 7,011.38 ", 69.90 , 38.10 , 148.79 , 80.93 
t3641, 736.86 , 58.00 , 135.82 , 287.30 , 107.63 , 171.82 ," 4,300.10 "," 7,056.38 ", 72.20 , 39.31 , 148.42 , 82.50 
t3642, 734.69 , 61.13 , 135.30 , 286.44 , 110.91 , 174.07 ," 4,287.67 "," 7,197.38 ", 73.75 , 39.87 , 147.79 , 83.19 
t3643, 736.41 , 63.92 , 135.84 , 287.09 , 114.45 , 176.77 ," 4,297.96 "," 7,412.02 ", 75.35 , 40.53 , 148.35 , 84.37 
t3644, 730.91 , 65.43 , 135.55 , 284.93 , 116.21 , 178.61 ," 4,266.16 "," 7,586.81 ", 75.94 , 41.00 , 148.10 , 84.77 
t3645, 723.79 , 66.38 , 134.21 , 282.20 , 117.64 , 178.64 ," 4,223.95 "," 7,612.70 ", 75.64 , 41.06 , 146.75 , 84.28 
t3646, 720.43 , 67.61 , 133.95 , 280.90 , 120.51 , 178.84 ," 4,204.14 "," 7,683.44 ", 75.87 , 41.13 , 146.55 , 84.50 
t3647, 713.98 , 68.29 , 132.65 , 278.40 , 122.71 , 178.11 ," 4,166.22 "," 7,516.33 ", 75.87 , 40.99 , 145.16 , 84.25 
t3648, 712.28 , 69.39 , 131.69 , 277.74 , 125.92 , 177.28 ," 4,156.37 "," 7,477.49 ", 76.86 , 40.79 , 144.01 , 84.56 
t3649, 711.64 , 70.79 , 130.53 , 277.47 , 129.29 , 176.42 ," 4,152.98 "," 7,461.21 ", 78.10 , 40.57 , 142.53 , 85.13 
t3650, 711.67 , 72.68 , 129.62 , 277.43 , 133.73 , 175.41 ," 4,153.82 "," 7,495.28 ", 79.67 , 40.30 , 141.27 , 85.80 
t3651, 709.52 , 74.67 , 129.06 , 276.50 , 137.83 , 175.16 ," 4,142.71 "," 7,606.02 ", 81.32 , 40.20 , 140.37 , 87.04 
t3652, 715.08 , 77.71 , 130.33 , 278.55 , 143.17 , 177.60 ," 4,176.94 "," 8,250.80 ", 84.38 , 40.73 , 141.47 , 89.21 
t3653, 728.76 , 80.89 , 132.58 , 283.77 , 149.11 , 181.16 ," 4,258.46 "," 8,913.60 ", 87.76 , 41.50 , 143.58 , 92.07 
t3654, 744.84 , 83.63 , 136.19 , 289.92 , 155.01 , 183.90 ," 4,354.11 "," 9,377.47 ", 90.92 , 42.05 , 147.29 , 95.32 
t3655, 748.13 , 85.21 , 137.95 , 291.06 , 157.89 , 184.80 ," 4,375.46 "," 9,428.93 ", 92.55 , 42.19 , 148.99 , 96.81 
t3656, 745.73 , 86.02 , 139.03 , 289.99 , 158.21 , 183.59 ," 4,363.50 "," 9,160.31 ", 93.06 , 41.84 , 150.02 , 97.26 
t3657, 732.67 , 84.77 , 137.48 , 284.81 , 155.02 , 178.96 ," 4,288.65 "," 8,701.09 ", 91.32 , 40.71 , 148.21 , 96.02 
t3658, 712.85 , 82.56 , 135.13 , 277.00 , 149.26 , 172.87 ," 4,174.07 "," 8,306.08 ", 88.74 , 39.25 , 145.64 , 93.52 
t3659, 682.91 , 78.68 , 131.09 , 265.23 , 142.78 , 164.45 ," 4,000.81 "," 7,807.50 ", 84.72 , 37.25 , 141.17 , 90.28 
t3660, 649.11 , 75.04 , 125.81 , 251.92 , 135.88 , 156.57 ," 3,805.58 "," 7,373.83 ", 81.03 , 35.39 , 135.19 , 86.65 
t3661, 619.27 , 70.87 , 120.55 , 240.20 , 127.32 , 148.48 ," 3,632.77 "," 7,081.46 ", 76.81 , 33.48 , 129.23 , 82.68 
t3662, 606.84 , 68.18 , 118.94 , 235.25 , 121.14 , 143.35 ," 3,561.85 "," 6,855.13 ", 73.70 , 32.21 , 127.28 , 81.03 
t3663, 582.62 , 63.77 , 115.08 , 225.68 , 113.24 , 132.85 ," 3,422.31 "," 6,630.88 ", 68.98 , 29.65 , 122.81 , 78.09 
t3664, 567.97 , 60.33 , 113.46 , 219.82 , 107.13 , 124.20 ," 3,339.11 "," 6,527.35 ", 65.57 , 27.50 , 120.79 , 76.34 
t3665, 556.94 , 56.84 , 111.81 , 215.34 , 102.09 , 117.43 ," 3,277.33 "," 6,519.00 ", 62.47 , 25.79 , 118.57 , 75.17 
t3666, 543.92 , 52.87 , 109.54 , 210.14 , 95.73 , 108.61 ," 3,203.26 "," 6,615.36 ", 58.19 , 23.60 , 115.76 , 73.24 
t3667, 532.11 , 49.24 , 107.10 , 205.38 , 90.44 , 100.06 ," 3,136.66 "," 6,772.71 ", 54.55 , 21.46 , 112.63 , 71.72 
t3668, 513.66 , 45.91 , 103.56 , 198.04 , 85.03 , 91.68 ," 3,031.23 "," 6,886.98 ", 51.28 , 19.39 , 108.32 , 69.56 
t3669, 488.35 , 41.62 , 99.30 , 188.03 , 78.24 , 85.53 ," 2,885.58 "," 6,840.92 ", 50.47 , 17.91 , 103.36 , 66.62 
t3670, 468.22 , 38.15 , 95.40 , 180.03 , 72.61 , 85.00 ," 2,770.47 "," 6,844.21 ", 50.15 , 17.80 , 98.63 , 64.45 
t3671, 442.98 , 34.46 , 90.36 , 170.02 , 67.14 , 84.03 ," 2,625.82 "," 6,624.79 ", 49.58 , 17.60 , 92.59 , 62.10 
t3672, 419.63 , 30.64 , 86.35 , 160.69 , 63.41 , 83.88 ," 2,492.84 "," 6,517.73 ", 49.49 , 17.57 , 87.64 , 60.47 
t3673, 397.33 , 27.33 , 82.31 , 151.76 , 60.56 , 84.05 ," 2,366.30 "," 6,433.79 ", 49.59 , 17.60 , 82.58 , 59.17 
t3674, 373.82 , 23.77 , 78.73 , 142.31 , 55.95 , 84.57 ," 2,233.36 "," 6,390.63 ", 49.90 , 17.71 , 78.00 , 58.21 
t3675, 359.71 , 21.92 , 75.62 , 136.60 , 53.17 , 85.44 ," 2,154.28 "," 6,452.46 ", 50.41 , 17.90 , 73.93 , 57.70 
t3676, 355.40 , 22.45 , 74.11 , 134.69 , 51.02 , 87.51 ," 2,132.41 "," 6,988.38 ", 51.64 , 18.33 , 71.57 , 58.43 
t3677, 352.68 , 23.20 , 74.87 , 133.36 , 48.35 , 90.41 ," 2,120.66 "," 7,527.58 ", 53.35 , 18.94 , 71.84 , 59.31 
t3678, 353.40 , 24.05 , 76.32 , 133.36 , 45.10 , 93.75 ," 2,129.06 "," 7,907.44 ", 55.31 , 19.64 , 72.85 , 60.34 
t3679, 350.96 , 24.58 , 76.69 , 132.21 , 41.26 , 95.79 ," 2,117.78 "," 7,953.73 ", 56.52 , 20.06 , 72.83 , 60.50 
t3680, 345.27 , 24.92 , 76.67 , 129.82 , 38.12 , 97.11 ," 2,087.15 "," 7,727.86 ", 57.30 , 20.34 , 72.50 , 60.30 
t3681, 336.15 , 24.80 , 75.47 , 126.22 , 37.93 , 96.64 ," 2,034.68 "," 7,342.15 ", 57.02 , 20.24 , 71.12 , 59.17 
t3682, 326.05 , 24.42 , 73.10 , 122.31 , 37.35 , 95.16 ," 1,975.41 "," 7,016.54 ", 56.15 , 19.93 , 68.52 , 57.45 
t3683, 315.94 , 23.80 , 69.84 , 118.46 , 36.40 , 92.75 ," 1,914.81 "," 6,621.86 ", 54.73 , 19.43 , 65.03 , 55.15 
t3684, 308.27 , 23.18 , 67.13 , 115.61 , 35.45 , 90.32 ," 1,868.13 "," 6,298.55 ", 53.29 , 18.92 , 62.23 , 53.19 
t3685, 298.96 , 22.54 , 64.12 , 112.09 , 34.47 , 87.83 ," 1,812.00 "," 6,078.17 ", 51.82 , 18.40 , 59.07 , 51.04 
t3686, 299.50 , 22.49 , 63.12 , 112.32 , 34.40 , 87.64 ," 1,814.80 "," 5,916.57 ", 51.71 , 18.36 , 57.88 , 50.47 
t3687, 296.69 , 22.11 , 61.49 , 111.33 , 33.83 , 86.19 ," 1,797.02 "," 5,766.58 ", 50.86 , 18.05 , 56.20 , 49.35 
t3688, 298.62 , 22.13 , 61.13 , 112.09 , 33.85 , 86.24 ," 1,808.06 "," 5,720.84 ", 50.89 , 18.06 , 55.73 , 49.21 
t3689, 302.96 , 22.32 , 62.02 , 113.76 , 34.14 , 86.98 ," 1,833.63 "," 5,760.44 ", 51.32 , 18.22 , 56.67 , 49.47 
t3690, 304.87 , 22.30 , 62.01 , 114.53 , 34.11 , 86.91 ," 1,844.41 "," 5,886.04 ", 51.28 , 18.20 , 56.67 , 49.35 
t3691, 309.08 , 22.41 , 62.82 , 116.18 , 34.27 , 87.32 ," 1,868.87 "," 6,074.76 ", 51.52 , 18.29 , 57.58 , 49.39 
