hour,DH_DE_Berlin,DH_DE_Dresden,DH_DE_Gelsenkirchen,DH_DE_Hamburg,DH_DE_Mannheim,DH_DE_Muenchen,DH_DE_Rem,DH_DE_Ind,DH_DE_Neckar,DH_DE_Nuernberg,DH_DE_Ruhr,DH_DE_Saar
t1359," 1,871.13 ", 297.03 , 359.35 , 741.02 , 457.13 , 912.63 ," 10,746.61 "," 10,525.86 ", 386.97 , 223.53 , 426.49 , 186.50 
t1360," 1,867.18 ", 296.00 , 358.39 , 739.44 , 455.39 , 910.73 ," 10,724.24 "," 10,417.63 ", 385.64 , 223.05 , 425.29 , 186.14 
t1361," 1,878.69 ", 297.77 , 359.62 , 743.98 , 457.78 , 916.39 ," 10,790.62 "," 10,466.64 ", 387.97 , 224.43 , 426.64 , 187.21 
t1362," 1,872.06 ", 297.25 , 357.00 , 741.33 , 456.34 , 915.57 ," 10,752.82 "," 10,667.32 ", 387.16 , 224.23 , 423.41 , 186.50 
t1363," 1,877.61 ", 298.41 , 356.59 , 743.51 , 457.68 , 919.02 ," 10,784.88 "," 10,983.19 ", 388.87 , 225.07 , 422.79 , 186.87 
t1364," 1,862.50 ", 297.11 , 353.40 , 737.51 , 453.91 , 915.05 ," 10,698.50 "," 11,231.95 ", 386.61 , 224.10 , 418.93 , 185.21 
t1365," 1,826.68 ", 292.74 , 346.57 , 723.30 , 444.65 , 902.86 ," 10,493.08 "," 11,227.83 ", 380.47 , 221.12 , 410.77 , 181.53 
t1366," 1,808.75 ", 290.75 , 343.22 , 716.17 , 439.75 , 899.34 ," 10,390.50 "," 11,304.81 ", 377.71 , 220.27 , 406.72 , 180.01 
t1367," 1,781.05 ", 287.54 , 338.33 , 705.18 , 433.21 , 891.02 ," 10,231.80 "," 11,026.94 ", 373.14 , 218.24 , 400.87 , 177.71 
t1368," 1,768.67 ", 287.09 , 336.71 , 700.24 , 430.27 , 890.03 ," 10,161.22 "," 10,941.97 ", 371.85 , 218.00 , 398.89 , 177.12 
t1369," 1,765.82 ", 287.41 , 336.04 , 699.09 , 429.72 , 892.49 ," 10,145.27 "," 10,907.04 ", 372.17 , 218.60 , 398.02 , 177.24 
t1370," 1,770.11 ", 289.09 , 336.66 , 700.76 , 431.05 , 898.91 ," 10,170.31 "," 10,955.98 ", 373.94 , 220.18 , 398.66 , 178.12 
t1371," 1,784.42 ", 291.62 , 338.48 , 706.41 , 433.97 , 908.06 ," 10,252.76 "," 11,150.70 ", 376.84 , 222.42 , 400.72 , 179.56 
t1372," 1,822.38 ", 299.14 , 345.09 , 721.41 , 443.02 , 931.82 ," 10,471.19 "," 12,137.23 ", 384.97 , 228.24 , 408.46 , 183.55 
t1373," 1,880.51 ", 309.39 , 354.91 , 744.41 , 456.73 , 964.40 ," 10,805.34 "," 13,158.20 ", 396.60 , 236.23 , 419.99 , 189.22 
t1374," 1,947.52 ", 320.56 , 366.77 , 770.93 , 472.33 ," 1,001.65 "," 11,190.54 "," 13,894.06 ", 410.09 , 245.36 , 433.94 , 195.79 
t1375," 1,987.91 ", 327.51 , 373.88 , 786.91 , 481.08 ," 1,025.59 "," 11,422.73 "," 14,033.70 ", 417.35 , 251.23 , 442.31 , 199.58 
t1376," 2,013.79 ", 331.44 , 378.09 , 797.15 , 486.63 ," 1,040.06 "," 11,571.54 "," 13,696.13 ", 421.94 , 254.78 , 447.23 , 201.92 
t1377," 2,005.17 ", 329.07 , 375.86 , 793.74 , 483.87 ," 1,034.35 "," 11,521.93 "," 13,062.09 ", 419.82 , 253.38 , 444.56 , 200.67 
t1378," 1,974.88 ", 323.63 , 370.06 , 781.75 , 476.76 ," 1,016.06 "," 11,347.83 "," 12,513.55 ", 414.86 , 248.89 , 437.70 , 197.46 
t1379," 1,928.57 ", 314.81 , 361.27 , 763.43 , 465.85 , 989.29 ," 11,081.52 "," 11,832.04 ", 406.55 , 242.33 , 427.34 , 192.53 
t1380," 1,883.56 ", 306.05 , 352.57 , 745.64 , 455.52 , 961.05 ," 10,822.57 "," 11,268.26 ", 398.49 , 235.40 , 417.10 , 187.72 
t1381," 1,838.26 ", 297.06 , 343.50 , 727.73 , 444.24 , 931.93 ," 10,561.84 "," 10,899.57 ", 389.59 , 228.26 , 406.40 , 182.90 
t1382," 1,840.98 ", 295.74 , 343.46 , 728.84 , 445.04 , 926.59 ," 10,577.06 "," 10,623.84 ", 391.06 , 226.94 , 406.40 , 183.07 
t1383," 1,818.38 ", 290.15 , 338.45 , 719.92 , 439.61 , 908.93 ," 10,446.78 "," 10,366.41 ", 386.88 , 222.61 , 400.51 , 180.61 
t1384," 1,827.65 ", 289.70 , 339.02 , 723.63 , 441.61 , 908.00 ," 10,499.51 "," 10,299.25 ", 389.25 , 222.37 , 401.20 , 181.20 
t1385," 1,848.84 ", 291.55 , 342.56 , 732.04 , 446.74 , 913.93 ," 10,620.91 "," 10,377.47 ", 394.26 , 223.82 , 405.43 , 183.35 
t1386," 1,855.77 ", 290.73 , 343.16 , 734.82 , 446.93 , 910.57 ," 10,660.22 "," 10,617.62 ", 395.09 , 222.98 , 406.20 , 183.81 
t1387," 1,875.63 ", 291.78 , 346.42 , 742.73 , 449.01 , 913.25 ," 10,773.67 "," 10,977.02 ", 397.76 , 223.64 , 410.16 , 185.43 
t1388," 1,876.24 ", 290.27 , 345.83 , 743.00 , 447.64 , 905.59 ," 10,776.59 "," 11,276.21 ", 396.24 , 221.75 , 409.52 , 185.27 
t1389," 1,859.13 ", 285.68 , 341.23 , 736.28 , 441.06 , 887.23 ," 10,677.53 "," 11,334.20 ", 390.07 , 217.24 , 404.13 , 182.97 
t1390," 1,859.81 ", 283.68 , 340.55 , 736.59 , 438.04 , 877.17 ," 10,680.73 "," 11,474.70 ", 387.54 , 214.76 , 403.40 , 182.26 
t1391," 1,850.50 ", 280.62 , 338.76 , 732.96 , 433.43 , 862.12 ," 10,626.61 "," 11,255.44 ", 382.90 , 211.05 , 401.40 , 180.70 
t1392," 1,860.73 ", 280.05 , 341.02 , 737.06 , 432.32 , 856.49 ," 10,684.51 "," 11,243.88 ", 381.56 , 209.66 , 404.25 , 180.98 
t1393," 1,931.32 ", 288.41 , 354.90 , 765.06 , 445.26 , 879.33 ," 11,089.14 "," 11,268.12 ", 392.67 , 215.23 , 420.88 , 187.44 
t1394," 1,943.58 ", 287.37 , 357.77 , 769.98 , 445.45 , 873.39 ," 11,158.70 "," 11,389.97 ", 391.12 , 213.76 , 424.48 , 188.29 
t1395," 1,959.19 ", 287.11 , 361.46 , 776.22 , 447.46 , 870.42 ," 11,247.55 "," 11,649.53 ", 390.71 , 213.02 , 429.05 , 189.53 
t1396," 1,998.84 ", 289.74 , 369.83 , 791.98 , 455.12 , 877.41 ," 11,474.36 "," 12,750.41 ", 394.84 , 214.71 , 439.20 , 193.15 
t1397," 2,058.18 ", 295.04 , 380.97 , 815.54 , 468.17 , 891.97 ," 11,814.13 "," 13,887.33 ", 402.60 , 218.26 , 452.59 , 198.86 
t1398," 2,110.08 ", 299.72 , 391.20 , 836.16 , 480.46 , 903.47 ," 12,111.38 "," 14,720.90 ", 409.30 , 221.05 , 464.90 , 204.28 
t1399," 2,139.36 ", 301.17 , 396.81 , 847.80 , 488.29 , 905.07 ," 12,278.72 "," 14,925.57 ", 412.35 , 221.42 , 471.71 , 207.50 
t1400," 2,165.46 ", 303.73 , 402.70 , 858.18 , 494.79 , 909.96 ," 12,428.13 "," 14,602.20 ", 415.92 , 222.60 , 478.84 , 210.40 
t1401," 2,185.45 ", 306.56 , 407.10 , 866.12 , 499.55 , 915.79 ," 12,542.47 "," 13,943.12 ", 418.65 , 224.03 , 484.18 , 212.19 
t1402," 2,172.00 ", 305.18 , 404.30 , 860.82 , 495.59 , 909.31 ," 12,464.90 "," 13,381.13 ", 414.64 , 222.45 , 480.90 , 210.40 
t1403," 2,148.38 ", 302.64 , 399.26 , 851.48 , 488.22 , 899.22 ," 12,328.96 "," 12,663.75 ", 408.52 , 220.00 , 474.94 , 207.37 
t1404," 2,090.95 ", 295.65 , 388.18 , 828.73 , 474.07 , 876.04 ," 11,999.20 "," 12,052.68 ", 396.65 , 214.33 , 461.77 , 201.42 
t1405," 2,038.92 ", 290.35 , 378.41 , 808.11 , 461.80 , 856.01 ," 11,700.64 "," 11,633.87 ", 386.92 , 209.44 , 450.14 , 196.21 
t1406," 2,033.14 ", 291.31 , 376.89 , 805.82 , 460.26 , 856.19 ," 11,667.54 "," 11,315.81 ", 385.55 , 209.49 , 448.31 , 195.30 
t1407," 2,022.80 ", 291.36 , 374.10 , 801.72 , 457.69 , 853.46 ," 11,608.22 "," 11,015.97 ", 383.21 , 208.83 , 444.94 , 193.92 
t1408," 2,037.89 ", 295.07 , 376.74 , 807.70 , 461.09 , 861.23 ," 11,694.88 "," 10,913.90 ", 385.84 , 210.74 , 448.05 , 195.27 
t1409," 2,053.46 ", 298.64 , 379.61 , 813.86 , 465.43 , 869.52 ," 11,784.28 "," 10,974.69 ", 388.56 , 212.77 , 451.45 , 196.72 
t1410," 2,066.42 ", 301.19 , 381.64 , 818.99 , 469.58 , 876.37 ," 11,858.66 "," 11,200.83 ", 391.05 , 214.45 , 453.84 , 198.02 
t1411," 2,091.20 ", 305.85 , 385.31 , 828.81 , 478.04 , 889.41 ," 12,000.91 "," 11,542.28 ", 395.61 , 217.65 , 458.15 , 200.56 
t1412," 2,099.74 ", 307.92 , 385.79 , 832.20 , 481.84 , 894.94 ," 12,049.93 "," 11,825.57 ", 397.02 , 219.01 , 458.66 , 201.47 
t1413," 2,091.38 ", 307.82 , 382.82 , 828.89 , 481.62 , 893.43 ," 12,001.93 "," 11,843.86 ", 395.67 , 218.65 , 455.06 , 200.71 
t1414," 2,090.05 ", 308.92 , 381.46 , 828.35 , 484.08 , 896.67 ," 11,994.47 "," 11,937.75 ", 396.46 , 219.45 , 453.36 , 201.09 
t1415," 2,056.70 ", 305.01 , 374.06 , 815.12 , 478.34 , 885.76 ," 11,803.27 "," 11,658.76 ", 391.07 , 216.79 , 444.45 , 198.33 
t1416," 2,037.83 ", 303.20 , 368.96 , 807.62 , 476.11 , 881.94 ," 11,695.29 "," 11,583.06 ", 388.85 , 215.86 , 438.25 , 197.10 
t1417," 2,051.25 ", 305.83 , 369.36 , 812.93 , 480.27 , 891.68 ," 11,772.47 "," 11,558.48 ", 391.99 , 218.26 , 438.58 , 198.47 
t1418," 2,024.54 ", 303.59 , 363.85 , 802.31 , 475.48 , 886.57 ," 11,619.71 "," 11,602.91 ", 388.72 , 217.01 , 431.89 , 196.41 
t1419," 2,035.32 ", 306.88 , 365.15 , 806.55 , 478.48 , 896.18 ," 11,682.06 "," 11,793.97 ", 392.57 , 219.37 , 433.31 , 198.11 
t1420," 2,172.78 ", 329.12 , 389.24 , 860.98 , 511.79 , 961.16 ," 12,471.63 "," 12,821.85 ", 420.97 , 235.27 , 461.75 , 212.26 
t1421," 2,311.21 ", 351.93 , 413.92 , 915.79 , 546.12 ," 1,027.56 "," 13,266.98 "," 13,864.76 ", 449.82 , 251.53 , 490.89 , 226.34 
t1422," 2,393.60 ", 365.60 , 427.44 , 948.40 , 565.71 ," 1,065.79 "," 13,740.35 "," 14,622.32 ", 466.87 , 260.88 , 506.78 , 234.35 
t1423," 2,414.02 ", 369.66 , 429.93 , 956.46 , 570.10 ," 1,076.60 "," 13,858.01 "," 14,750.41 ", 471.68 , 263.51 , 509.58 , 236.27 
t1424," 2,333.85 ", 357.84 , 413.29 , 924.68 , 550.90 ," 1,042.14 "," 13,398.09 "," 14,384.90 ", 456.39 , 255.08 , 489.67 , 228.08 
t1425," 2,240.22 ", 343.78 , 394.34 , 887.56 , 529.27 ," 1,003.43 "," 12,860.90 "," 13,694.82 ", 438.39 , 245.60 , 467.02 , 219.01 
t1426," 2,130.86 ", 327.95 , 372.63 , 844.22 , 504.14 , 957.59 ," 12,233.34 "," 13,102.44 ", 416.24 , 234.39 , 441.11 , 208.33 
t1427," 2,002.35 ", 310.17 , 349.15 , 793.27 , 475.40 , 903.95 ," 11,495.96 "," 12,351.09 ", 390.68 , 221.26 , 413.18 , 196.07 
t1428," 1,910.55 ", 298.73 , 332.82 , 756.86 , 454.94 , 868.98 ," 10,969.53 "," 11,709.05 ", 373.20 , 212.71 , 393.72 , 187.70 
t1429," 1,829.17 ", 287.87 , 318.26 , 724.60 , 435.42 , 836.65 ," 10,502.74 "," 11,278.52 ", 356.87 , 204.80 , 376.39 , 180.10 
t1430," 1,746.55 ", 276.13 , 303.67 , 691.85 , 415.39 , 801.94 ," 10,028.70 "," 10,952.00 ", 339.88 , 196.30 , 359.06 , 172.15 
t1431," 1,704.96 ", 270.51 , 296.18 , 675.34 , 405.07 , 786.55 ," 9,790.25 "," 10,639.41 ", 331.57 , 192.54 , 350.12 , 168.33 
t1432," 1,687.91 ", 267.94 , 292.53 , 668.57 , 400.02 , 780.11 ," 9,692.62 "," 10,529.60 ", 327.57 , 190.96 , 345.72 , 166.60 
t1433," 1,729.49 ", 274.77 , 299.10 , 685.02 , 408.21 , 800.33 ," 9,931.67 "," 10,576.93 ", 334.47 , 195.91 , 353.39 , 170.56 
t1434," 1,777.48 ", 282.32 , 307.13 , 704.02 , 416.93 , 821.64 ," 10,207.52 "," 10,781.69 ", 341.91 , 201.11 , 362.82 , 174.84 
t1435," 1,800.17 ", 285.87 , 311.60 , 712.97 , 420.32 , 831.40 ," 10,338.23 "," 11,086.86 ", 344.64 , 203.48 , 368.05 , 176.74 
t1436," 1,859.53 ", 294.48 , 322.42 , 736.46 , 431.73 , 857.14 ," 10,679.55 "," 11,333.74 ", 353.93 , 209.76 , 380.79 , 182.19 
t1437," 1,874.69 ", 295.26 , 324.81 , 742.44 , 432.71 , 859.94 ," 10,766.97 "," 11,331.67 ", 354.09 , 210.42 , 383.54 , 183.10 
t1438," 1,908.58 ", 298.93 , 330.00 , 755.83 , 437.80 , 870.82 ," 10,961.96 "," 11,412.11 ", 358.04 , 213.05 , 389.55 , 185.65 
t1439," 1,869.47 ", 291.28 , 322.23 , 740.32 , 425.80 , 847.72 ," 10,737.67 "," 11,136.20 ", 347.99 , 207.37 , 380.25 , 181.07 
t1440," 1,883.12 ", 292.05 , 323.38 , 745.70 , 425.90 , 848.31 ," 10,816.39 "," 11,063.11 ", 347.17 , 207.48 , 381.47 , 181.52 
t1441," 1,786.22 ", 276.49 , 305.98 , 707.31 , 402.06 , 799.40 ," 10,260.32 "," 11,024.30 ", 327.09 , 195.49 , 360.82 , 171.53 
t1442," 1,790.05 ", 276.42 , 305.97 , 708.79 , 401.20 , 796.39 ," 10,282.77 "," 11,070.25 ", 325.54 , 194.72 , 360.68 , 171.30 
t1443," 1,818.16 ", 279.54 , 310.17 , 719.90 , 404.90 , 802.89 ," 10,444.56 "," 11,260.77 ", 327.71 , 196.27 , 365.52 , 173.25 
t1444," 1,973.44 ", 302.19 , 336.31 , 781.35 , 437.25 , 865.84 ," 11,337.14 "," 12,247.52 ", 353.05 , 211.62 , 396.21 , 187.70 
t1445," 2,134.17 ", 325.06 , 363.63 , 844.96 , 469.07 , 927.39 ," 12,260.91 "," 13,264.30 ", 378.87 , 226.61 , 428.32 , 202.41 
t1446," 2,249.16 ", 340.57 , 382.89 , 890.46 , 491.19 , 969.70 ," 12,921.85 "," 13,995.83 ", 397.25 , 236.91 , 450.92 , 212.55 
t1447," 2,269.16 ", 341.96 , 386.04 , 898.37 , 492.17 , 971.95 ," 13,037.02 "," 14,131.73 ", 398.95 , 237.42 , 454.57 , 213.79 
t1448," 2,209.28 ", 331.99 , 376.77 , 874.63 , 477.23 , 941.63 ," 12,693.37 "," 13,776.94 ", 387.53 , 229.98 , 443.65 , 207.90 
t1449," 2,103.33 ", 315.14 , 359.25 , 832.68 , 451.99 , 891.70 ," 12,084.82 "," 13,124.92 ", 368.36 , 217.76 , 423.02 , 197.45 
t1450," 2,014.12 ", 300.77 , 344.45 , 797.36 , 430.72 , 850.11 ," 11,572.29 "," 12,570.15 ", 352.24 , 207.59 , 405.62 , 188.72 
t1451," 1,902.17 ", 282.73 , 325.45 , 753.03 , 405.27 , 799.83 ," 10,929.07 "," 11,872.64 ", 332.56 , 195.30 , 383.25 , 178.11 
t1452," 1,812.84 ", 267.74 , 309.87 , 717.69 , 383.71 , 758.62 ," 10,415.56 "," 11,303.01 ", 315.96 , 185.23 , 364.93 , 169.07 
t1453," 1,752.39 ", 257.85 , 299.22 , 693.76 , 369.47 , 730.87 ," 10,068.10 "," 10,919.45 ", 304.88 , 178.44 , 352.39 , 163.08 
t1454," 1,706.40 ", 250.68 , 291.36 , 675.56 , 358.22 , 710.38 ," 9,803.80 "," 10,628.07 ", 297.08 , 173.44 , 343.15 , 159.01 
t1455," 1,666.45 ", 244.05 , 286.21 , 659.77 , 347.74 , 690.51 ," 9,573.95 "," 10,364.06 ", 291.13 , 168.58 , 337.25 , 155.17 
t1456," 1,660.73 ", 242.04 , 287.24 , 657.54 , 344.00 , 683.60 ," 9,540.57 "," 10,302.17 ", 289.94 , 166.89 , 338.69 , 154.54 
t1457," 1,676.93 ", 243.67 , 291.54 , 663.98 , 347.40 , 686.14 ," 9,633.22 "," 10,384.51 ", 293.05 , 167.50 , 343.93 , 156.06 
t1458," 1,715.39 ", 248.76 , 299.64 , 679.22 , 356.58 , 698.94 ," 9,853.92 "," 10,611.63 ", 300.71 , 170.62 , 353.62 , 159.77 
t1459," 1,776.10 ", 256.39 , 310.54 , 703.30 , 368.86 , 720.04 ," 10,202.21 "," 10,963.44 ", 310.88 , 175.77 , 366.59 , 165.19 
t1460," 1,828.32 ", 262.95 , 319.28 , 724.01 , 380.21 , 738.65 ," 10,501.63 "," 11,260.40 ", 319.62 , 180.32 , 376.98 , 169.89 
t1461," 1,837.58 ", 263.37 , 321.52 , 727.70 , 384.03 , 741.58 ," 10,554.42 "," 11,298.74 ", 321.32 , 181.04 , 379.74 , 170.92 
t1462," 1,860.32 ", 265.99 , 325.92 , 736.73 , 389.86 , 750.30 ," 10,684.63 "," 11,419.78 ", 325.05 , 183.18 , 385.03 , 173.22 
t1463," 1,826.45 ", 260.97 , 320.19 , 723.35 , 383.99 , 735.81 ," 10,489.64 "," 11,189.27 ", 318.72 , 179.65 , 378.36 , 170.31 
t1464," 1,827.11 ", 260.75 , 320.15 , 723.65 , 385.08 , 733.99 ," 10,492.87 "," 11,165.61 ", 318.38 , 179.22 , 378.41 , 170.42 
t1465," 1,831.95 ", 260.90 , 321.62 , 725.60 , 387.07 , 735.06 ," 10,520.24 "," 11,175.06 ", 319.27 , 179.49 , 380.26 , 171.27 
t1466," 1,851.04 ", 262.99 , 325.34 , 733.18 , 392.16 , 741.49 ," 10,629.44 "," 11,271.33 ", 322.64 , 181.07 , 384.76 , 173.35 
t1467," 1,894.19 ", 268.51 , 333.10 , 750.31 , 402.76 , 757.80 ," 10,876.77 "," 11,511.46 ", 330.23 , 185.06 , 394.04 , 177.44 
t1468," 2,074.43 ", 293.37 , 364.20 , 821.74 , 442.59 , 829.08 ," 11,911.16 "," 12,580.47 ", 361.68 , 202.48 , 430.89 , 194.30 
t1469," 2,258.10 ", 318.96 , 395.94 , 894.52 , 483.50 , 903.89 ," 12,965.34 "," 13,672.88 ", 394.10 , 220.77 , 468.49 , 211.75 
t1470," 2,390.70 ", 337.82 , 419.21 , 947.07 , 514.14 , 959.53 ," 13,726.44 "," 14,462.51 ", 417.61 , 234.38 , 496.08 , 224.90 
t1471," 2,420.01 ", 342.03 , 424.35 , 958.70 , 523.04 , 973.15 ," 13,894.50 "," 14,629.09 ", 422.95 , 237.72 , 502.20 , 228.31 
t1472," 2,367.27 ", 334.70 , 414.62 , 937.82 , 512.62 , 952.39 ," 13,591.42 "," 14,297.83 ", 413.65 , 232.66 , 490.71 , 223.68 
t1473," 2,258.95 ", 319.77 , 396.32 , 894.91 , 489.37 , 908.50 ," 12,969.37 "," 13,637.97 ", 394.44 , 221.94 , 469.10 , 213.85 
t1474," 2,163.40 ", 306.77 , 380.73 , 857.06 , 468.81 , 870.33 ," 12,420.83 "," 13,062.32 ", 377.73 , 212.62 , 450.72 , 205.15 
t1475," 2,042.97 ", 290.04 , 359.92 , 809.35 , 442.32 , 822.37 ," 11,729.45 "," 12,336.88 ", 356.02 , 200.90 , 426.10 , 193.68 
t1476," 1,941.07 ", 275.68 , 342.94 , 768.97 , 419.95 , 781.60 ," 11,144.46 "," 11,725.78 ", 337.69 , 190.94 , 406.04 , 183.74 
t1477," 1,877.50 ", 266.25 , 331.29 , 743.80 , 405.16 , 752.70 ," 10,779.28 "," 11,331.95 ", 325.00 , 183.87 , 392.25 , 176.80 
t1478," 1,831.04 ", 258.73 , 322.87 , 725.42 , 393.37 , 729.74 ," 10,512.32 "," 11,039.02 ", 314.76 , 178.25 , 382.32 , 171.23 
t1479," 1,786.01 ", 251.89 , 315.00 , 707.59 , 381.96 , 708.81 ," 10,253.58 "," 10,758.26 ", 304.35 , 173.13 , 373.04 , 166.06 
t1480," 1,772.70 ", 249.93 , 312.88 , 702.32 , 377.75 , 701.07 ," 10,177.00 "," 10,671.31 ", 299.83 , 171.23 , 370.57 , 163.82 
t1481," 1,788.85 ", 251.33 , 315.96 , 708.74 , 377.88 , 703.99 ," 10,269.41 "," 10,753.52 ", 300.05 , 171.94 , 374.29 , 164.17 
t1482," 1,825.62 ", 256.37 , 322.87 , 723.31 , 383.56 , 716.88 ," 10,480.55 "," 10,975.09 ", 304.80 , 175.08 , 382.49 , 166.97 
t1483," 1,881.85 ", 263.82 , 332.88 , 745.59 , 392.43 , 737.03 ," 10,803.33 "," 11,312.11 ", 312.56 , 180.00 , 394.37 , 171.36 
t1484," 1,928.41 ", 269.56 , 341.49 , 764.04 , 399.50 , 752.85 ," 11,070.56 "," 11,590.40 ", 318.70 , 183.85 , 404.59 , 175.22 
t1485," 1,930.52 ", 268.70 , 342.79 , 764.87 , 399.10 , 751.72 ," 11,082.73 "," 11,605.18 ", 317.47 , 183.56 , 406.18 , 175.69 
t1486," 1,949.81 ", 269.70 , 346.46 , 772.53 , 402.70 , 755.68 ," 11,193.36 "," 11,714.85 ", 318.65 , 184.52 , 410.57 , 177.35 
t1487," 1,909.01 ", 262.62 , 339.60 , 756.37 , 393.25 , 735.67 ," 10,958.94 "," 11,461.47 ", 310.22 , 179.62 , 402.49 , 173.35 
t1488," 1,903.23 ", 261.02 , 339.03 , 754.09 , 391.32 , 729.20 ," 10,925.55 "," 11,416.57 ", 308.32 , 178.03 , 401.88 , 172.45 
t1489," 1,904.96 ", 260.95 , 339.31 , 754.80 , 391.36 , 727.27 ," 10,935.27 "," 11,415.79 ", 307.87 , 177.55 , 402.26 , 172.37 
t1490," 1,919.79 ", 262.88 , 342.37 , 760.68 , 395.10 , 730.84 ," 11,020.24 "," 11,498.00 ", 310.06 , 178.42 , 405.93 , 173.66 
t1491," 1,960.77 ", 268.16 , 349.98 , 776.94 , 404.03 , 743.73 ," 11,255.23 "," 11,730.98 ", 316.19 , 181.56 , 415.01 , 177.04 
t1492," 2,142.80 ", 292.75 , 383.03 , 849.08 , 440.46 , 810.06 ," 12,299.81 "," 12,805.90 ", 345.01 , 197.75 , 454.30 , 192.95 
t1493," 2,329.08 ", 318.03 , 417.06 , 922.91 , 479.26 , 880.74 ," 13,368.79 "," 13,906.89 ", 374.57 , 215.01 , 494.74 , 209.26 
t1494," 2,466.18 ", 336.50 , 442.29 , 977.26 , 507.29 , 932.60 ," 14,155.47 "," 14,711.36 ", 396.09 , 227.68 , 524.77 , 221.10 
t1495," 2,495.32 ", 340.45 , 448.23 , 988.81 , 513.59 , 943.99 ," 14,322.55 "," 14,877.36 ", 400.70 , 230.47 , 531.88 , 223.53 
t1496," 2,437.94 ", 333.03 , 439.01 , 966.08 , 502.67 , 923.01 ," 13,993.10 "," 14,530.81 ", 391.54 , 225.35 , 521.02 , 218.24 
t1497," 2,326.77 ", 318.01 , 419.27 , 922.04 , 479.45 , 880.24 ," 13,354.91 "," 13,861.60 ", 373.63 , 214.91 , 497.63 , 208.47 
t1498," 2,229.89 ", 304.75 , 402.76 , 883.65 , 459.67 , 843.01 ," 12,798.79 "," 13,281.55 ", 358.18 , 205.82 , 478.10 , 200.09 
t1499," 2,112.35 ", 287.87 , 381.49 , 837.10 , 434.41 , 796.87 ," 12,123.81 "," 12,565.62 ", 339.41 , 194.56 , 452.92 , 189.47 
t1500," 2,014.06 ", 273.79 , 364.00 , 798.17 , 414.31 , 758.54 ," 11,559.38 "," 11,966.45 ", 323.19 , 185.21 , 432.23 , 180.94 
t1501," 1,949.47 ", 264.23 , 352.97 , 772.59 , 401.35 , 733.52 ," 11,188.42 "," 11,569.26 ", 312.58 , 179.10 , 419.21 , 175.24 
t1502," 1,901.98 ", 257.62 , 344.27 , 753.79 , 392.21 , 715.46 ," 10,915.55 "," 11,272.90 ", 304.69 , 174.70 , 408.93 , 171.15 
t1503," 1,859.36 ", 251.51 , 335.30 , 736.92 , 383.09 , 698.85 ," 10,670.49 "," 11,000.08 ", 297.11 , 170.65 , 398.28 , 167.02 
t1504," 1,847.34 ", 249.73 , 331.91 , 732.17 , 380.70 , 695.62 ," 10,601.28 "," 10,917.40 ", 295.31 , 169.88 , 394.22 , 165.95 
t1505," 1,860.02 ", 251.71 , 333.19 , 737.21 , 383.95 , 701.76 ," 10,673.99 "," 10,988.18 ", 298.03 , 171.39 , 395.72 , 167.43 
t1506," 1,905.90 ", 257.39 , 340.86 , 755.42 , 393.50 , 718.60 ," 10,936.85 "," 11,239.75 ", 305.68 , 175.51 , 404.87 , 171.40 
t1507," 1,966.27 ", 266.06 , 352.03 , 779.35 , 407.48 , 742.93 ," 11,283.16 "," 11,590.42 ", 316.53 , 181.46 , 418.17 , 177.45 
t1508," 2,014.88 ", 273.67 , 361.25 , 798.62 , 420.41 , 763.27 ," 11,562.12 "," 11,875.51 ", 325.83 , 186.44 , 429.15 , 182.59 
t1509," 2,016.36 ", 275.10 , 361.71 , 799.20 , 422.25 , 765.36 ," 11,570.65 "," 11,888.18 ", 328.01 , 186.96 , 429.70 , 183.70 
t1510," 2,031.18 ", 278.53 , 364.78 , 805.07 , 426.24 , 773.41 ," 11,655.84 "," 11,983.10 ", 332.90 , 188.93 , 433.35 , 186.09 
t1511," 1,981.54 ", 272.37 , 356.37 , 785.38 , 416.39 , 758.25 ," 11,371.20 "," 11,700.59 ", 327.28 , 185.24 , 423.34 , 182.62 
t1512," 1,968.23 ", 270.85 , 354.27 , 780.09 , 413.55 , 756.82 ," 11,295.05 "," 11,630.89 ", 327.19 , 184.90 , 420.82 , 182.40 
t1513," 1,965.37 ", 270.19 , 353.29 , 778.95 , 412.19 , 756.22 ," 11,278.62 "," 11,614.94 ", 327.46 , 184.75 , 419.63 , 182.63 
t1514," 1,978.88 ", 272.24 , 355.12 , 784.31 , 413.75 , 761.42 ," 11,356.14 "," 11,692.83 ", 329.90 , 186.02 , 421.78 , 184.19 
t1515," 2,019.63 ", 277.72 , 361.19 , 800.48 , 420.63 , 776.35 ," 11,589.81 "," 11,925.04 ", 336.51 , 189.67 , 428.95 , 188.01 
t1516," 2,203.81 ", 303.17 , 393.51 , 873.48 , 458.70 , 847.14 ," 12,646.62 "," 13,007.05 ", 367.54 , 206.97 , 467.33 , 205.51 
t1517," 2,392.52 ", 329.59 , 426.54 , 948.29 , 495.94 , 919.84 ," 13,729.44 "," 14,116.08 ", 399.17 , 224.74 , 506.53 , 223.58 
t1518," 2,527.67 ", 348.71 , 450.32 ," 1,001.85 ", 522.42 , 971.35 ," 14,505.00 "," 14,914.09 ", 422.24 , 237.32 , 534.75 , 236.79 
