,1,2
145,0.6855,0.789
146,0.689,0.789
147,0.6925,0.789
148,0.696,0.789
149,0.699,0.789
150,0.702,0.789
151,0.705,0.789
152,0.708,0.789
153,0.705,0.789
154,0.702,0.789
155,0.699,0.789
156,0.696,0.789
157,0.697,0.789
158,0.698,0.789
159,0.699,0.789
160,0.7,0.789
161,0.70625,0.789
162,0.7125,0.789
163,0.71875,0.789
164,0.725,0.789
165,0.72375,0.789
166,0.7225,0.789
167,0.72125,0.789
168,0.72,0.789
169,0.7145,0.789
170,0.709,0.789
171,0.7035,0.789
172,0.698,0.789
173,0.69175,0.782
174,0.6855,0.775
175,0.67925,0.768
176,0.673,0.761
177,0.66375,0.768
178,0.6545,0.775
179,0.64525,0.782
180,0.636,0.789
181,0.631,0.789
182,0.626,0.789
183,0.621,0.789
184,0.616,0.789
185,0.61625,0.789
186,0.6165,0.789
187,0.61675,0.789
188,0.617,0.789
189,0.61675,0.789
190,0.6165,0.789
191,0.61625,0.789
192,0.616,0.789
193,0.60525,0.789
194,0.5945,0.789
195,0.58375,0.789
196,0.573,0.789
197,0.546,0.789
198,0.519,0.789
199,0.492,0.789
200,0.465,0.789
201,0.44525,0.789
202,0.4255,0.789
203,0.40575,0.789
204,0.386,0.789
205,0.3845,0.7735
206,0.383,0.758
207,0.3815,0.7425
208,0.38,0.727
209,0.38175,0.72175
210,0.3835,0.7165
211,0.38525,0.71125
212,0.387,0.706
213,0.38925,0.70275
214,0.3915,0.6995
215,0.39375,0.69625
216,0.396,0.693
217,0.399,0.689
218,0.402,0.685
219,0.405,0.681
220,0.408,0.677
221,0.41225,0.6745
222,0.4165,0.672
223,0.42075,0.6695
224,0.425,0.667
225,0.4275,0.664
226,0.43,0.661
227,0.4325,0.658
228,0.435,0.655
229,0.429,0.64975
230,0.423,0.6445
231,0.417,0.63925
232,0.411,0.634
233,0.4045,0.63075
234,0.398,0.6275
235,0.3915,0.62425
236,0.385,0.621
237,0.38275,0.608
238,0.3805,0.595
239,0.37825,0.582
240,0.376,0.569
241,0.3725,0.5465
242,0.369,0.524
243,0.3655,0.5015
244,0.362,0.479
245,0.35225,0.4595
246,0.3425,0.44
247,0.33275,0.4205
248,0.323,0.401
249,0.31525,0.39325
250,0.3075,0.3855
251,0.29975,0.37775
252,0.292,0.37
253,0.29975,0.36275
254,0.3075,0.3555
255,0.31525,0.34825
256,0.323,0.341
257,0.31525,0.34875
258,0.3075,0.3565
259,0.29975,0.36425
260,0.292,0.372
261,0.29925,0.37575
262,0.3065,0.3795
263,0.31375,0.38325
264,0.321,0.387
265,0.32125,0.388
266,0.3215,0.389
267,0.32175,0.39
268,0.322,0.391
269,0.3495,0.3885
270,0.377,0.386
271,0.4045,0.3835
272,0.432,0.381
273,0.44025,0.38375
274,0.4485,0.3865
275,0.45675,0.38925
276,0.465,0.392
277,0.468,0.395
278,0.471,0.398
279,0.474,0.401
280,0.477,0.404
281,0.47675,0.4045
282,0.4765,0.405
283,0.47625,0.4055
284,0.476,0.406
285,0.48075,0.40375
286,0.4855,0.4015
287,0.49025,0.39925
288,0.495,0.397
289,0.49575,0.394
290,0.4965,0.391
291,0.49725,0.388
292,0.498,0.385
293,0.497,0.3795
294,0.496,0.374
295,0.495,0.3685
296,0.494,0.363
297,0.49325,0.35575
298,0.4925,0.3485
299,0.49175,0.34125
300,0.491,0.334
301,0.4885,0.33575
302,0.486,0.3375
303,0.4835,0.33925
304,0.481,0.341
305,0.481,0.34525
306,0.481,0.3495
307,0.481,0.35375
308,0.481,0.358
309,0.47575,0.35925
310,0.4705,0.3605
311,0.46525,0.36175
312,0.46,0.363
313,0.4565,0.3645
314,0.453,0.366
315,0.4495,0.3675
316,0.446,0.369
317,0.44725,0.3695
318,0.4485,0.37
319,0.44975,0.3705
320,0.451,0.371
321,0.44325,0.36475
322,0.4355,0.3585
323,0.42775,0.35225
324,0.42,0.346
325,0.41225,0.343
326,0.4045,0.34
327,0.39675,0.337
328,0.389,0.334
329,0.36825,0.3365
330,0.3475,0.339
331,0.32675,0.3415
332,0.306,0.344
333,0.3005,0.34075
334,0.295,0.3375
335,0.2895,0.33425
336,0.284,0.331
337,0.29475,0.33325
338,0.3055,0.3355
339,0.31625,0.33775
340,0.327,0.34
341,0.32375,0.33925
342,0.3205,0.3385
343,0.31725,0.33775
344,0.314,0.337
345,0.311,0.33725
346,0.308,0.3375
347,0.305,0.33775
348,0.302,0.338
349,0.2955,0.33775
350,0.289,0.3375
351,0.2825,0.33725
352,0.276,0.337
353,0.2725,0.33525
354,0.269,0.3335
355,0.2655,0.33175
356,0.262,0.33
357,0.258,0.33025
358,0.254,0.3305
359,0.25,0.33075
360,0.246,0.331
361,0.24525,0.33025
362,0.2445,0.3295
363,0.24375,0.32875
364,0.243,0.328
365,0.245,0.32525
366,0.247,0.3225
367,0.249,0.31975
368,0.251,0.317
369,0.2545,0.3135
370,0.258,0.31
371,0.2615,0.3065
372,0.265,0.303
373,0.26925,0.3035
374,0.2735,0.304
375,0.27775,0.3045
376,0.282,0.305
377,0.28425,0.315
378,0.2865,0.325
379,0.28875,0.335
380,0.291,0.345
381,0.2865,0.359
382,0.282,0.373
383,0.2775,0.387
384,0.273,0.401
385,0.2715,0.40175
386,0.27,0.4025
387,0.2685,0.40325
388,0.267,0.404
389,0.268,0.4075
390,0.269,0.411
391,0.27,0.4145
392,0.271,0.418
393,0.27325,0.42225
394,0.2755,0.4265
395,0.27775,0.43075
396,0.28,0.435
397,0.2745,0.44
398,0.269,0.445
399,0.2635,0.45
400,0.258,0.455
401,0.25575,0.4435
402,0.2535,0.432
403,0.25125,0.4205
404,0.249,0.409
405,0.2435,0.4035
406,0.238,0.398
407,0.2325,0.3925
408,0.227,0.387
409,0.22075,0.37075
410,0.2145,0.3545
411,0.20825,0.33825
412,0.202,0.322
413,0.2005,0.31575
414,0.199,0.3095
415,0.1975,0.30325
416,0.196,0.297
417,0.198,0.29075
418,0.2,0.2845
419,0.202,0.27825
420,0.204,0.272
421,0.201,0.26275
422,0.198,0.2535
423,0.195,0.24425
424,0.192,0.235
425,0.195,0.22625
426,0.198,0.2175
427,0.201,0.20875
428,0.204,0.2
429,0.206,0.1965
430,0.208,0.193
431,0.21,0.1895
432,0.212,0.186
433,0.212,0.17825
434,0.212,0.1705
435,0.212,0.16275
436,0.212,0.155
437,0.20725,0.14625
438,0.2025,0.1375
439,0.19775,0.12875
440,0.193,0.12
441,0.18675,0.118
442,0.1805,0.116
443,0.17425,0.114
444,0.168,0.112
445,0.169,0.111
446,0.17,0.11
447,0.171,0.109
448,0.172,0.108
449,0.171,0.10875
450,0.17,0.1095
451,0.169,0.11025
452,0.168,0.111
453,0.1665,0.1115
454,0.165,0.112
455,0.1635,0.1125
456,0.162,0.113
457,0.16125,0.114
458,0.1605,0.115
459,0.15975,0.116
460,0.159,0.117
461,0.15825,0.118
462,0.1575,0.119
463,0.15675,0.12
464,0.156,0.121
465,0.15175,0.1235
466,0.1475,0.126
467,0.14325,0.1285
468,0.139,0.131
469,0.13725,0.13325
470,0.1355,0.1355
471,0.13375,0.13775
472,0.132,0.14
473,0.13125,0.1415
474,0.1305,0.143
475,0.12975,0.1445
476,0.129,0.146
477,0.12925,0.14825
478,0.1295,0.1505
479,0.12975,0.15275
480,0.13,0.155
481,0.1305,0.15625
482,0.131,0.1575
483,0.1315,0.15875
484,0.132,0.16
485,0.133,0.1605
486,0.134,0.161
487,0.135,0.1615
488,0.136,0.162
489,0.13775,0.16275
490,0.1395,0.1635
491,0.14125,0.16425
492,0.143,0.165
493,0.144,0.16575
494,0.145,0.1665
495,0.146,0.16725
496,0.147,0.168
497,0.148,0.16725
498,0.149,0.1665
499,0.15,0.16575
500,0.151,0.165
501,0.15425,0.1665
502,0.1575,0.168
503,0.16075,0.1695
504,0.164,0.171
505,0.166,0.17275
506,0.168,0.1745
507,0.17,0.17625
508,0.172,0.178
509,0.174,0.1825
510,0.176,0.187
511,0.178,0.1915
512,0.18,0.196
513,0.18125,0.197
514,0.1825,0.198
515,0.18375,0.199
516,0.185,0.2
517,0.18275,0.207
518,0.1805,0.214
519,0.17825,0.221
520,0.176,0.228
521,0.172,0.2315
522,0.168,0.235
523,0.164,0.2385
524,0.16,0.242
525,0.15225,0.24475
526,0.1445,0.2475
527,0.13675,0.25025
528,0.129,0.253
529,0.12675,0.25375
530,0.1245,0.2545
531,0.12225,0.25525
532,0.12,0.256
533,0.1225,0.261
534,0.125,0.266
535,0.1275,0.271
536,0.13,0.276
537,0.136,0.281
538,0.142,0.286
539,0.148,0.291
540,0.154,0.296
541,0.1645,0.293
542,0.175,0.29
543,0.1855,0.287
544,0.196,0.284
545,0.20425,0.28275
546,0.2125,0.2815
547,0.22075,0.28025
548,0.229,0.279
549,0.23175,0.281
550,0.2345,0.283
551,0.23725,0.285
552,0.24,0.287
553,0.244,0.28775
554,0.248,0.2885
555,0.252,0.28925
556,0.256,0.29
557,0.261,0.29
558,0.266,0.29
559,0.271,0.29
560,0.276,0.29
561,0.28,0.28325
562,0.284,0.2765
563,0.288,0.26975
564,0.292,0.263
565,0.29375,0.25625
566,0.2955,0.2495
567,0.29725,0.24275
568,0.299,0.236
569,0.28925,0.23
570,0.2795,0.224
571,0.26975,0.218
572,0.26,0.212
573,0.2635,0.213
574,0.267,0.214
575,0.2705,0.215
576,0.274,0.216
577,0.27525,0.212
578,0.2765,0.208
579,0.27775,0.204
580,0.279,0.2
581,0.2865,0.19875
582,0.294,0.1975
583,0.3015,0.19625
584,0.309,0.195
585,0.30975,0.2125
586,0.3105,0.23
587,0.31125,0.2475
588,0.312,0.265
589,0.309,0.27625
590,0.306,0.2875
591,0.303,0.29875
592,0.3,0.31
593,0.29175,0.313
594,0.2835,0.316
595,0.27525,0.319
596,0.267,0.322
597,0.259,0.323
598,0.251,0.324
599,0.243,0.325
600,0.235,0.326
601,0.2335,0.323
602,0.232,0.32
603,0.2305,0.317
604,0.229,0.314
605,0.23725,0.31675
606,0.2455,0.3195
607,0.25375,0.32225
608,0.262,0.325
609,0.25775,0.325
610,0.2535,0.325
611,0.24925,0.325
612,0.245,0.325
613,0.243,0.32125
614,0.241,0.3175
615,0.239,0.31375
616,0.237,0.31
617,0.2335,0.30875
618,0.23,0.3075
619,0.2265,0.30625
620,0.223,0.305
621,0.23075,0.3095
622,0.2385,0.314
623,0.24625,0.3185
624,0.254,0.323
625,0.25375,0.32375
626,0.2535,0.3245
627,0.25325,0.32525
628,0.253,0.326
629,0.2655,0.3255
630,0.278,0.325
631,0.2905,0.3245
632,0.303,0.324
633,0.30975,0.32225
634,0.3165,0.3205
635,0.32325,0.31875
636,0.33,0.317
637,0.33625,0.3135
638,0.3425,0.31
639,0.34875,0.3065
640,0.355,0.303
641,0.361,0.30325
642,0.367,0.3035
643,0.373,0.30375
644,0.379,0.304
645,0.37525,0.325
646,0.3715,0.346
647,0.36775,0.367
648,0.364,0.388
649,0.36875,0.38775
650,0.3735,0.3875
651,0.37825,0.38725
652,0.383,0.387
653,0.38975,0.389
654,0.3965,0.391
655,0.40325,0.393
656,0.41,0.395
657,0.41525,0.40375
658,0.4205,0.4125
659,0.42575,0.42125
660,0.431,0.43
661,0.43725,0.44025
662,0.4435,0.4505
663,0.44975,0.46075
664,0.456,0.471
665,0.459,0.4875
666,0.462,0.504
667,0.465,0.5205
668,0.468,0.537
669,0.473,0.564
670,0.478,0.591
671,0.483,0.618
672,0.488,0.645
673,0.5,0.66625
674,0.512,0.6875
675,0.524,0.70875
676,0.536,0.73
677,0.5485,0.72475
678,0.561,0.7195
679,0.5735,0.71425
680,0.586,0.709
681,0.594,0.7065
682,0.602,0.704
683,0.61,0.7015
684,0.618,0.699
685,0.61675,0.6925
686,0.6155,0.686
687,0.61425,0.6795
688,0.613,0.673
689,0.60875,0.666
690,0.6045,0.659
691,0.60025,0.652
692,0.596,0.645
693,0.59225,0.63775
694,0.5885,0.6305
695,0.58475,0.62325
696,0.581,0.616
697,0.57775,0.60375
698,0.5745,0.5915
699,0.57125,0.57925
700,0.568,0.567
701,0.55425,0.551
702,0.5405,0.535
703,0.52675,0.519
704,0.513,0.503
705,0.499,0.49575
706,0.485,0.4885
707,0.471,0.48125
708,0.457,0.474
709,0.452,0.47275
710,0.447,0.4715
711,0.442,0.47025
712,0.437,0.469
713,0.432,0.4595
714,0.427,0.45
715,0.422,0.4405
716,0.417,0.431
717,0.4005,0.4305
718,0.384,0.43
719,0.3675,0.4295
720,0.351,0.429
721,0.33,0.4235
722,0.309,0.418
723,0.288,0.4125
724,0.267,0.407
725,0.2475,0.39425
726,0.228,0.3815
727,0.2085,0.36875
728,0.189,0.356
729,0.19875,0.3445
730,0.2085,0.333
731,0.21825,0.3215
732,0.228,0.31
733,0.23625,0.30925
734,0.2445,0.3085
735,0.25275,0.30775
736,0.261,0.307
737,0.2655,0.30775
738,0.27,0.3085
739,0.2745,0.30925
740,0.279,0.31
741,0.28575,0.31225
742,0.2925,0.3145
743,0.29925,0.31675
744,0.306,0.319
745,0.3245,0.32625
746,0.343,0.3335
747,0.3615,0.34075
748,0.38,0.348
749,0.38775,0.3645
750,0.3955,0.381
751,0.40325,0.3975
752,0.411,0.414
753,0.41325,0.43275
754,0.4155,0.4515
755,0.41775,0.47025
756,0.42,0.489
757,0.41425,0.4975
758,0.4085,0.506
759,0.40275,0.5145
760,0.397,0.523
761,0.387,0.517
762,0.377,0.511
763,0.367,0.505
764,0.357,0.499
765,0.34625,0.50125
766,0.3355,0.5035
767,0.32475,0.50575
768,0.314,0.508
769,0.31375,0.5075
770,0.3135,0.507
771,0.31325,0.5065
772,0.313,0.506
773,0.326,0.50275
774,0.339,0.4995
775,0.352,0.49625
776,0.365,0.493
777,0.38525,0.49525
778,0.4055,0.4975
779,0.42575,0.49975
780,0.446,0.502
781,0.486,0.5275
782,0.526,0.553
783,0.566,0.5785
784,0.606,0.604
785,0.65175,0.59875
786,0.6975,0.5935
787,0.74325,0.58825
788,0.789,0.583
789,0.789,0.60525
790,0.789,0.6275
791,0.789,0.64975
792,0.789,0.672
793,0.789,0.70125
794,0.789,0.7305
795,0.789,0.75975
796,0.789,0.789
797,0.789,0.789
798,0.789,0.789
799,0.789,0.789
800,0.789,0.789
801,0.789,0.789
802,0.789,0.789
803,0.789,0.789
804,0.789,0.789
805,0.789,0.789
806,0.789,0.789
807,0.789,0.789
808,0.789,0.789
809,0.789,0.789
810,0.789,0.789
811,0.789,0.789
812,0.789,0.789
813,0.789,0.789
814,0.789,0.789
815,0.789,0.789
816,0.789,0.789
817,0.789,0.789
818,0.789,0.789
819,0.789,0.789
820,0.789,0.789
821,0.789,0.789
822,0.789,0.789
823,0.789,0.789
824,0.789,0.789
825,0.789,0.789
826,0.789,0.789
827,0.789,0.789
828,0.789,0.789
829,0.771,0.789
830,0.753,0.789
831,0.735,0.789
832,0.717,0.789
833,0.6985,0.789
834,0.68,0.789
835,0.6615,0.789
836,0.643,0.789
837,0.6315,0.789
838,0.62,0.789
839,0.6085,0.789
840,0.597,0.789
841,0.55875,0.789
842,0.5205,0.789
843,0.48225,0.789
844,0.444,0.789
845,0.40375,0.7775
846,0.3635,0.766
847,0.32325,0.7545
848,0.283,0.743
849,0.26875,0.715
850,0.2545,0.687
851,0.24025,0.659
852,0.226,0.631
853,0.2435,0.5985
854,0.261,0.566
855,0.2785,0.5335
856,0.296,0.501
857,0.3265,0.47
858,0.357,0.439
859,0.3875,0.408
860,0.418,0.377
861,0.51075,0.3555
862,0.6035,0.334
863,0.69625,0.3125
864,0.789,0.291
865,0.789,0.26125
866,0.789,0.2315
867,0.789,0.20175
868,0.789,0.172
869,0.789,0.159
870,0.789,0.146
871,0.789,0.133
872,0.789,0.12
873,0.789,0.1345
874,0.789,0.149
875,0.789,0.1635
876,0.789,0.178
877,0.789,0.2005
878,0.789,0.223
879,0.789,0.2455
880,0.789,0.268
881,0.789,0.33775
882,0.789,0.4075
883,0.789,0.47725
884,0.789,0.547
885,0.789,0.5935
886,0.789,0.64
887,0.789,0.6865
888,0.789,0.733
889,0.789,0.747
890,0.789,0.761
891,0.789,0.775
892,0.789,0.789
893,0.789,0.789
894,0.789,0.789
895,0.789,0.789
896,0.789,0.789
897,0.789,0.789
898,0.789,0.789
899,0.789,0.789
900,0.789,0.789
901,0.789,0.789
902,0.789,0.789
903,0.789,0.789
904,0.789,0.789
905,0.789,0.789
906,0.789,0.789
907,0.789,0.789
908,0.789,0.789
909,0.789,0.789
910,0.789,0.789
911,0.789,0.789
912,0.789,0.789
913,0.789,0.789
914,0.789,0.789
915,0.789,0.789
916,0.789,0.789
917,0.789,0.789
918,0.789,0.789
919,0.789,0.789
920,0.789,0.789
921,0.789,0.789
922,0.789,0.789
923,0.789,0.789
924,0.789,0.789
925,0.789,0.789
926,0.789,0.789
927,0.789,0.789
928,0.789,0.789
929,0.789,0.789
930,0.789,0.789
931,0.789,0.789
932,0.789,0.789
933,0.789,0.789
934,0.789,0.789
935,0.789,0.789
936,0.789,0.789
937,0.789,0.789
938,0.789,0.789
939,0.789,0.789
940,0.789,0.789
941,0.789,0.789
942,0.789,0.789
943,0.789,0.789
944,0.789,0.789
945,0.789,0.789
946,0.789,0.789
947,0.789,0.789
948,0.789,0.789
949,0.77775,0.789
950,0.7665,0.789
951,0.75525,0.789
952,0.744,0.789
953,0.7375,0.789
954,0.731,0.789
955,0.7245,0.789
956,0.718,0.789
957,0.71325,0.789
958,0.7085,0.789
959,0.70375,0.789
960,0.699,0.789
961,0.69575,0.789
962,0.6925,0.789
963,0.68925,0.789
964,0.686,0.789
965,0.686,0.789
966,0.686,0.789
967,0.686,0.789
968,0.686,0.789
969,0.6855,0.789
970,0.685,0.789
971,0.6845,0.789
972,0.684,0.789
973,0.67925,0.789
974,0.6745,0.789
975,0.66975,0.789
976,0.665,0.789
977,0.66825,0.789
978,0.6715,0.789
979,0.67475,0.789
980,0.678,0.789
981,0.6815,0.7755
982,0.685,0.762
983,0.6885,0.7485
984,0.692,0.735
985,0.6935,0.72925
986,0.695,0.7235
987,0.6965,0.71775
988,0.698,0.712
989,0.69975,0.71025
990,0.7015,0.7085
991,0.70325,0.70675
992,0.705,0.705
993,0.70775,0.7065
994,0.7105,0.708
995,0.71325,0.7095
996,0.716,0.711
997,0.7225,0.71575
998,0.729,0.7205
999,0.7355,0.72525
1000,0.742,0.73
1001,0.75375,0.737
1002,0.7655,0.744
1003,0.77725,0.751
1004,0.789,0.758
1005,0.789,0.76575
1006,0.789,0.7735
1007,0.789,0.78125
1008,0.789,0.789
1009,0.789,0.789
1010,0.789,0.789
1011,0.789,0.789
1012,0.789,0.789
1013,0.789,0.789
1014,0.789,0.789
1015,0.789,0.789
1016,0.789,0.789
1017,0.789,0.789
1018,0.789,0.789
1019,0.789,0.789
1020,0.789,0.789
1021,0.78075,0.77975
1022,0.7725,0.7705
1023,0.76425,0.76125
1024,0.756,0.752
1025,0.746,0.74875
1026,0.736,0.7455
1027,0.726,0.74225
1028,0.716,0.739
1029,0.70475,0.73275
1030,0.6935,0.7265
1031,0.68225,0.72025
1032,0.671,0.714
1033,0.66375,0.70675
1034,0.6565,0.6995
1035,0.64925,0.69225
1036,0.642,0.685
1037,0.65075,0.67
1038,0.6595,0.655
1039,0.66825,0.64
1040,0.677,0.625
1041,0.68475,0.60375
1042,0.6925,0.5825
1043,0.70025,0.56125
1044,0.708,0.54
1045,0.70325,0.514
1046,0.6985,0.488
1047,0.69375,0.462
1048,0.689,0.436
1049,0.67975,0.42425
1050,0.6705,0.4125
1051,0.66125,0.40075
1052,0.652,0.389
1053,0.644,0.395
1054,0.636,0.401
1055,0.628,0.407
1056,0.62,0.413
1057,0.616,0.4425
1058,0.612,0.472
1059,0.608,0.5015
1060,0.604,0.531
1061,0.60075,0.54175
1062,0.5975,0.5525
1063,0.59425,0.56325
1064,0.591,0.574
1065,0.592,0.58325
1066,0.593,0.5925
1067,0.594,0.60175
1068,0.595,0.611
1069,0.599,0.613
1070,0.603,0.615
1071,0.607,0.617
1072,0.611,0.619
1073,0.61325,0.62425
1074,0.6155,0.6295
1075,0.61775,0.63475
1076,0.62,0.64
1077,0.6275,0.649
1078,0.635,0.658
1079,0.6425,0.667
1080,0.65,0.676
1081,0.66325,0.68525
1082,0.6765,0.6945
1083,0.68975,0.70375
1084,0.703,0.713
1085,0.71,0.7235
1086,0.717,0.734
1087,0.724,0.7445
1088,0.731,0.755
1089,0.7385,0.7635
1090,0.746,0.772
1091,0.7535,0.7805
1092,0.761,0.789
1093,0.768,0.789
1094,0.775,0.789
1095,0.782,0.789
1096,0.789,0.789
1097,0.789,0.789
1098,0.789,0.789
1099,0.789,0.789
1100,0.789,0.789
1101,0.789,0.789
1102,0.789,0.789
1103,0.789,0.789
1104,0.789,0.789
1105,0.789,0.789
1106,0.789,0.789
1107,0.789,0.789
1108,0.789,0.789
1109,0.789,0.789
1110,0.789,0.789
1111,0.789,0.789
1112,0.789,0.789
1113,0.789,0.789
1114,0.789,0.789
1115,0.789,0.789
1116,0.789,0.789
1117,0.789,0.789
1118,0.789,0.789
1119,0.789,0.789
1120,0.789,0.789
1121,0.789,0.789
1122,0.789,0.789
1123,0.789,0.789
1124,0.789,0.789
1125,0.78275,0.789
1126,0.7765,0.789
1127,0.77025,0.789
1128,0.764,0.789
1129,0.7515,0.7765
1130,0.739,0.764
1131,0.7265,0.7515
1132,0.714,0.739
1133,0.69975,0.72425
1134,0.6855,0.7095
1135,0.67125,0.69475
1136,0.657,0.68
1137,0.643,0.66875
1138,0.629,0.6575
1139,0.615,0.64625
1140,0.601,0.635
1141,0.595,0.621
1142,0.589,0.607
1143,0.583,0.593
1144,0.577,0.579
1145,0.57625,0.55375
1146,0.5755,0.5285
1147,0.57475,0.50325
1148,0.574,0.478
1149,0.579,0.44575
1150,0.584,0.4135
1151,0.589,0.38125
1152,0.594,0.349
1153,0.60025,0.338
1154,0.6065,0.327
1155,0.61275,0.316
1156,0.619,0.305
1157,0.625,0.2995
1158,0.631,0.294
1159,0.637,0.2885
1160,0.643,0.283
1161,0.6505,0.27525
1162,0.658,0.2675
1163,0.6655,0.25975
1164,0.673,0.252
1165,0.68225,0.2455
1166,0.6915,0.239
1167,0.70075,0.2325
1168,0.71,0.226
1169,0.72975,0.2215
1170,0.7495,0.217
1171,0.76925,0.2125
1172,0.789,0.208
1173,0.789,0.21375
1174,0.789,0.2195
1175,0.789,0.22525
1176,0.789,0.231
1177,0.789,0.248
1178,0.789,0.265
1179,0.789,0.282
1180,0.789,0.299
1181,0.781,0.325
1182,0.773,0.351
1183,0.765,0.377
1184,0.757,0.403
1185,0.7365,0.45275
1186,0.716,0.5025
1187,0.6955,0.55225
1188,0.675,0.602
1189,0.656,0.59375
1190,0.637,0.5855
1191,0.618,0.57725
1192,0.599,0.569
1193,0.5775,0.5555
1194,0.556,0.542
1195,0.5345,0.5285
1196,0.513,0.515
1197,0.4985,0.51375
1198,0.484,0.5125
1199,0.4695,0.51125
1200,0.455,0.51
1201,0.43525,0.50375
1202,0.4155,0.4975
1203,0.39575,0.49125
1204,0.376,0.485
1205,0.3595,0.48125
1206,0.343,0.4775
1207,0.3265,0.47375
1208,0.31,0.47
1209,0.301,0.45975
1210,0.292,0.4495
1211,0.283,0.43925
1212,0.274,0.429
1213,0.275,0.4105
1214,0.276,0.392
1215,0.277,0.3735
1216,0.278,0.355
1217,0.28025,0.34125
1218,0.2825,0.3275
1219,0.28475,0.31375
1220,0.287,0.3
1221,0.28825,0.29125
1222,0.2895,0.2825
1223,0.29075,0.27375
1224,0.292,0.265
1225,0.292,0.26625
1226,0.292,0.2675
1227,0.292,0.26875
1228,0.292,0.27
1229,0.3,0.27
1230,0.308,0.27
1231,0.316,0.27
1232,0.324,0.27
1233,0.3435,0.272
1234,0.363,0.274
1235,0.3825,0.276
1236,0.402,0.278
1237,0.4065,0.2825
1238,0.411,0.287
1239,0.4155,0.2915
1240,0.42,0.296
1241,0.41625,0.29725
1242,0.4125,0.2985
1243,0.40875,0.29975
1244,0.405,0.301
1245,0.398,0.2995
1246,0.391,0.298
1247,0.384,0.2965
1248,0.377,0.295
1249,0.35575,0.29725
1250,0.3345,0.2995
1251,0.31325,0.30175
1252,0.292,0.304
1253,0.281,0.30725
1254,0.27,0.3105
1255,0.259,0.31375
1256,0.248,0.317
1257,0.24675,0.318
1258,0.2455,0.319
1259,0.24425,0.32
1260,0.243,0.321
1261,0.24125,0.3215
1262,0.2395,0.322
1263,0.23775,0.3225
1264,0.236,0.323
1265,0.25,0.32025
1266,0.264,0.3175
1267,0.278,0.31475
1268,0.292,0.312
1269,0.3075,0.31125
